IDs,Frame,Center_position_x_MICRON,Ellipse_center_x_MICRON,Center_position_y_MICRON,Ellipse_center_y_MICRON,Perimeter_MICRON,Surface_area_MICRON^2,Convex_hull_area_MICRON^2,Solidity,Length_MICRON,Ellipse_major_axis_MICRON,Width_MICRON,Ellipse_minor_axis_MICRON,Aspect_ratio,Ellipse_aspect_ratio,Angle_to_x+_axis_RAD,Angle_to_x+_axis_DEG,Ellipse_Angle_DEG,Min_intensity,Max_intensity,Mean_intensity
55,0,31.07,31.11,7.8,7.83,5.61,1.87,1.95,0.96,2.25,1.95,0.85,0.82,2.66,2.38,0.58,33.23,33.9,5117,7544,5947.76
56,0,66.23,66.29,9.29,9.3,9.53,3.66,3.97,0.92,4.12,3.56,0.85,0.92,4.82,3.88,1.78,101.84,103.23,4735,6678,5399.51
57,0,32.24,32.27,8.12,8.19,5.41,1.68,1.77,0.95,2.15,1.85,0.73,0.78,2.96,2.37,0.5,28.89,28.78,4894,6875,5782.79
58,0,30.36,30.42,9.29,9.3,5.54,1.84,1.93,0.95,2.2,1.88,0.85,0.84,2.6,2.23,0.6,34.16,30.66,4798,6967,5570.55
59,0,126.23,126.28,10.66,10.68,9.52,3.69,3.98,0.93,4.08,3.62,0.79,0.91,5.16,3.98,1.41,80.84,84.45,4773,7143,5558.16
60,0,35.95,36.01,9.88,9.93,5.72,1.89,1.98,0.96,2.31,2.03,0.85,0.8,2.7,2.52,1.4,80.27,88.03,4845,6710,5506.19
61,0,129.81,129.84,10.6,10.61,8.78,3.33,3.58,0.93,3.7,3.28,0.76,0.91,4.88,3.61,0.97,55.75,55.55,4771,7124,5446.54
62,0,23.86,23.92,10.08,10.13,5.53,1.91,1.98,0.96,2.17,1.9,0.92,0.87,2.35,2.2,0.89,51.07,50.57,4833,6636,5354.9
63,0,98.15,98.19,10.4,10.46,5.92,1.95,2.06,0.95,2.44,2.11,0.79,0.79,3.08,2.65,1.73,99.21,97.37,4736,6553,5334.27
64,0,21.58,21.62,10.53,10.6,5.78,1.98,2.04,0.97,2.36,2.06,0.92,0.83,2.57,2.49,1.43,82.09,87.75,4869,6915,5530.47
65,0,75.59,75.61,10.4,10.45,5.17,1.69,1.76,0.96,1.96,1.71,0.95,0.85,2.07,2.01,1.84,105.42,113.2,4727,6627,5392.37
66,0,61.04,61.04,10.4,10.46,5.95,2.13,2.21,0.96,2.36,2.04,0.99,0.89,2.38,2.28,2.59,148.5,148.5,4788,6854,5428.78
67,0,63.12,63.15,10.72,10.78,5.97,2.09,2.19,0.95,2.33,2.01,0.93,0.89,2.5,2.26,2.74,157.01,156.78,4725,6593,5396.75
68,0,107.97,108.02,11.05,11.11,8.28,3.06,3.25,0.94,3.43,3.02,0.88,0.88,3.88,3.42,2.81,161.22,160.88,4813,7114,5478.17
69,0,74.17,74.18,11.83,11.86,7.69,2.75,2.88,0.96,3.25,2.85,0.85,0.84,3.83,3.39,2.14,122.74,123.41,4726,7080,5511.82
70,0,6.76,6.81,11.7,11.74,7.22,2.67,2.78,0.96,3.05,2.61,0.85,0.88,3.59,2.96,2.55,146.31,147.34,4720,6327,5307.33
71,0,53.82,53.82,11.89,11.92,8.14,3.07,3.26,0.94,3.45,3.02,0.85,0.9,4.06,3.36,0.56,31.89,33.9,4725,6361,5312.4
72,0,22.62,22.64,11.83,11.87,5.57,1.85,1.94,0.95,2.22,1.91,0.92,0.83,2.41,2.31,0.91,52.13,50.85,4819,7003,5498.86
73,0,37.96,38.02,11.63,11.64,6.25,2.21,2.32,0.95,2.51,2.18,0.95,0.87,2.65,2.5,0.29,16.56,16.1,4842,6488,5385.67
74,0,68.12,68.14,13.0,13.01,10.18,3.84,4.1,0.94,4.44,3.95,0.74,0.86,5.99,4.57,2.25,129.05,129.61,4730,6823,5491.12
75,0,76.18,76.21,12.22,12.22,5.29,1.65,1.75,0.94,2.02,1.74,0.85,0.82,2.37,2.11,1.67,95.53,100.65,4684,6903,5471.58
76,0,111.34,111.37,11.7,11.75,8.13,3.13,3.31,0.95,3.4,3.05,0.92,0.91,3.7,3.33,3.03,173.42,176.86,4750,6972,5471.1
77,0,126.69,126.71,13.2,13.25,9.29,3.55,3.83,0.93,3.97,3.45,0.85,0.92,4.68,3.76,1.02,58.39,59.5,4923,7905,5818.65
78,0,98.61,98.61,12.94,12.96,6.4,2.11,2.23,0.95,2.64,2.31,0.79,0.79,3.34,2.95,1.74,99.93,100.41,4784,6600,5468.36
79,0,58.96,58.96,12.8,12.83,5.86,1.98,2.08,0.95,2.37,2.02,0.88,0.84,2.68,2.41,1.85,105.95,104.16,4699,6799,5532.32
80,0,1.17,1.17,12.8,12.81,5.54,1.87,1.96,0.96,2.21,1.89,0.87,0.85,2.53,2.22,1.08,61.93,60.28,4736,6410,5326.01
81,0,35.62,35.67,12.42,12.45,6.27,2.22,2.36,0.94,2.52,2.18,0.99,0.87,2.54,2.5,0.21,11.89,6.71,4811,6703,5424.81
82,0,128.38,128.43,13.65,13.69,8.42,3.11,3.35,0.93,3.61,3.16,0.85,0.87,4.23,3.64,1.72,98.28,98.46,4869,7827,5808.34
83,0,109.27,109.27,13.33,13.39,6.7,2.34,2.44,0.96,2.8,2.43,0.84,0.83,3.31,2.91,1.52,87.34,87.3,4783,7414,5637.01
84,0,131.88,131.95,13.52,13.54,7.9,2.9,3.07,0.94,3.31,2.89,0.95,0.88,3.5,3.29,1.85,105.95,106.9,4771,6762,5431.38
85,0,60.97,61.0,13.07,13.1,5.99,2.06,2.15,0.96,2.42,2.09,0.94,0.85,2.58,2.47,2.11,120.7,118.82,4891,7604,5635.28
86,0,9.49,9.55,12.87,12.9,7.33,2.77,2.91,0.95,3.03,2.65,0.98,0.9,3.09,2.95,2.97,170.13,171.23,4793,6367,5328.85
87,0,60.19,60.23,13.91,13.92,7.65,2.73,2.89,0.94,3.21,2.78,0.82,0.85,3.9,3.26,1.88,107.7,108.44,5073,7784,5812.29
88,0,73.58,73.62,13.85,13.92,8.78,3.24,3.58,0.9,3.76,3.24,0.74,0.92,5.07,3.51,2.22,127.27,128.47,4823,7358,5616.68
89,0,114.79,114.81,13.85,13.88,7.16,2.49,2.6,0.96,3.03,2.66,0.79,0.81,3.82,3.28,0.95,54.61,54.22,4765,6989,5519.03
90,0,100.17,100.22,13.13,13.16,5.44,1.86,1.96,0.95,2.1,1.83,0.92,0.88,2.28,2.06,0.12,7.13,1.15,4840,6778,5495.91
91,0,102.25,102.28,13.2,13.22,5.42,1.94,1.98,0.98,2.12,1.85,0.99,0.9,2.13,2.06,2.96,169.38,179.78,4810,6610,5398.86
92,0,108.03,108.06,13.97,13.98,6.17,2.11,2.22,0.95,2.48,2.15,0.93,0.85,2.66,2.53,1.17,66.8,62.85,4842,7324,5590.7
93,0,75.27,75.27,14.69,14.75,7.38,2.58,2.75,0.94,3.07,2.71,0.87,0.83,3.55,3.25,1.81,103.45,101.38,4747,7398,5637.46
94,0,127.34,127.38,14.43,14.47,5.94,1.99,2.07,0.96,2.44,2.16,0.85,0.8,2.85,2.7,1.41,80.79,86.51,5083,7841,6116.93
96,0,65.39,65.42,14.43,14.49,6.04,2.09,2.19,0.95,2.39,2.08,0.9,0.86,2.64,2.41,0.51,29.36,28.18,4839,6511,5449.86
97,0,112.26,112.31,14.88,14.92,6.78,2.43,2.51,0.97,2.86,2.52,0.92,0.84,3.09,3.02,0.85,48.69,44.24,4872,7503,5651.52
98,0,59.02,59.03,15.15,15.17,5.75,1.89,1.96,0.96,2.38,2.03,0.85,0.8,2.79,2.54,1.38,79.0,80.86,4926,7225,5528.15
99,0,130.78,130.81,15.6,15.61,8.28,2.97,3.18,0.93,3.45,3.05,0.82,0.85,4.2,3.57,1.23,70.2,69.27,4850,7157,5628.47
100,0,62.08,62.09,15.21,15.27,6.32,2.17,2.31,0.94,2.49,2.17,0.91,0.86,2.75,2.51,1.92,109.86,112.98,4977,7884,5769.68
101,0,92.82,92.84,15.02,15.03,6.02,2.08,2.17,0.96,2.5,2.13,0.83,0.84,3.0,2.53,2.47,141.34,138.36,4682,6514,5346.62
102,0,114.59,114.61,15.93,15.93,11.69,4.38,5.13,0.85,5.11,4.35,0.65,1.03,7.86,4.23,0.64,36.72,37.59,4836,7951,5750.94
103,0,72.87,72.88,15.54,15.54,6.83,2.34,2.48,0.94,2.79,2.43,0.84,0.83,3.3,2.91,2.0,114.78,112.91,4801,7081,5503.35
104,0,43.36,43.41,15.41,15.46,5.91,1.97,2.07,0.95,2.34,2.05,0.85,0.83,2.77,2.46,2.16,123.69,121.05,4814,7285,5484.33
105,0,68.19,68.21,16.19,16.24,8.04,3.03,3.18,0.95,3.35,2.93,0.88,0.9,3.79,3.26,1.26,71.92,71.95,4946,6880,5553.26
106,0,109.07,109.08,16.05,16.11,6.65,2.28,2.39,0.95,2.81,2.43,0.85,0.81,3.28,2.99,1.48,84.69,88.15,4838,7580,5816.53
107,0,112.65,112.64,15.99,16.05,6.66,2.3,2.43,0.95,2.78,2.43,0.85,0.82,3.28,2.94,1.0,57.43,55.45,4990,7739,5886.62
108,0,118.69,118.74,15.47,15.52,7.57,2.72,2.87,0.95,3.15,2.77,0.95,0.85,3.33,3.27,0.25,14.32,13.02,4769,6701,5410.4
109,0,126.1,126.13,16.64,16.71,8.64,2.99,3.29,0.91,3.64,3.23,0.66,0.84,5.5,3.86,1.3,74.48,74.04,5026,8059,5980.22
110,0,63.57,63.58,15.93,15.93,5.92,2.04,2.14,0.95,2.41,2.06,0.83,0.85,2.89,2.42,0.9,51.58,52.65,4858,7367,5654.46
111,0,106.8,106.8,16.05,16.1,6.44,2.25,2.35,0.96,2.62,2.28,0.87,0.85,3.0,2.67,1.05,60.26,59.56,4843,7041,5503.38
112,0,125.32,125.33,15.93,15.97,5.3,1.75,1.82,0.96,2.09,1.78,0.93,0.85,2.25,2.1,1.12,64.23,60.42,4831,7475,5733.58
113,0,61.04,61.06,16.64,16.67,7.49,2.63,2.83,0.93,3.06,2.68,0.87,0.86,3.53,3.13,1.36,77.74,79.55,5089,7676,5810.59
114,0,42.32,42.32,16.38,16.39,5.75,1.93,2.02,0.95,2.27,1.95,0.93,0.85,2.44,2.31,1.16,66.37,69.67,4746,7133,5588.87
115,0,128.7,128.74,16.38,16.39,6.48,2.29,2.4,0.96,2.71,2.35,0.83,0.85,3.28,2.75,2.34,134.03,130.62,4874,7867,5881.08
116,0,94.9,94.94,16.19,16.23,6.25,2.13,2.25,0.95,2.49,2.17,0.88,0.84,2.82,2.58,2.88,164.88,166.1,4810,6622,5433.95
117,0,115.77,115.82,16.51,16.54,7.48,2.6,2.73,0.95,3.11,2.75,0.81,0.82,3.82,3.34,0.5,28.71,27.59,4896,7272,5685.86
118,0,127.47,127.5,16.96,16.98,6.42,2.15,2.29,0.94,2.59,2.25,0.85,0.83,3.03,2.71,1.77,101.59,102.23,4770,7600,5876.8
119,0,110.5,110.51,16.96,17.03,6.94,2.35,2.48,0.95,2.83,2.47,0.88,0.82,3.21,2.99,0.64,36.61,35.08,5030,7914,5940.61
120,0,44.79,44.82,17.23,17.27,5.85,2.01,2.08,0.96,2.4,2.06,0.92,0.84,2.59,2.43,2.43,139.4,138.45,4856,7485,5554.92
121,0,107.84,107.88,17.62,17.62,6.52,2.21,2.42,0.91,2.65,2.32,0.79,0.86,3.37,2.71,1.14,65.32,64.12,4997,7608,5845.89
122,0,124.02,124.07,17.42,17.45,5.37,1.78,1.86,0.95,2.07,1.81,0.9,0.86,2.3,2.11,1.01,57.8,47.66,4868,6930,5526.15
123,0,62.66,62.68,17.62,17.62,6.18,2.23,2.29,0.97,2.54,2.2,0.83,0.87,3.05,2.52,2.27,129.81,135.66,4969,7784,5812.0
124,0,43.75,43.79,18.07,18.1,7.89,2.81,3.0,0.94,3.33,2.93,0.83,0.84,4.0,3.46,2.25,128.66,128.19,4847,7515,5644.38
125,0,97.95,98.01,17.42,17.43,5.41,1.77,1.86,0.95,2.06,1.8,0.95,0.86,2.17,2.1,0.32,18.43,25.51,4744,6554,5382.96
126,0,74.17,74.19,17.68,17.7,6.46,2.25,2.37,0.95,2.6,2.26,0.88,0.86,2.94,2.61,2.5,143.13,146.76,4763,6799,5466.73
127,0,110.95,110.96,18.14,18.19,6.49,2.29,2.39,0.96,2.68,2.36,0.83,0.85,3.22,2.79,0.89,50.91,46.23,4985,7990,6033.63
128,0,76.51,76.55,18.72,18.78,7.68,2.78,2.92,0.95,3.27,2.82,0.85,0.86,3.83,3.27,1.69,96.84,93.66,4782,6770,5464.43
129,0,130.26,130.28,18.66,18.67,6.96,2.45,2.59,0.95,2.82,2.47,0.87,0.86,3.24,2.87,2.08,118.93,115.98,4795,6945,5477.21
130,0,41.86,41.87,18.66,18.71,6.09,2.12,2.21,0.96,2.49,2.15,0.92,0.84,2.71,2.55,1.44,82.5,84.46,4849,6900,5470.66
131,0,112.52,112.51,18.33,18.39,6.12,2.1,2.18,0.97,2.53,2.19,0.83,0.83,3.06,2.64,0.77,43.96,39.96,4922,7738,5741.6
132,0,37.77,37.82,19.24,19.25,7.63,2.78,2.96,0.94,3.22,2.81,0.85,0.87,3.76,3.24,1.43,81.87,85.72,4872,6734,5447.67
133,0,108.29,108.32,18.72,18.74,6.75,2.26,2.38,0.95,2.83,2.49,0.79,0.79,3.57,3.16,0.93,53.39,48.17,5236,7865,6055.9
134,0,62.27,62.27,19.96,19.97,11.52,4.31,4.71,0.92,5.04,4.46,0.7,0.87,7.19,5.13,1.91,109.6,109.94,4830,7875,5821.6
135,0,96.27,96.27,18.39,18.44,5.44,1.75,1.83,0.96,2.13,1.86,0.92,0.81,2.31,2.3,0.66,37.57,34.1,4964,7115,5634.42
136,0,126.3,126.35,19.5,19.51,8.81,3.24,3.63,0.89,3.76,3.24,0.79,0.93,4.76,3.5,1.4,80.05,79.58,4866,7866,5581.91
137,0,66.5,66.51,18.46,18.49,7.83,2.91,3.08,0.94,3.26,2.86,0.87,0.89,3.76,3.22,0.22,12.65,10.63,4920,7058,5621.47
138,0,69.55,69.58,19.05,19.05,8.86,3.21,3.5,0.92,3.68,3.23,0.85,0.89,4.34,3.64,0.56,32.01,29.67,4880,7241,5618.36
139,0,29.51,29.56,19.24,19.26,8.32,3.19,3.41,0.94,3.48,3.03,0.88,0.94,3.94,3.21,0.64,36.66,36.59,4879,6757,5453.19
140,0,64.55,64.57,19.18,19.21,6.4,2.26,2.37,0.95,2.6,2.27,0.98,0.86,2.67,2.63,2.21,126.87,128.26,4801,7012,5586.41
141,0,108.68,108.72,19.57,19.59,7.41,2.59,2.72,0.95,3.17,2.79,0.83,0.81,3.84,3.43,0.83,47.49,46.99,5043,7873,5983.32
142,0,123.89,123.95,19.63,19.65,6.4,2.26,2.39,0.95,2.63,2.28,0.85,0.86,3.08,2.66,1.72,98.53,95.17,4768,6928,5500.44
143,0,34.45,34.48,19.63,19.67,8.09,3.03,3.18,0.95,3.45,3.02,0.92,0.89,3.75,3.39,0.83,47.29,45.31,4811,7789,5714.3
144,0,59.93,59.99,19.76,19.77,6.8,2.36,2.51,0.94,2.81,2.42,0.87,0.84,3.24,2.89,1.34,76.61,76.87,4992,7481,5761.85
145,0,32.76,32.8,19.11,19.16,8.03,2.92,3.11,0.94,3.33,2.93,0.88,0.87,3.77,3.39,0.3,17.02,15.16,4826,7345,5683.78
146,0,86.26,86.28,19.3,19.37,5.43,1.76,1.83,0.96,2.12,1.84,0.83,0.83,2.55,2.23,0.87,49.97,47.82,4811,6989,5458.56
147,0,106.21,106.25,19.7,19.72,6.51,2.29,2.38,0.96,2.67,2.33,0.92,0.85,2.89,2.75,0.85,48.95,41.91,4849,7289,5648.24
148,0,60.71,60.78,21.0,21.01,10.28,3.72,4.13,0.9,4.46,3.91,0.6,0.87,7.44,4.46,1.44,82.46,83.56,5136,8006,6003.76
149,0,45.83,45.86,20.41,20.44,8.04,2.88,3.05,0.94,3.36,2.98,0.82,0.85,4.08,3.5,1.95,111.6,114.01,4720,6741,5411.99
150,0,103.28,103.31,19.82,19.87,5.31,1.77,1.83,0.96,2.09,1.82,0.94,0.83,2.23,2.19,2.2,126.16,130.3,4776,6575,5395.72
151,0,110.44,110.44,19.7,19.73,6.3,2.13,2.24,0.95,2.56,2.23,0.93,0.82,2.75,2.72,0.42,23.96,25.95,5064,7984,5908.13
152,0,71.05,71.05,20.35,20.4,6.66,2.3,2.43,0.95,2.72,2.36,0.91,0.84,3.0,2.8,1.94,111.04,109.49,4867,7515,5653.16
153,0,93.67,93.7,19.7,19.7,5.35,1.88,1.95,0.96,2.08,1.79,1.01,0.9,2.06,2.0,0.25,14.47,5.69,4851,7357,5567.87
154,0,95.75,95.76,19.7,19.7,5.26,1.73,1.82,0.95,2.05,1.79,0.92,0.83,2.23,2.16,2.95,169.05,177.59,4917,7337,5764.02
155,0,2.79,2.82,21.25,21.27,8.21,3.14,3.27,0.96,3.55,3.16,0.85,0.87,4.15,3.63,1.72,98.43,93.25,4792,6838,5429.46
156,0,69.81,69.87,20.54,20.57,5.33,1.72,1.81,0.95,2.11,1.85,0.85,0.81,2.46,2.27,1.42,81.12,92.25,4984,7522,5773.01
157,0,66.37,66.42,20.8,20.81,8.65,3.22,3.46,0.93,3.72,3.29,0.74,0.88,5.02,3.75,0.64,36.47,37.37,4795,6948,5510.29
158,0,32.18,32.18,20.35,20.4,6.39,2.12,2.26,0.94,2.54,2.23,0.85,0.83,3.0,2.68,0.57,32.47,25.86,5115,7566,5964.42
159,0,84.83,84.83,20.8,20.83,5.39,1.82,1.88,0.97,2.15,1.84,0.88,0.86,2.43,2.14,0.61,35.13,39.5,4862,7509,5523.45
160,0,86.12,86.16,21.52,21.56,7.97,2.89,3.06,0.94,3.33,2.94,0.91,0.86,3.68,3.43,1.21,69.44,69.62,4953,7739,5770.28
161,0,96.01,96.02,20.61,20.66,6.37,2.15,2.29,0.94,2.55,2.26,0.92,0.83,2.77,2.73,0.1,5.86,9.21,4901,7472,5798.3
162,0,34.84,34.87,21.12,21.14,5.85,2.05,2.12,0.97,2.41,2.07,0.92,0.85,2.6,2.42,0.67,38.42,42.74,4696,7608,5692.19
163,0,110.76,110.79,21.71,21.73,6.98,2.45,2.59,0.95,2.88,2.52,0.88,0.84,3.26,3.0,1.82,104.35,100.4,4929,7522,5713.9
164,0,106.34,106.36,21.64,21.71,7.43,2.71,2.83,0.96,3.15,2.77,0.83,0.85,3.78,3.26,0.9,51.71,51.96,4775,7416,5596.57
165,0,76.64,76.68,21.97,22.03,7.74,2.72,2.85,0.96,3.3,2.87,0.84,0.82,3.9,3.5,1.19,67.99,69.18,4828,6710,5455.9
166,0,93.47,93.54,21.12,21.13,6.59,2.34,2.49,0.94,2.62,2.34,0.92,0.88,2.85,2.65,0.12,7.13,10.14,4772,7409,5534.54
167,0,104.65,104.69,21.39,21.42,5.3,1.73,1.8,0.96,2.13,1.83,0.85,0.81,2.51,2.25,2.12,121.26,126.61,4805,7103,5543.44
168,0,31.85,31.88,21.91,21.94,8.0,2.84,3.04,0.93,3.45,3.03,0.78,0.81,4.41,3.73,0.72,41.19,42.83,5174,7898,6047.41
169,0,62.14,62.19,22.3,22.33,8.57,3.04,3.27,0.93,3.66,3.22,0.73,0.84,5.04,3.84,2.01,115.2,114.44,5010,8079,5964.6
170,0,96.66,96.7,21.91,21.96,10.65,4.21,4.73,0.89,4.6,4.04,0.67,0.99,6.88,4.09,0.53,30.55,31.82,4821,7416,5548.86
171,0,41.47,41.48,22.23,22.24,7.16,2.64,2.77,0.95,2.96,2.59,0.95,0.88,3.13,2.94,1.84,105.26,101.91,4818,6770,5468.17
172,0,30.16,30.22,21.91,21.92,6.29,2.24,2.35,0.95,2.55,2.21,0.92,0.88,2.76,2.51,0.91,52.25,53.55,4920,7694,5643.29
173,0,38.55,38.58,21.84,21.89,7.49,2.71,2.85,0.95,3.16,2.75,0.85,0.86,3.72,3.21,2.58,147.62,146.47,4842,6640,5447.12
174,0,59.48,59.49,22.1,22.12,6.77,2.35,2.48,0.95,2.74,2.39,0.82,0.86,3.33,2.79,1.96,112.31,111.84,4895,7744,5710.74
175,0,123.89,123.93,22.43,22.45,7.16,2.38,2.57,0.93,3.01,2.61,0.85,0.8,3.52,3.27,1.46,83.8,84.81,4779,6738,5419.84
176,0,87.42,87.44,22.49,22.55,7.02,2.43,2.62,0.93,2.92,2.55,0.85,0.84,3.41,3.03,1.77,101.56,99.28,4900,7485,5696.44
177,0,32.83,32.87,22.3,22.36,6.07,2.06,2.15,0.95,2.45,2.12,0.9,0.84,2.72,2.52,0.56,32.01,34.75,5017,7991,6022.84
178,0,70.27,70.26,22.43,22.47,5.35,1.72,1.81,0.95,2.04,1.78,0.94,0.84,2.18,2.11,2.11,120.65,106.35,4872,7201,5632.99
179,0,109.46,109.46,22.95,22.96,7.42,2.48,2.65,0.94,3.06,2.71,0.82,0.79,3.73,3.41,1.27,72.72,71.89,4851,7293,5702.71
180,0,71.95,71.99,22.82,22.84,6.5,2.21,2.35,0.94,2.67,2.33,0.87,0.83,3.07,2.82,1.79,102.68,98.89,4939,7366,5689.02
