radius,average_local_order_parameter,average_n_close_cells
0.65,0.9130116601177445,0.0
0.8595444826312565,0.967799986260513,0.10234781386194292
1.1366411040335909,0.8859256606742965,0.6568255307184029
1.5030670610830352,0.725597420568298,1.7525657247293687
1.987619999044155,0.6283785710917188,3.953887248699564
2.628381236532224,0.5555316433450539,7.800084352593842
3.4757086001735273,0.5058095775087226,14.23843666526079
4.596194077712559,0.4707444725626326,25.32236749613384
6.07789732400044,0.4456344755553752,44.99311120483622
8.037266324375164,0.4307310267698384,78.30844931814987
10.628289114699482,0.42046808806419106,135.99437649374386
14.054595797461216,0.4140610619574514,234.02446225221425
18.585461958954184,0.41041414622535494,396.2609306902854
24.57697120611104,0.4084681604786638,669.9381414311823
32.5,0.40738806141138845,1105.3490791508505
