SPOT_ID,TRACK_ID,PREV_TRACK_ID,POSITION_X,POSITION_Y,FRAME,ELLIPSE_MAJOR,ELLIPSE_MINOR,ELLIPSE_THETA,ELLIPSE_ASPECTRATIO,AREA,ANGLE,ANGULAR_VELOCITY,TOTAL_DISPLACEMENT_VECTOR,TOTAL_DISPLACEMENT,FRAME_GAP,STEP_SPEED,MSD_LAG_TIME,MSD
221187,0,,7.4152505112473985,46.20774233128827,0,2.6519522731485403,0.42680115737039004,1.2160175203073764,6.213554549588772,3.4433749999999983,,,"[0.0, 0.0]",0.0,0,0.0,0,0.0
217453,0,,7.683603040867645,46.645217412356786,1,2.600901963336268,0.4999332439827347,1.2195245578895442,5.202498522834962,3.6356125000000032,,,"[0.26835252962024647, 0.43747508106851285]",0.5132226872513403,1,0.5132226872513403,1,0.2881269852971275
220407,0,,7.720027206771374,47.14407295445341,2,2.617662163646993,0.43841319894257186,1.1972129365450346,5.970764954067642,3.4940750000000005,0.4773369329866523,,"[0.03642416590372921, 0.49885554209662075]",0.5001835380560777,1,0.5001835380560777,2,1.0116662240759795
215449,0,,7.895641727493853,47.78962895377097,3,2.5956226383570273,0.44345145268899966,1.1764380323305832,5.853228403284504,3.4729500000000026,0.19272247465236816,-0.2846144583342841,"[0.17561452072247885, 0.6455559993175655]",0.6690164483355298,1,0.6690164483355298,3,2.0700747436410643
215147,0,,8.460873040114176,48.937250559968184,4,2.5979375363772186,0.4440958020187107,1.210992192511589,5.849948422317584,3.4581625000000003,0.19204044109361218,-0.0006820335587559845,"[0.5652313126203232, 1.1476216061972124]",1.2792661129636647,1,1.2792661129636647,4,3.4120557316607227
215592,0,,8.912997168030232,49.69348174952817,5,2.610486634822389,0.41888210366116646,1.1889712259694147,6.2320319058892295,3.3567625000000003,0.08119910462641672,-0.11084133646719546,"[0.45212412791605594, 0.7562311895599834]",0.8810799277631749,1,0.8810799277631749,5,5.0318303244620655
215070,0,,9.432344189786956,50.4083232810618,6,2.6361424280640597,0.4380254122923281,1.1479477379817775,6.018240846503122,3.5025249999999994,0.08945597116260098,0.008256866536184265,"[0.5193470217567242, 0.7148415315336294]",0.8835834675982367,1,0.8835834675982367,6,6.930944587842527
220581,0,,9.66241481258786,50.95608488675169,7,2.647595494165426,0.4440232191989755,1.1586296589366918,5.962741090300924,3.513087499999999,0.23065943686376666,0.14120346570116568,"[0.23007062280090373, 0.5477616056898924]",0.5941172175118012,1,0.5941172175118012,7,9.042308798277249
219036,0,,9.83166513386462,51.73924943797218,8,2.5733302435067804,0.44011698000257554,1.101994950485338,5.846923341816354,3.445487499999995,0.18480702787713416,-0.04585240898663251,"[0.16925032127675976, 0.7831645512204872]",0.8012442733278494,1,0.8012442733278494,8,11.381955562676884
219327,0,,10.063641169154284,52.43183768656734,9,2.5814479334497142,0.4388138892471547,1.0759365906154559,5.882785382838591,3.3969000000000005,0.11035889772108454,-0.07444813015604962,"[0.23197603528966404, 0.6925882485951647]",0.7304049308711087,1,0.7304049308711087,9,13.90901380880949
223097,0,,10.067516491445264,52.83359049680589,10,2.5395564384046128,0.4440803174242985,1.0112049682420143,5.718687225622257,3.4159125,0.31355080392148427,0.20319190620039973,"[0.003875322290980421, 0.40175281023854836]",0.4017715005540214,1,0.4017715005540214,10,16.657173392110746
219257,0,,10.078770646766403,53.06398855721549,11,2.561795471896874,0.45121759080513374,0.9138729546214112,5.6775168435382,3.5384375000000023,0.03916204048389494,-0.27438876343758933,"[0.01125415532113827, 0.23039806040959832]",0.23067276010074794,1,0.23067276010074794,11,19.676626199582252
225786,0,,10.280976304738907,53.55436562687395,12,2.6020745735288,0.465515662840713,0.7627667384706401,5.589660630643829,3.5215375,0.3422972941595962,0.30313525367570127,"[0.20220565797250423, 0.4903770696584644]",0.5304307669836996,1,0.5304307669836996,12,22.971204749060618
217786,0,,10.621282608695376,53.93969420289713,13,2.589789381169001,0.4654361990284324,0.7802280022344302,5.564219943732389,3.6440625000000013,0.3323271723909016,-0.009970121768694606,"[0.3403063039564689, 0.38532857602317705]",0.5140880197131246,1,0.5140880197131246,13,26.41445277411992
241005,0,,10.873227713178407,54.30234786821761,14,2.642126572726496,0.45834083269876,0.8217582323175335,5.764545474094837,3.6335000000000015,0.1162543304050569,-0.2160728419858447,"[0.2519451044830312, 0.3626536653204795]",0.4415812684470933,1,0.4415812684470933,14,30.059589092221653
233716,0,,10.78091777241654,54.52263771612378,15,2.49309706234126,0.48428704556313784,0.8010154097070659,5.147973882807955,3.502524999999995,1.0039883524930697,0.8877340220880128,"[-0.09230994076186683, 0.220289847906173]",0.2388487853307699,1,0.2388487853307699,15,33.95690537647516
242787,0,,10.931069125352545,54.64151249496112,16,2.5258897336087647,0.4525520314922925,0.7476295015296595,5.581434968438063,3.494075000000002,1.2979475225651582,0.2939591700720885,"[0.150151352936005, 0.11887477883733766]",0.19151146658134777,1,0.19151146658134777,16,38.251948139763655
241135,0,,10.851309378185874,54.96033588175504,17,2.6033490285265173,0.4317825307273764,0.68283758542383,6.029306058633133,3.453937500000006,1.1462748567321503,-0.15167266583300787,"[-0.07975974716667089, 0.3188233867939232]",0.3286487018608758,1,0.3286487018608758,17,42.90592268742691
233477,0,,11.090618442292245,55.19617433414077,18,2.6580738211011403,0.43777668727738683,0.7325872153131392,6.071757355633044,3.4898499999999952,1.0378400887069281,-0.10843476802522223,"[0.23930906410637043, 0.2358384523857282]",0.33598899355062556,1,0.33598899355062556,18,47.78003709466155
