IDs,Frame,Center_position_x_PIX,Ellipse_center_x_PIX,Center_position_y_PIX,Ellipse_center_y_PIX,Perimeter_PIX,Surface_area_PIX^2,Convex_hull_area_PIX^2,Solidity,Length_PIX,Ellipse_major_axis_PIX,Width_PIX,Ellipse_minor_axis_PIX,Aspect_ratio,Ellipse_aspect_ratio,Angle_to_x+_axis_RAD,Angle_to_x+_axis_DEG,Ellipse_Angle_DEG,Min_intensity,Max_intensity,Mean_intensity
65,0,482,482.57,144,145.02,130.99,676,730.0,0.93,56.04,51.18,10.82,12.02,5.18,4.26,0.96,55.18,51.71,7479,13817,9343.64
66,0,324,324.86,143,143.17,244.99,1353,1526.0,0.89,107.22,99.04,9.49,12.86,11.3,7.7,0.34,19.62,18.45,7276,12737,8822.75
67,0,1204,1204.89,159,159.75,176.21,938,1033.0,0.91,77.67,70.39,10.82,12.16,7.18,5.79,2.17,124.51,124.31,7286,14995,9264.3
68,0,1376,1376.46,147,147.62,216.99,1227,1337.0,0.92,94.92,87.21,9.49,12.85,10.01,6.79,0.36,20.34,20.24,7320,13787,9062.91
69,0,378,378.15,158,158.66,141.3,754,815.0,0.93,59.62,53.45,13.0,12.61,4.59,4.24,1.17,67.31,68.34,7128,12478,8525.28
71,0,501,501.75,147,147.92,110.02,595,615.0,0.97,46.75,41.53,13.45,12.44,3.48,3.34,0.72,41.53,41.46,7347,13892,9109.77
72,0,994,993.75,180,180.31,227.58,1250,1456.0,0.86,99.62,90.56,9.49,13.17,10.5,6.87,1.91,109.34,108.63,7382,15267,9233.74
73,0,867,867.81,155,155.27,104.08,525,554.0,0.95,43.08,37.9,11.7,12.07,3.68,3.14,1.95,111.8,110.86,7063,13117,8790.63
74,0,978,978.33,179,179.18,213.58,1114,1292.0,0.86,93.98,84.38,10.44,12.6,9.0,6.7,1.93,110.56,110.39,7667,15596,9676.58
75,0,1976,1976.76,170,170.49,147.44,790,852.0,0.93,63.07,56.54,12.08,12.5,5.22,4.52,1.13,64.65,62.47,7348,12667,8838.3
76,0,1233,1233.77,170,170.02,163.04,872,964.0,0.9,72.47,64.75,11.4,12.52,6.36,5.17,2.45,140.6,138.76,7561,14945,9707.52
78,0,222,222.49,161,161.17,235.64,1347,1464.0,0.92,105.55,97.29,10.2,12.58,10.35,7.73,0.17,9.82,9.53,7153,12904,8620.77
79,0,126,126.39,168,169.03,159.92,900,970.0,0.93,68.48,61.47,12.53,13.13,5.47,4.68,0.5,28.81,28.03,7074,11675,8360.03
80,0,1998,1998.07,176,176.11,140.75,768,808.0,0.95,60.21,54.38,11.66,12.53,5.16,4.34,1.01,57.89,56.38,7018,13652,8925.46
81,0,856,856.86,180,180.78,131.11,702,753.0,0.93,56.72,51.22,12.17,12.15,4.66,4.21,1.73,99.13,95.79,7378,13465,8990.3
82,0,1313,1313.25,171,171.4,156.23,875,943.0,0.93,66.41,60.4,12.65,13.07,5.25,4.62,2.82,161.57,162.58,7339,13909,9193.94
83,0,1737,1737.54,181,181.04,105.21,556,574.0,0.97,43.74,39.38,13.15,12.35,3.33,3.19,1.39,79.46,88.06,7264,12514,8754.26
84,0,237,237.55,178,178.69,198.37,1107,1207.0,0.92,86.98,79.27,11.7,12.67,7.43,6.26,0.3,17.39,16.85,7303,13610,9028.27
85,0,1275,1275.8,188,188.19,164.69,899,948.0,0.95,73.25,66.24,11.4,11.99,6.42,5.53,2.46,141.1,140.53,7654,15081,9700.76
87,0,447,447.53,187,187.29,130.99,717,756.0,0.95,56.04,51.14,13.04,12.47,4.3,4.1,0.96,55.18,51.64,7142,11742,8542.65
88,0,972,972.84,202,202.22,185.58,995,1096.0,0.91,80.62,72.83,10.77,12.42,7.49,5.86,1.98,113.39,114.17,7240,14047,9364.74
90,0,878,878.93,195,195.42,109.11,579,618.0,0.94,45.71,40.33,14.14,12.45,3.23,3.24,1.39,79.92,82.45,7446,13406,9261.63
91,0,1127,1127.22,206,206.1,150.28,842,904.0,0.93,66.27,60.07,12.04,12.48,5.5,4.81,1.48,84.81,87.2,7102,11844,8491.19
92,0,1721,1720.8,210,210.81,166.67,932,1037.0,0.9,73.16,65.62,11.18,13.06,6.54,5.02,1.39,79.77,81.36,7078,12674,8624.25
93,0,1330,1330.71,196,196.43,223.24,1278,1415.0,0.9,98.03,88.46,11.7,13.3,8.38,6.65,2.82,161.57,160.79,7083,14191,9052.71
96,0,908,908.51,203,203.32,111.5,557,594.0,0.94,46.24,41.11,12.65,11.92,3.66,3.45,2.77,158.43,158.82,7407,13023,8944.37
97,0,1222,1222.94,206,206.59,145.4,814,868.0,0.94,61.03,55.15,13.6,13.09,4.49,4.21,2.83,161.86,162.28,7142,13159,8664.01
98,0,219,219.61,207,207.6,125.36,671,723.0,0.93,52.47,47.55,12.17,12.51,4.31,3.8,3.01,172.33,172.18,7148,13224,8718.73
99,0,401,400.85,238,238.83,203.04,1125,1267.0,0.89,88.12,80.07,11.18,13.27,7.88,6.03,1.09,62.27,62.09,7146,12063,8598.32
100,0,1073,1073.99,229,229.38,165.04,936,1077.0,0.87,72.25,63.5,12.04,14.41,6.0,4.41,2.3,131.63,133.0,7142,12025,8518.09
101,0,331,331.48,212,212.0,139.01,744,799.0,0.93,59.23,53.74,12.17,12.3,4.87,4.37,0.2,11.69,9.58,7271,11618,8504.77
102,0,1279,1279.1,214,214.69,140.91,759,823.0,0.92,59.91,54.05,12.37,12.64,4.84,4.27,2.89,165.5,165.87,7370,14520,9281.04
103,0,909,909.65,220,220.49,130.71,671,714.0,0.94,55.15,49.47,11.7,11.89,4.71,4.16,2.75,157.62,155.43,7395,13272,9073.5
104,0,313,317.09,239,236.57,332.84,1966,2850.0,0.69,146.56,124.2,12.65,23.97,11.59,5.18,2.87,164.16,160.92,7113,12041,8547.64
105,0,858,858.8,235,235.66,126.87,710,741.0,0.96,55.33,49.7,13.15,12.54,4.21,3.96,1.46,83.77,87.18,7320,13513,8638.08
106,0,68,68.39,225,225.82,120.37,651,686.0,0.95,50.12,44.61,13.89,12.88,3.61,3.46,0.5,28.61,31.55,7117,12324,8514.81
107,0,127,128.07,229,229.43,159.58,862,947.0,0.91,67.96,62.06,11.66,12.68,5.83,4.89,0.58,32.99,30.23,7153,13559,8729.66
108,0,944,944.64,227,227.68,101.78,538,548.0,0.98,43.28,38.49,12.81,12.17,3.38,3.16,2.27,130.31,134.19,7103,11838,8597.97
109,0,1048,1048.94,246,246.67,171.1,912,1026.0,0.89,73.82,66.65,10.77,12.78,6.85,5.21,2.0,114.83,115.16,7040,12070,8565.0
112,0,1264,1265.04,248,248.06,115.92,590,621.0,0.95,49.68,45.25,11.4,11.62,4.36,3.89,0.87,49.9,48.07,7550,14453,9231.07
114,0,1275,1275.23,260,260.23,149.97,804,855.0,0.94,66.48,60.39,11.31,11.98,5.88,5.04,0.81,46.22,48.12,7363,13548,9039.74
115,0,30,30.8,256,256.59,115.1,624,648.0,0.96,49.2,44.75,11.4,12.34,4.32,3.63,0.92,52.43,47.55,7349,13397,9138.96
116,0,203,203.51,259,256.75,237.44,1374,1835.0,0.75,104.55,87.89,10.44,19.72,10.01,4.46,0.26,14.97,13.64,7141,13894,8815.25
117,0,1008,1008.83,269,269.71,169.48,967,1034.0,0.94,73.06,66.38,11.66,13.05,6.26,5.09,2.1,120.43,121.95,7190,12508,8536.82
118,0,1183,1183.81,249,249.74,150.57,830,895.0,0.93,64.29,58.15,12.37,12.75,5.2,4.56,0.27,15.33,14.98,7119,12160,8564.15
119,0,1124,1124.52,266,266.77,148.21,855,880.0,0.97,66.6,60.79,12.04,12.58,5.53,4.83,0.85,48.65,45.65,7231,11764,8498.11
121,0,69,69.77,258,258.71,143.05,731,796.0,0.92,61.47,55.14,11.7,11.98,5.25,4.6,0.38,21.97,21.47,7632,14398,9602.39
122,0,1916,1915.97,256,256.76,159.15,888,981.0,0.91,68.45,62.13,11.18,13.1,6.12,4.74,2.94,168.2,167.07,7124,14193,8970.3
123,0,1871,1870.94,267,267.5,170.41,966,1056.0,0.91,73.36,65.94,11.18,13.38,6.56,4.93,2.66,152.39,152.6,6997,14839,9051.46
125,0,1213,1213.1,273,273.98,130.12,699,751.0,0.93,54.2,48.79,12.53,12.71,4.33,3.84,0.52,29.88,27.57,7346,13822,9078.63
126,0,1942,1942.36,287,287.57,217.76,1226,1336.0,0.92,95.88,88.02,10.3,12.75,9.31,6.9,2.62,149.96,149.91,7402,14384,9540.51
127,0,1977,1977.53,283,282.93,158.51,910,979.0,0.93,68.0,60.97,12.53,13.41,5.43,4.55,2.65,151.93,152.01,7308,13309,8914.82
128,0,1235,1235.47,286,286.69,115.78,571,613.0,0.93,48.37,43.72,11.66,11.62,4.15,3.76,1.05,60.26,56.16,7743,14037,9477.88
129,0,115,115.71,284,284.86,167.5,916,1049.0,0.87,73.01,64.82,12.37,13.5,5.9,4.8,0.24,13.47,10.91,7643,15031,9831.98
130,0,150,150.29,291,291.94,167.78,871,947.0,0.92,73.05,65.61,10.44,11.84,7.0,5.54,0.33,19.18,19.94,7720,15097,9996.72
131,0,1896,1896.0,292,292.47,173.3,974,1076.0,0.91,74.33,66.87,11.4,13.28,6.52,5.03,2.84,162.78,162.57,7488,14513,9538.67
132,0,2023,2022.94,302,302.43,127.2,624,673.0,0.93,54.08,48.53,10.82,11.46,5.0,4.23,0.98,56.31,57.47,7637,14563,9761.15
134,0,179,179.74,294,294.57,156.37,795,864.0,0.92,66.48,60.84,11.7,11.79,5.68,5.16,0.37,21.16,21.79,7734,14081,9592.33
135,0,47,47.6,313,313.65,200.05,1120,1196.0,0.94,89.94,83.68,10.63,12.25,8.46,6.83,0.73,41.85,44.57,7996,15431,9962.62
136,0,213,214.05,297,297.51,197.2,1092,1193.0,0.92,85.73,78.55,12.65,12.69,6.78,6.19,0.3,16.96,17.08,7148,13743,8942.58
137,0,1235,1235.56,309,309.66,141.82,745,800.0,0.93,61.07,55.81,11.4,12.09,5.36,4.61,0.88,50.31,52.94,7319,13412,9160.72
138,0,1167,1167.53,302,302.23,128.37,675,721.0,0.94,54.2,48.86,12.53,12.35,4.33,3.96,0.52,29.88,31.33,7365,13760,8882.76
139,0,33,33.67,303,303.72,129.44,670,745.0,0.9,54.64,49.51,11.66,12.39,4.69,4.0,0.6,34.56,33.71,7642,15002,9966.55
140,0,1197,1197.24,304,304.98,127.3,666,709.0,0.94,52.84,47.52,12.53,12.4,4.22,3.83,0.51,29.48,27.11,7354,14029,9354.12
141,0,88,88.39,311,311.65,157.48,865,937.0,0.92,68.51,61.56,11.66,12.71,5.87,4.84,0.59,33.69,34.15,7725,14915,9665.55
142,0,1776,1776.67,311,311.61,147.58,820,863.0,0.95,63.25,57.78,13.04,12.73,4.85,4.54,0.61,34.7,34.18,7167,13153,8632.55
144,0,117,117.12,319,319.72,155.54,805,876.0,0.92,67.07,60.69,11.7,11.97,5.73,5.07,0.35,20.06,20.97,7749,15071,9961.1
145,0,408,408.81,317,317.13,137.74,712,761.0,0.94,57.27,52.55,12.17,12.05,4.71,4.36,2.93,167.91,164.23,7560,12803,8880.44
147,0,1838,1838.78,337,337.35,321.08,1853,2073.0,0.89,143.38,132.16,10.77,12.94,13.31,10.21,0.36,20.84,21.19,7058,14734,8800.49
148,0,1942,1943.15,322,322.58,177.64,992,1075.0,0.92,77.49,69.97,12.65,12.79,6.13,5.47,2.84,162.73,164.9,7153,14331,9077.85
149,0,364,364.07,331,331.38,124.61,654,686.0,0.95,53.54,47.83,11.66,12.0,4.59,3.98,2.14,122.8,124.2,7073,13048,8636.52
150,0,1150,1149.95,328,328.89,126.12,660,700.0,0.94,52.48,47.6,11.66,12.38,4.5,3.84,0.54,30.96,28.55,7183,12749,8719.87
151,0,419,419.78,334,334.46,242.99,1285,1495.0,0.86,107.28,98.1,10.44,12.42,10.28,7.9,2.86,163.76,162.13,7346,13520,9016.14
152,0,161,160.9,326,326.69,126.67,674,719.0,0.94,52.2,47.13,12.65,12.65,4.13,3.73,0.29,16.7,14.07,7360,14349,9121.77
154,0,36,36.39,342,341.9,150.31,749,831.0,0.9,65.95,59.73,10.63,11.46,6.2,5.21,0.71,40.7,42.91,8063,14261,9922.08
155,0,1789,1789.45,338,338.08,165.92,925,991.0,0.93,70.68,64.55,12.08,12.79,5.85,5.05,0.44,25.11,26.49,7137,13693,8918.79
156,0,461,461.65,333,333.66,133.64,698,756.0,0.92,54.63,50.04,12.08,12.64,4.52,3.96,2.73,156.25,158.33,7162,12879,8579.22
157,0,1724,1724.23,345,345.1,146.99,823,889.0,0.93,62.8,56.65,12.81,13.06,4.9,4.34,0.65,37.23,35.02,7169,12640,8570.77
159,0,110,110.76,338,338.04,128.43,671,723.0,0.93,53.6,48.76,12.37,12.28,4.33,3.97,0.24,14.04,12.18,7563,14431,9657.02
160,0,1219,1220.03,376,376.58,245.18,1415,1544.0,0.92,107.35,99.84,12.08,12.95,8.88,7.71,1.13,64.63,63.76,7167,13901,9073.44
161,0,1904,1904.12,347,347.01,131.98,707,754.0,0.94,54.41,49.46,12.65,12.76,4.3,3.87,2.84,162.9,160.46,7114,13066,8693.05
163,0,1975,1975.2,365,365.91,129.68,711,756.0,0.94,55.61,49.53,12.81,12.73,4.34,3.89,2.23,127.69,126.51,7240,13441,8927.94
164,0,1183,1182.87,399,399.28,241.87,1383,1601.0,0.86,106.23,95.9,11.18,13.81,9.5,6.95,1.17,67.3,66.92,7056,13141,8726.65
165,0,100,100.44,357,357.95,124.63,685,723.0,0.95,53.34,48.51,12.17,12.57,4.38,3.86,3.03,173.54,177.43,7144,13719,9088.39
166,0,394,394.89,373,373.73,125.1,673,710.0,0.95,52.7,47.8,11.66,12.41,4.52,3.85,2.15,123.39,127.0,7231,12172,8596.47
167,0,1728,1728.33,377,377.74,172.01,1000,1074.0,0.93,76.58,70.25,12.81,13.01,5.98,5.4,0.71,40.76,42.02,7205,12635,8659.91
168,0,1950,1950.87,367,367.89,119.88,625,662.0,0.94,49.4,44.53,13.04,12.3,3.79,3.62,2.59,148.24,152.25,7172,13019,8800.72
169,0,48,48.71,362,362.48,124.77,659,704.0,0.94,53.46,47.96,12.17,12.18,4.39,3.94,0.13,7.52,8.03,7492,14769,9464.05
170,0,1236,1236.87,384,384.77,156.55,826,893.0,0.92,69.2,62.18,11.4,11.9,6.07,5.23,0.92,52.63,52.06,7074,13635,9064.82
172,0,105,105.5,385,385.88,144.65,797,842.0,0.95,64.03,56.64,12.81,12.36,5.0,4.58,0.67,38.66,39.08,7243,13564,8768.78
174,0,53,53.01,384,384.23,109.44,575,594.0,0.97,46.1,41.33,12.81,12.3,3.6,3.36,0.86,49.4,43.43,7522,14640,9443.13
176,0,459,459.1,383,383.26,177.25,989,1094.0,0.9,78.26,70.74,11.18,12.79,7.0,5.53,2.96,169.7,170.84,7172,13346,8812.57
177,0,528,528.4,396,396.51,129.58,718,760.0,0.94,55.61,50.35,11.4,12.73,4.88,3.95,0.66,37.69,41.47,7228,13911,8996.01
178,0,579,580.21,405,405.2,176.94,1019,1172.0,0.87,78.75,69.77,12.81,14.24,6.15,4.9,2.44,139.64,137.78,7218,12527,8678.71
179,0,624,624.82,408,408.18,135.11,755,806.0,0.94,58.31,52.75,12.17,12.75,4.79,4.14,1.67,95.91,94.54,6989,11710,8402.77
180,0,501,501.1,398,398.46,124.12,627,680.0,0.92,52.35,47.21,11.66,11.91,4.49,3.96,0.5,28.52,30.49,7512,14586,9283.3
181,0,1999,1999.75,412,412.87,130.81,678,728.0,0.93,54.12,49.12,11.4,12.28,4.75,4.0,1.85,106.09,109.25,7084,12201,8611.22
183,0,256,255.98,412,412.38,149.1,797,851.0,0.94,62.65,57.58,12.53,12.42,5.0,4.63,0.5,28.61,29.51,7201,11521,8387.97
184,0,1607,1607.45,401,401.57,146.04,833,861.0,0.97,64.28,59.06,13.15,12.44,4.89,4.75,0.09,5.36,1.31,7013,11988,8358.2
185,0,1669,1669.36,402,403.25,140.53,806,885.0,0.91,60.02,54.33,13.15,13.61,4.56,3.99,2.96,169.44,173.86,7179,12657,8551.18
186,0,19,19.85,415,415.05,115.1,580,619.0,0.94,48.92,44.18,12.81,11.68,3.82,3.78,0.86,49.14,45.13,7587,14528,9457.06
187,0,54,54.63,421,421.56,151.04,861,915.0,0.94,66.6,60.37,12.04,12.78,5.53,4.72,0.72,41.35,43.75,7259,12680,8741.2
188,0,426,426.25,417,416.76,181.78,984,1100.0,0.89,78.75,70.9,10.44,12.88,7.54,5.51,0.31,17.74,17.52,7074,14130,8810.75
189,0,1253,1253.32,434,433.98,148.57,766,832.0,0.92,63.79,57.77,11.18,11.97,5.71,4.83,1.81,103.6,105.35,7312,13336,9038.18
190,0,456,456.8,424,424.3,122.71,621,664.0,0.94,51.48,46.48,11.18,11.91,4.6,3.9,0.51,29.05,28.76,7809,14467,9701.04
191,0,1637,1636.96,435,435.32,143.72,783,841.0,0.93,63.89,57.55,11.4,12.33,5.6,4.67,0.87,50.08,47.96,7152,13117,8546.61
192,0,485,485.69,426,426.8,124.12,621,666.0,0.93,51.89,46.6,12.08,11.86,4.29,3.93,0.44,25.08,26.27,8016,15137,10098.83
194,0,550,550.79,432,433.0,125.64,657,701.0,0.94,51.89,46.88,12.08,12.48,4.29,3.76,2.7,154.92,155.76,7504,14993,9428.46
195,0,204,204.11,445,445.12,142.41,795,854.0,0.93,61.4,55.59,11.4,12.79,5.39,4.34,0.65,37.06,36.92,7175,11562,8389.3
196,0,1210,1210.81,445,445.39,153.1,825,898.0,0.92,65.37,58.83,12.53,12.62,5.22,4.66,2.63,150.69,151.95,7415,13368,8939.67
197,0,561,561.35,455,455.42,242.21,1284,1494.0,0.86,106.62,97.86,8.54,12.45,12.48,7.86,2.74,156.8,156.86,7611,14564,9660.45
198,0,1247,1247.75,464,465.08,160.23,827,925.0,0.89,69.38,62.36,11.4,12.31,6.08,5.07,1.83,105.04,105.91,7442,13491,9160.64
200,0,511,511.87,446,446.89,128.71,627,677.0,0.93,54.71,49.49,10.3,11.28,5.31,4.39,2.6,149.22,152.11,8189,15325,10157.46
201,0,596,596.2,453,453.74,121.88,615,673.0,0.91,50.12,45.6,11.66,12.25,4.3,3.72,2.64,151.39,152.71,7415,14424,9121.96
202,0,442,442.33,447,447.45,118.28,625,654.0,0.96,50.25,45.57,12.17,12.15,4.13,3.75,0.1,5.71,1.5,7123,14096,9152.2
203,0,493,493.05,453,453.98,122.33,563,607.0,0.93,51.26,46.68,10.44,10.88,4.91,4.29,2.78,159.44,161.4,8062,15373,10214.86
204,0,821,821.03,470,471.08,131.64,684,732.0,0.93,55.03,49.54,12.65,12.27,4.35,4.04,1.24,70.91,68.58,6999,11554,8374.74
205,0,663,663.08,475,475.32,137.36,739,795.0,0.93,58.86,53.31,12.17,12.42,4.84,4.29,1.4,80.22,82.04,7173,13124,8751.07
206,0,558,558.91,472,472.12,127.78,631,692.0,0.91,53.54,48.63,10.82,11.83,4.95,4.11,2.57,147.2,149.22,7500,15111,9843.92
207,0,488,488.73,468,468.0,109.5,514,548.0,0.94,45.88,40.63,11.7,11.14,3.92,3.65,2.79,159.59,160.57,7668,14954,9731.84
208,0,1167,1167.32,508,508.26,247.42,1444,1596.0,0.9,108.71,100.23,10.3,13.2,10.56,7.59,1.08,62.02,63.25,7100,11826,8507.6
209,0,488,488.58,481,480.48,208.51,1113,1292.0,0.86,91.08,81.94,10.44,13.28,8.72,6.17,2.81,160.77,161.27,7154,13404,9073.13
210,0,1268,1268.43,498,498.76,153.25,813,899.0,0.9,66.61,60.0,12.17,12.3,5.48,4.88,1.71,97.77,98.56,7247,12784,8820.16
211,0,534,533.97,479,479.21,113.01,565,601.0,0.94,48.08,42.73,11.7,11.62,4.11,3.68,2.85,163.07,166.26,7447,14858,9665.14
212,0,640,640.32,500,500.45,127.88,654,705.0,0.93,53.34,48.28,11.66,12.08,4.57,4.0,1.04,59.59,62.87,7351,13002,8950.31
213,0,621,622.02,502,502.5,133.44,692,749.0,0.92,57.14,51.54,10.82,12.08,5.28,4.27,1.0,57.14,58.03,7335,13078,9031.96
214,0,580,580.37,494,494.52,121.54,635,682.0,0.93,50.77,45.93,12.21,12.35,4.16,3.72,0.56,32.12,31.11,7398,14356,9381.7
215,0,140,140.07,499,499.97,128.17,686,718.0,0.96,55.22,49.83,12.21,12.16,4.52,4.1,2.52,144.58,141.19,7074,11869,8415.29
216,0,1540,1540.75,513,513.78,149.36,845,921.0,0.92,65.49,59.4,12.17,12.96,5.38,4.58,1.69,97.02,94.94,7026,11633,8315.12
217,0,709,709.9,502,502.76,124.02,695,732.0,0.95,52.2,46.57,13.6,13.13,3.84,3.55,2.51,143.57,144.11,7172,11728,8372.02
218,0,1351,1351.98,512,512.51,159.87,895,968.0,0.92,71.06,64.93,11.4,12.53,6.23,5.18,0.89,50.71,48.35,7084,13623,8609.96
