IDs,Frame,Center_position_x_MICRON,Ellipse_center_x_MICRON,Center_position_y_MICRON,Ellipse_center_y_MICRON,Perimeter_MICRON,Surface_area_MICRON^2,Convex_hull_area_MICRON^2,Solidity,Length_MICRON,Ellipse_major_axis_MICRON,Width_MICRON,Ellipse_minor_axis_MICRON,Aspect_ratio,Ellipse_aspect_ratio,Angle_to_x+_axis_RAD,Angle_to_x+_axis_DEG,Ellipse_Angle_DEG,Min_intensity,Max_intensity,Mean_intensity
63,0,81.58,81.58,9.1,9.12,10.03,3.71,3.94,0.94,4.33,3.93,0.83,0.84,5.2,4.69,2.52,144.16,143.67,7300,14116,9055.81
64,0,61.82,61.86,9.43,9.47,8.75,2.96,3.19,0.93,3.76,3.34,0.76,0.78,4.94,4.25,1.25,71.88,72.2,7235,13337,8846.13
65,0,31.33,31.37,9.36,9.43,8.51,2.86,3.08,0.93,3.64,3.33,0.7,0.78,5.18,4.26,0.96,55.18,51.71,7479,13817,9343.64
66,0,21.06,21.12,9.29,9.31,15.92,5.72,6.45,0.89,6.97,6.44,0.62,0.84,11.3,7.7,0.34,19.62,18.45,7276,12737,8822.75
67,0,78.26,78.32,10.34,10.38,11.45,3.96,4.36,0.91,5.05,4.58,0.7,0.79,7.18,5.79,2.17,124.51,124.31,7286,14995,9264.3
68,0,89.44,89.47,9.55,9.6,14.1,5.18,5.65,0.92,6.17,5.67,0.62,0.84,10.01,6.79,0.36,20.34,20.24,7320,13787,9062.91
69,0,24.57,24.58,10.27,10.31,9.18,3.19,3.44,0.93,3.88,3.47,0.84,0.82,4.59,4.24,1.17,67.31,68.34,7128,12478,8525.28
71,0,32.56,32.61,9.55,9.61,7.15,2.51,2.6,0.97,3.04,2.7,0.87,0.81,3.48,3.34,0.72,41.53,41.46,7347,13892,9109.77
72,0,64.61,64.59,11.7,11.72,14.79,5.28,6.15,0.86,6.48,5.89,0.62,0.86,10.5,6.87,1.91,109.34,108.63,7382,15267,9233.74
73,0,56.36,56.41,10.08,10.09,6.77,2.22,2.34,0.95,2.8,2.46,0.76,0.78,3.68,3.14,1.95,111.8,110.86,7063,13117,8790.63
74,0,63.57,63.59,11.63,11.65,13.88,4.71,5.46,0.86,6.11,5.48,0.68,0.82,9.0,6.7,1.93,110.56,110.39,7667,15596,9676.58
75,0,128.44,128.49,11.05,11.08,9.58,3.34,3.6,0.93,4.1,3.68,0.79,0.81,5.22,4.52,1.13,64.65,62.47,7348,12667,8838.3
76,0,80.14,80.2,11.05,11.05,10.6,3.68,4.07,0.9,4.71,4.21,0.74,0.81,6.36,5.17,2.45,140.6,138.76,7561,14945,9707.52
78,0,14.43,14.46,10.46,10.48,15.32,5.69,6.19,0.92,6.86,6.32,0.66,0.82,10.35,7.73,0.17,9.82,9.53,7153,12904,8620.77
79,0,8.19,8.22,10.92,10.99,10.39,3.8,4.1,0.93,4.45,4.0,0.81,0.85,5.47,4.68,0.5,28.81,28.03,7074,11675,8360.03
80,0,129.87,129.87,11.44,11.45,9.15,3.24,3.41,0.95,3.91,3.53,0.76,0.81,5.16,4.34,1.01,57.89,56.38,7018,13652,8925.46
81,0,55.64,55.7,11.7,11.75,8.52,2.97,3.18,0.93,3.69,3.33,0.79,0.79,4.66,4.21,1.73,99.13,95.79,7378,13465,8990.3
82,0,85.34,85.36,11.12,11.14,10.15,3.7,3.98,0.93,4.32,3.93,0.82,0.85,5.25,4.62,2.82,161.57,162.58,7339,13909,9193.94
83,0,112.91,112.94,11.77,11.77,6.84,2.35,2.43,0.97,2.84,2.56,0.85,0.8,3.33,3.19,1.39,79.46,88.06,7264,12514,8754.26
84,0,15.41,15.44,11.57,11.61,12.89,4.68,5.1,0.92,5.65,5.15,0.76,0.82,7.43,6.26,0.3,17.39,16.85,7303,13610,9028.27
85,0,82.88,82.93,12.22,12.23,10.7,3.8,4.01,0.95,4.76,4.31,0.74,0.78,6.42,5.53,2.46,141.1,140.53,7654,15081,9700.76
87,0,29.05,29.09,12.16,12.17,8.51,3.03,3.19,0.95,3.64,3.32,0.85,0.81,4.3,4.1,0.96,55.18,51.64,7142,11742,8542.65
88,0,63.18,63.23,13.13,13.14,12.06,4.2,4.63,0.91,5.24,4.73,0.7,0.81,7.49,5.86,1.98,113.39,114.17,7240,14047,9364.74
90,0,57.07,57.13,12.68,12.7,7.09,2.45,2.61,0.94,2.97,2.62,0.92,0.81,3.23,3.24,1.39,79.92,82.45,7446,13406,9261.63
91,0,73.25,73.27,13.39,13.4,9.77,3.56,3.82,0.93,4.31,3.9,0.78,0.81,5.5,4.81,1.48,84.81,87.2,7102,11844,8491.19
92,0,111.87,111.85,13.65,13.7,10.83,3.94,4.38,0.9,4.76,4.27,0.73,0.85,6.54,5.02,1.39,79.77,81.36,7078,12674,8624.25
93,0,86.45,86.5,12.74,12.77,14.51,5.4,5.98,0.9,6.37,5.75,0.76,0.86,8.38,6.65,2.82,161.57,160.79,7083,14191,9052.71
96,0,59.02,59.05,13.2,13.22,7.25,2.35,2.51,0.94,3.01,2.67,0.82,0.77,3.66,3.45,2.77,158.43,158.82,7407,13023,8944.37
97,0,79.43,79.49,13.39,13.43,9.45,3.44,3.67,0.94,3.97,3.58,0.88,0.85,4.49,4.21,2.83,161.86,162.28,7142,13159,8664.01
98,0,14.24,14.27,13.46,13.49,8.15,2.83,3.05,0.93,3.41,3.09,0.79,0.81,4.31,3.8,3.01,172.33,172.18,7148,13224,8718.73
99,0,26.07,26.06,15.47,15.52,13.2,4.75,5.35,0.89,5.73,5.2,0.73,0.86,7.88,6.03,1.09,62.27,62.09,7146,12063,8598.32
100,0,69.75,69.81,14.88,14.91,10.73,3.95,4.55,0.87,4.7,4.13,0.78,0.94,6.0,4.41,2.3,131.63,133.0,7142,12025,8518.09
101,0,21.52,21.55,13.78,13.78,9.04,3.14,3.38,0.93,3.85,3.49,0.79,0.8,4.87,4.37,0.2,11.69,9.58,7271,11618,8504.77
102,0,83.14,83.14,13.91,13.95,9.16,3.21,3.48,0.92,3.89,3.51,0.8,0.82,4.84,4.27,2.89,165.5,165.87,7370,14520,9281.04
103,0,59.09,59.13,14.3,14.33,8.5,2.83,3.02,0.94,3.58,3.22,0.76,0.77,4.71,4.16,2.75,157.62,155.43,7395,13272,9073.5
104,0,20.35,20.61,15.54,15.38,21.63,8.31,12.04,0.69,9.53,8.07,0.82,1.56,11.59,5.18,2.87,164.16,160.92,7113,12041,8547.64
105,0,55.77,55.82,15.28,15.32,8.25,3.0,3.13,0.96,3.6,3.23,0.85,0.82,4.21,3.96,1.46,83.77,87.18,7320,13513,8638.08
106,0,4.42,4.45,14.62,14.68,7.82,2.75,2.9,0.95,3.26,2.9,0.9,0.84,3.61,3.46,0.5,28.61,31.55,7117,12324,8514.81
107,0,8.26,8.32,14.88,14.91,10.37,3.64,4.0,0.91,4.42,4.03,0.76,0.82,5.83,4.89,0.58,32.99,30.23,7153,13559,8729.66
108,0,61.36,61.4,14.76,14.8,6.62,2.27,2.32,0.98,2.81,2.5,0.83,0.79,3.38,3.16,2.27,130.31,134.19,7103,11838,8597.97
109,0,68.12,68.18,15.99,16.03,11.12,3.85,4.33,0.89,4.8,4.33,0.7,0.83,6.85,5.21,2.0,114.83,115.16,7040,12070,8565.0
112,0,82.16,82.23,16.12,16.12,7.53,2.49,2.62,0.95,3.23,2.94,0.74,0.76,4.36,3.89,0.87,49.9,48.07,7550,14453,9231.07
114,0,82.88,82.89,16.9,16.91,9.75,3.4,3.61,0.94,4.32,3.93,0.74,0.78,5.88,5.04,0.81,46.22,48.12,7363,13548,9039.74
115,0,1.95,2.0,16.64,16.68,7.48,2.64,2.74,0.96,3.2,2.91,0.74,0.8,4.32,3.63,0.92,52.43,47.55,7349,13397,9138.96
116,0,13.2,13.23,16.84,16.69,15.43,5.81,7.75,0.75,6.8,5.71,0.68,1.28,10.01,4.46,0.26,14.97,13.64,7141,13894,8815.25
117,0,65.52,65.57,17.48,17.53,11.02,4.09,4.37,0.94,4.75,4.31,0.76,0.85,6.26,5.09,2.1,120.43,121.95,7190,12508,8536.82
118,0,76.89,76.95,16.19,16.23,9.79,3.51,3.78,0.93,4.18,3.78,0.8,0.83,5.2,4.56,0.27,15.33,14.98,7119,12160,8564.15
119,0,73.06,73.09,17.29,17.34,9.63,3.61,3.72,0.97,4.33,3.95,0.78,0.82,5.53,4.83,0.85,48.65,45.65,7231,11764,8498.11
121,0,4.49,4.54,16.77,16.82,9.3,3.09,3.36,0.92,4.0,3.58,0.76,0.78,5.25,4.6,0.38,21.97,21.47,7632,14398,9602.39
122,0,124.54,124.54,16.64,16.69,10.34,3.75,4.14,0.91,4.45,4.04,0.73,0.85,6.12,4.74,2.94,168.2,167.07,7124,14193,8970.3
123,0,121.62,121.61,17.36,17.39,11.08,4.08,4.46,0.91,4.77,4.29,0.73,0.87,6.56,4.93,2.66,152.39,152.6,6997,14839,9051.46
125,0,78.84,78.85,17.75,17.81,8.46,2.95,3.17,0.93,3.52,3.17,0.81,0.83,4.33,3.84,0.52,29.88,27.57,7346,13822,9078.63
126,0,126.23,126.25,18.66,18.69,14.15,5.18,5.64,0.92,6.23,5.72,0.67,0.83,9.31,6.9,2.62,149.96,149.91,7402,14384,9540.51
127,0,128.5,128.54,18.39,18.39,10.3,3.84,4.14,0.93,4.42,3.96,0.81,0.87,5.43,4.55,2.65,151.93,152.01,7308,13309,8914.82
128,0,80.28,80.31,18.59,18.63,7.53,2.41,2.59,0.93,3.14,2.84,0.76,0.76,4.15,3.76,1.05,60.26,56.16,7743,14037,9477.88
129,0,7.48,7.52,18.46,18.52,10.89,3.87,4.43,0.87,4.75,4.21,0.8,0.88,5.9,4.8,0.24,13.47,10.91,7643,15031,9831.98
130,0,9.75,9.77,18.91,18.98,10.91,3.68,4.0,0.92,4.75,4.26,0.68,0.77,7.0,5.54,0.33,19.18,19.94,7720,15097,9996.72
131,0,123.24,123.24,18.98,19.01,11.26,4.12,4.55,0.91,4.83,4.35,0.74,0.86,6.52,5.03,2.84,162.78,162.57,7488,14513,9538.67
132,0,131.5,131.49,19.63,19.66,8.27,2.64,2.84,0.93,3.52,3.15,0.7,0.74,5.0,4.23,0.98,56.31,57.47,7637,14563,9761.15
134,0,11.63,11.68,19.11,19.15,10.16,3.36,3.65,0.92,4.32,3.95,0.76,0.77,5.68,5.16,0.37,21.16,21.79,7734,14081,9592.33
135,0,3.06,3.09,20.35,20.39,13.0,4.73,5.05,0.94,5.85,5.44,0.69,0.8,8.46,6.83,0.73,41.85,44.57,7996,15431,9962.62
136,0,13.85,13.91,19.3,19.34,12.82,4.61,5.04,0.92,5.57,5.11,0.82,0.82,6.78,6.19,0.3,16.96,17.08,7148,13743,8942.58
137,0,80.28,80.31,20.09,20.13,9.22,3.15,3.38,0.93,3.97,3.63,0.74,0.79,5.36,4.61,0.88,50.31,52.94,7319,13412,9160.72
138,0,75.86,75.89,19.63,19.64,8.34,2.85,3.05,0.94,3.52,3.18,0.81,0.8,4.33,3.96,0.52,29.88,31.33,7365,13760,8882.76
139,0,2.15,2.19,19.7,19.74,8.41,2.83,3.15,0.9,3.55,3.22,0.76,0.81,4.69,4.0,0.6,34.56,33.71,7642,15002,9966.55
140,0,77.81,77.82,19.76,19.82,8.27,2.81,3.0,0.94,3.43,3.09,0.81,0.81,4.22,3.83,0.51,29.48,27.11,7354,14029,9354.12
141,0,5.72,5.75,20.21,20.26,10.24,3.65,3.96,0.92,4.45,4.0,0.76,0.83,5.87,4.84,0.59,33.69,34.15,7725,14915,9665.55
142,0,115.44,115.48,20.21,20.25,9.59,3.46,3.65,0.95,4.11,3.76,0.85,0.83,4.85,4.54,0.61,34.7,34.18,7167,13153,8632.55
144,0,7.61,7.61,20.73,20.78,10.11,3.4,3.7,0.92,4.36,3.94,0.76,0.78,5.73,5.07,0.35,20.06,20.97,7749,15071,9961.1
145,0,26.52,26.57,20.61,20.61,8.95,3.01,3.22,0.94,3.72,3.42,0.79,0.78,4.71,4.36,2.93,167.91,164.23,7560,12803,8880.44
147,0,119.47,119.52,21.91,21.93,20.87,7.83,8.76,0.89,9.32,8.59,0.7,0.84,13.31,10.21,0.36,20.84,21.19,7058,14734,8800.49
148,0,126.23,126.3,20.93,20.97,11.55,4.19,4.54,0.92,5.04,4.55,0.82,0.83,6.13,5.47,2.84,162.73,164.9,7153,14331,9077.85
149,0,23.66,23.66,21.52,21.54,8.1,2.76,2.9,0.95,3.48,3.11,0.76,0.78,4.59,3.98,2.14,122.8,124.2,7073,13048,8636.52
150,0,74.75,74.75,21.32,21.38,8.2,2.79,2.96,0.94,3.41,3.09,0.76,0.8,4.5,3.84,0.54,30.96,28.55,7183,12749,8719.87
151,0,27.23,27.29,21.71,21.74,15.79,5.43,6.32,0.86,6.97,6.38,0.68,0.81,10.28,7.9,2.86,163.76,162.13,7346,13520,9016.14
152,0,10.46,10.46,21.19,21.23,8.23,2.85,3.04,0.94,3.39,3.06,0.82,0.82,4.13,3.73,0.29,16.7,14.07,7360,14349,9121.77
154,0,2.34,2.37,22.23,22.22,9.77,3.16,3.51,0.9,4.29,3.88,0.69,0.74,6.2,5.21,0.71,40.7,42.91,8063,14261,9922.08
155,0,116.29,116.31,21.97,21.98,10.78,3.91,4.19,0.93,4.59,4.2,0.79,0.83,5.85,5.05,0.44,25.11,26.49,7137,13693,8918.79
156,0,29.96,30.01,21.64,21.69,8.69,2.95,3.19,0.92,3.55,3.25,0.79,0.82,4.52,3.96,2.73,156.25,158.33,7162,12879,8579.22
157,0,112.06,112.07,22.43,22.43,9.55,3.48,3.76,0.93,4.08,3.68,0.83,0.85,4.9,4.34,0.65,37.23,35.02,7169,12640,8570.77
159,0,7.15,7.2,21.97,21.97,8.35,2.83,3.05,0.93,3.48,3.17,0.8,0.8,4.33,3.97,0.24,14.04,12.18,7563,14431,9657.02
160,0,79.23,79.3,24.44,24.48,15.94,5.98,6.52,0.92,6.98,6.49,0.79,0.84,8.88,7.71,1.13,64.63,63.76,7167,13901,9073.44
161,0,123.76,123.77,22.55,22.56,8.58,2.99,3.19,0.94,3.54,3.21,0.82,0.83,4.3,3.87,2.84,162.9,160.46,7114,13066,8693.05
163,0,128.38,128.39,23.73,23.78,8.43,3.0,3.19,0.94,3.61,3.22,0.83,0.83,4.34,3.89,2.23,127.69,126.51,7240,13441,8927.94
164,0,76.89,76.89,25.94,25.95,15.72,5.84,6.76,0.86,6.9,6.23,0.73,0.9,9.5,6.95,1.17,67.3,66.92,7056,13141,8726.65
165,0,6.5,6.53,23.21,23.27,8.1,2.89,3.05,0.95,3.47,3.15,0.79,0.82,4.38,3.86,3.03,173.54,177.43,7144,13719,9088.39
166,0,25.61,25.67,24.25,24.29,8.13,2.84,3.0,0.95,3.43,3.11,0.76,0.81,4.52,3.85,2.15,123.39,127.0,7231,12172,8596.47
167,0,112.32,112.34,24.51,24.55,11.18,4.23,4.54,0.93,4.98,4.57,0.83,0.85,5.98,5.4,0.71,40.76,42.02,7205,12635,8659.91
168,0,126.75,126.81,23.86,23.91,7.79,2.64,2.8,0.94,3.21,2.89,0.85,0.8,3.79,3.62,2.59,148.24,152.25,7172,13019,8800.72
169,0,3.12,3.17,23.53,23.56,8.11,2.78,2.97,0.94,3.47,3.12,0.79,0.79,4.39,3.94,0.13,7.52,8.03,7492,14769,9464.05
170,0,80.34,80.4,24.96,25.01,10.18,3.49,3.77,0.92,4.5,4.04,0.74,0.77,6.07,5.23,0.92,52.63,52.06,7074,13635,9064.82
172,0,6.83,6.86,25.03,25.08,9.4,3.37,3.56,0.95,4.16,3.68,0.83,0.8,5.0,4.58,0.67,38.66,39.08,7243,13564,8768.78
174,0,3.45,3.45,24.96,24.97,7.11,2.43,2.51,0.97,3.0,2.69,0.83,0.8,3.6,3.36,0.86,49.4,43.43,7522,14640,9443.13
176,0,29.84,29.84,24.89,24.91,11.52,4.18,4.62,0.9,5.09,4.6,0.73,0.83,7.0,5.53,2.96,169.7,170.84,7172,13346,8812.57
177,0,34.32,34.35,25.74,25.77,8.42,3.03,3.21,0.94,3.61,3.27,0.74,0.83,4.88,3.95,0.66,37.69,41.47,7228,13911,8996.01
178,0,37.63,37.71,26.32,26.34,11.5,4.31,4.95,0.87,5.12,4.54,0.83,0.93,6.15,4.9,2.44,139.64,137.78,7218,12527,8678.71
179,0,40.56,40.61,26.52,26.53,8.78,3.19,3.41,0.94,3.79,3.43,0.79,0.83,4.79,4.14,1.67,95.91,94.54,6989,11710,8402.77
180,0,32.56,32.57,25.87,25.9,8.07,2.65,2.87,0.92,3.4,3.07,0.76,0.77,4.49,3.96,0.5,28.52,30.49,7512,14586,9283.3
181,0,129.94,129.98,26.78,26.84,8.5,2.86,3.08,0.93,3.52,3.19,0.74,0.8,4.75,4.0,1.85,106.09,109.25,7084,12201,8611.22
183,0,16.64,16.64,26.78,26.8,9.69,3.37,3.6,0.94,4.07,3.74,0.81,0.81,5.0,4.63,0.5,28.61,29.51,7201,11521,8387.97
184,0,104.45,104.48,26.07,26.1,9.49,3.52,3.64,0.97,4.18,3.84,0.85,0.81,4.89,4.75,0.09,5.36,1.31,7013,11988,8358.2
185,0,108.48,108.51,26.13,26.21,9.13,3.41,3.74,0.91,3.9,3.53,0.85,0.88,4.56,3.99,2.96,169.44,173.86,7179,12657,8551.18
186,0,1.24,1.29,26.98,26.98,7.48,2.45,2.62,0.94,3.18,2.87,0.83,0.76,3.82,3.78,0.86,49.14,45.13,7587,14528,9457.06
187,0,3.51,3.55,27.37,27.4,9.82,3.64,3.87,0.94,4.33,3.92,0.78,0.83,5.53,4.72,0.72,41.35,43.75,7259,12680,8741.2
188,0,27.69,27.71,27.11,27.09,11.82,4.16,4.65,0.89,5.12,4.61,0.68,0.84,7.54,5.51,0.31,17.74,17.52,7074,14130,8810.75
189,0,81.45,81.47,28.21,28.21,9.66,3.24,3.52,0.92,4.15,3.76,0.73,0.78,5.71,4.83,1.81,103.6,105.35,7312,13336,9038.18
190,0,29.64,29.69,27.56,27.58,7.98,2.62,2.81,0.94,3.35,3.02,0.73,0.77,4.6,3.9,0.51,29.05,28.76,7809,14467,9701.04
191,0,106.41,106.4,28.28,28.3,9.34,3.31,3.55,0.93,4.15,3.74,0.74,0.8,5.6,4.67,0.87,50.08,47.96,7152,13117,8546.61
192,0,31.53,31.57,27.69,27.74,8.07,2.62,2.81,0.93,3.37,3.03,0.79,0.77,4.29,3.93,0.44,25.08,26.27,8016,15137,10098.83
194,0,35.75,35.8,28.08,28.14,8.17,2.78,2.96,0.94,3.37,3.05,0.79,0.81,4.29,3.76,2.7,154.92,155.76,7504,14993,9428.46
195,0,13.26,13.27,28.93,28.93,9.26,3.36,3.61,0.93,3.99,3.61,0.74,0.83,5.39,4.34,0.65,37.06,36.92,7175,11562,8389.3
196,0,78.65,78.7,28.93,28.95,9.95,3.49,3.79,0.92,4.25,3.82,0.81,0.82,5.22,4.66,2.63,150.69,151.95,7415,13368,8939.67
197,0,36.47,36.49,29.57,29.6,15.74,5.42,6.31,0.86,6.93,6.36,0.56,0.81,12.48,7.86,2.74,156.8,156.86,7611,14564,9660.45
198,0,81.06,81.1,30.16,30.23,10.41,3.49,3.91,0.89,4.51,4.05,0.74,0.8,6.08,5.07,1.83,105.04,105.91,7442,13491,9160.64
200,0,33.22,33.27,28.99,29.05,8.37,2.65,2.86,0.93,3.56,3.22,0.67,0.73,5.31,4.39,2.6,149.22,152.11,8189,15325,10157.46
201,0,38.74,38.75,29.45,29.49,7.92,2.6,2.84,0.91,3.26,2.96,0.76,0.8,4.3,3.72,2.64,151.39,152.71,7415,14424,9121.96
202,0,28.73,28.75,29.05,29.08,7.69,2.64,2.76,0.96,3.27,2.96,0.79,0.79,4.13,3.75,0.1,5.71,1.5,7123,14096,9152.2
203,0,32.05,32.05,29.45,29.51,7.95,2.38,2.56,0.93,3.33,3.03,0.68,0.71,4.91,4.29,2.78,159.44,161.4,8062,15373,10214.86
204,0,53.37,53.37,30.55,30.62,8.56,2.89,3.09,0.93,3.58,3.22,0.82,0.8,4.35,4.04,1.24,70.91,68.58,6999,11554,8374.74
205,0,43.09,43.1,30.88,30.9,8.93,3.12,3.36,0.93,3.83,3.47,0.79,0.81,4.84,4.29,1.4,80.22,82.04,7173,13124,8751.07
206,0,36.27,36.33,30.68,30.69,8.31,2.67,2.92,0.91,3.48,3.16,0.7,0.77,4.95,4.11,2.57,147.2,149.22,7500,15111,9843.92
207,0,31.72,31.77,30.42,30.42,7.12,2.17,2.32,0.94,2.98,2.64,0.76,0.72,3.92,3.65,2.79,159.59,160.57,7668,14954,9731.84
208,0,75.86,75.88,33.02,33.04,16.08,6.1,6.74,0.9,7.07,6.51,0.67,0.86,10.56,7.59,1.08,62.02,63.25,7100,11826,8507.6
