IDs,Frame,Center_position_x_MICRON,Ellipse_center_x_MICRON,Center_position_y_MICRON,Ellipse_center_y_MICRON,Perimeter_MICRON,Surface_area_MICRON^2,Convex_hull_area_MICRON^2,Solidity,Length_MICRON,Ellipse_major_axis_MICRON,Width_MICRON,Ellipse_minor_axis_MICRON,Aspect_ratio,Ellipse_aspect_ratio,Angle_to_x+_axis_RAD,Angle_to_x+_axis_DEG,Ellipse_Angle_DEG,Min_intensity,Max_intensity,Mean_intensity
450,0,65.39,65.4,30.94,30.94,9.95,3.4,3.7,0.92,4.26,3.84,0.73,0.8,5.86,4.81,2.93,167.66,166.73,8119,16256,10212.95
451,0,61.62,61.63,32.24,32.28,14.27,4.85,5.5,0.88,6.46,5.88,0.65,0.77,9.94,7.62,2.51,143.59,143.37,8273,16148,10705.06
452,0,52.98,53.03,31.07,31.1,8.47,2.88,3.14,0.92,3.52,3.19,0.74,0.82,4.75,3.92,2.86,163.91,162.83,7165,14101,9111.65
453,0,57.33,57.36,31.59,31.63,11.35,3.68,4.04,0.91,4.9,4.49,0.7,0.74,7.0,6.05,2.76,158.2,158.42,8228,16095,10389.29
454,0,60.39,60.38,32.44,32.49,12.99,4.48,5.23,0.86,5.83,5.19,0.56,0.85,10.42,6.12,2.47,141.34,139.83,8411,16365,10731.13
455,0,42.84,42.84,32.95,32.99,11.96,4.17,4.58,0.91,5.22,4.75,0.67,0.8,7.8,5.96,2.11,120.72,121.34,7119,12138,8699.25
456,0,78.33,78.38,32.7,32.69,9.6,3.33,3.56,0.94,4.1,3.71,0.81,0.8,5.04,4.64,2.08,119.41,118.84,7610,14866,9423.37
457,0,69.55,69.57,31.33,31.36,9.86,3.38,3.64,0.93,4.37,3.96,0.78,0.77,5.59,5.16,0.09,5.12,2.48,7752,15915,10254.23
458,0,63.18,63.22,32.44,32.48,10.53,3.55,3.85,0.92,4.64,4.21,0.65,0.76,7.14,5.56,2.5,142.97,143.44,8695,16646,10641.61
459,0,50.05,50.11,32.7,32.75,9.75,3.45,3.62,0.95,4.23,3.84,0.74,0.8,5.7,4.81,2.5,143.13,144.44,7414,14154,9127.07
460,0,56.29,56.31,32.11,32.12,8.03,2.48,2.67,0.93,3.34,3.03,0.73,0.72,4.6,4.2,2.91,166.5,164.17,8175,14946,10263.42
461,0,49.2,49.24,33.22,33.23,10.87,3.71,4.09,0.91,4.8,4.37,0.74,0.78,6.48,5.58,2.45,140.49,138.33,7478,14658,9438.86
462,0,53.37,53.38,32.63,32.66,8.87,3.24,3.41,0.95,3.77,3.35,0.88,0.85,4.26,3.96,2.52,144.12,145.2,7462,14857,9508.32
463,0,35.55,35.63,32.3,32.34,14.19,5.44,6.14,0.89,6.35,5.74,0.73,0.89,8.74,6.41,0.19,10.62,8.47,7066,12274,8424.97
464,0,72.22,72.27,31.98,32.0,8.14,2.71,2.88,0.94,3.52,3.2,0.78,0.74,4.51,4.3,3.07,175.76,1.34,7931,15239,10306.42
465,0,48.36,48.37,34.58,34.58,14.95,4.85,5.5,0.88,6.63,6.09,0.58,0.74,11.4,8.28,2.06,118.07,118.18,7171,15513,9547.61
466,0,67.41,67.43,32.24,32.26,7.16,2.12,2.32,0.91,3.0,2.68,0.62,0.72,4.87,3.75,2.83,162.35,167.03,8436,16025,10537.78
467,0,75.86,75.87,32.5,32.52,8.85,3.07,3.28,0.94,3.77,3.39,0.82,0.8,4.58,4.24,2.88,165.0,166.32,7540,15230,9971.1
468,0,65.39,65.42,32.5,32.55,7.88,2.44,2.65,0.92,3.31,2.98,0.8,0.72,4.12,4.14,2.86,164.05,165.33,8544,15810,10533.03
469,0,42.58,42.64,34.32,34.33,11.48,4.0,4.35,0.92,5.03,4.59,0.7,0.79,7.15,5.82,2.14,122.87,122.04,7333,13087,8880.1
470,0,55.84,55.84,32.83,32.84,7.66,2.37,2.57,0.92,3.25,2.92,0.66,0.72,4.9,4.04,2.86,163.74,165.77,8095,15577,10302.1
471,0,70.33,70.33,32.63,32.69,7.56,2.43,2.61,0.93,3.2,2.9,0.73,0.75,4.4,3.88,2.92,167.09,172.33,8368,15855,10498.37
472,0,73.97,73.97,32.95,33.02,9.0,2.91,3.13,0.93,3.95,3.57,0.73,0.73,5.44,4.92,2.98,170.54,171.0,8380,15708,10575.91
473,0,68.38,68.42,33.61,33.65,7.39,2.36,2.52,0.94,3.11,2.78,0.76,0.75,4.11,3.73,2.64,151.29,152.07,7955,15866,10328.3
474,0,120.25,120.28,34.38,34.41,7.76,2.83,2.96,0.95,3.33,2.98,0.85,0.83,3.92,3.6,1.65,94.48,90.88,7066,13050,8667.8
475,0,58.96,58.99,33.15,33.2,7.37,2.41,2.51,0.96,3.14,2.85,0.72,0.75,4.37,3.83,0.1,5.95,179.88,8273,15818,10715.35
476,0,67.73,67.8,34.32,34.42,13.72,4.34,5.32,0.82,5.99,5.29,0.56,0.84,10.78,6.26,2.69,154.27,154.49,8718,16628,10886.7
477,0,71.44,71.5,33.61,33.63,10.89,3.66,4.0,0.91,4.82,4.45,0.79,0.74,6.09,6.0,2.97,169.9,172.25,8303,16212,10644.91
478,0,37.7,37.74,34.32,34.39,6.45,2.14,2.26,0.94,2.62,2.35,0.88,0.8,2.96,2.94,1.82,104.38,95.41,7241,11764,8502.7
479,0,56.36,56.4,34.65,34.67,8.38,2.98,3.13,0.95,3.68,3.3,0.74,0.8,5.01,4.11,2.31,132.14,135.18,7869,15759,10054.8
480,0,76.38,76.4,34.12,34.16,11.21,3.9,4.21,0.93,5.01,4.58,0.79,0.76,6.34,6.03,2.97,170.29,172.59,8034,15232,10131.13
481,0,29.9,29.91,35.04,35.06,7.92,2.7,2.86,0.94,3.32,2.98,0.76,0.8,4.38,3.71,2.1,120.58,122.98,6984,11387,8357.4
482,0,54.6,54.62,35.49,35.53,10.73,3.83,4.14,0.93,4.73,4.3,0.65,0.81,7.28,5.3,2.22,127.18,128.45,7761,14935,9705.3
483,0,57.79,57.85,34.97,34.98,8.38,2.69,2.85,0.94,3.72,3.34,0.64,0.72,5.79,4.65,2.37,135.71,134.67,8585,15876,10617.41
484,0,58.96,59.0,34.77,34.84,8.28,2.67,2.86,0.93,3.61,3.25,0.65,0.73,5.56,4.44,2.48,142.31,141.27,8537,16092,10611.56
485,0,62.14,62.16,35.3,35.35,11.42,3.92,4.25,0.92,5.09,4.69,0.65,0.76,7.82,6.15,2.46,141.23,140.33,8201,16889,10719.23
486,0,60.84,60.89,35.36,35.37,11.5,3.9,4.17,0.94,5.18,4.71,0.65,0.75,7.96,6.29,2.46,141.12,140.18,8627,16450,10848.13
487,0,53.23,53.27,35.3,35.33,9.56,3.39,3.58,0.95,4.23,3.82,0.74,0.8,5.76,4.75,2.31,132.51,134.39,7726,15175,9917.67
488,0,48.75,48.71,37.05,37.12,16.24,5.36,6.59,0.81,7.19,6.45,0.61,0.85,11.72,7.56,2.07,118.65,117.96,7394,15927,10170.3
489,0,121.55,121.6,35.81,35.82,8.81,3.03,3.23,0.94,3.74,3.38,0.8,0.79,4.65,4.25,1.34,76.93,76.52,7088,13631,8888.88
490,0,66.11,66.1,35.62,35.63,10.25,3.41,3.69,0.92,4.65,4.16,0.65,0.74,7.16,5.61,2.43,138.96,138.29,8666,16385,10930.37
491,0,67.67,67.73,35.88,35.89,11.4,3.88,4.26,0.91,5.17,4.63,0.74,0.78,6.97,5.96,2.45,140.1,138.54,8532,16798,10891.9
492,0,65.59,65.62,36.2,36.27,13.56,4.67,5.08,0.92,6.23,5.69,0.65,0.75,9.58,7.61,2.44,139.66,139.02,8860,15720,10956.87
493,0,72.09,72.1,34.65,34.66,10.82,3.68,4.09,0.9,4.82,4.43,0.58,0.77,8.23,5.79,3.09,176.91,179.89,8619,16795,10867.9
495,0,64.35,64.37,36.2,36.22,11.29,3.83,4.15,0.92,5.13,4.66,0.74,0.75,6.92,6.22,2.45,140.66,139.35,8449,15690,10932.0
496,0,76.96,76.99,35.04,35.07,10.73,3.7,4.15,0.89,4.76,4.31,0.65,0.79,7.32,5.45,3.06,175.3,174.26,7919,15270,10318.91
497,0,50.96,50.99,36.14,36.17,8.43,2.63,2.94,0.9,3.59,3.24,0.56,0.75,6.42,4.32,2.19,125.42,124.74,8018,15031,10215.58
498,0,69.09,69.12,36.08,36.1,9.36,3.1,3.33,0.93,4.15,3.74,0.65,0.75,6.39,5.01,2.44,140.08,140.88,8646,16082,11006.2
499,0,52.98,53.02,36.4,36.44,11.61,4.0,4.37,0.92,5.16,4.69,0.65,0.78,7.94,6.02,2.51,143.71,143.33,8059,15804,10275.8
500,0,45.89,45.92,37.18,37.24,12.19,4.48,4.95,0.91,5.36,4.85,0.79,0.85,6.75,5.71,2.19,125.62,125.12,7264,13651,8779.42
501,0,72.15,72.16,35.49,35.53,7.8,2.45,2.67,0.92,3.38,3.01,0.65,0.74,5.2,4.07,0.04,2.2,177.27,8295,15393,10553.65
502,0,75.47,75.47,35.69,35.73,7.67,2.43,2.58,0.94,3.34,3.04,0.73,0.71,4.59,4.29,3.02,173.29,175.72,8271,16174,10592.07
503,0,37.96,38.0,36.92,36.97,6.72,2.22,2.34,0.95,2.76,2.47,0.8,0.79,3.43,3.14,1.83,105.02,98.57,7103,11340,8378.89
504,0,50.7,50.75,37.38,37.41,8.75,2.63,2.91,0.9,3.78,3.42,0.64,0.69,5.9,4.93,2.03,116.57,118.34,8064,16078,10610.83
505,0,57.52,57.58,37.38,37.4,9.09,3.11,3.35,0.93,3.89,3.51,0.79,0.8,4.91,4.41,2.15,123.42,122.81,7883,16171,10188.44
506,0,40.5,40.51,36.98,37.0,7.43,2.65,2.77,0.96,3.16,2.85,0.88,0.82,3.57,3.47,2.5,143.37,138.43,7127,11725,8403.57
507,0,48.43,48.39,38.61,38.7,13.85,4.84,5.76,0.84,6.1,5.39,0.68,0.91,9.0,5.94,1.9,108.63,108.7,7619,16207,9818.13
508,0,61.62,61.67,37.18,37.2,8.04,2.61,2.81,0.93,3.45,3.09,0.74,0.75,4.69,4.13,2.4,137.29,133.08,8619,16663,10772.21
509,0,72.34,72.35,36.34,36.34,9.65,3.07,3.39,0.91,4.24,3.86,0.65,0.74,6.5,5.25,3.05,174.73,177.53,8628,16093,10906.93
510,0,82.42,82.42,37.18,37.24,8.03,2.86,3.01,0.95,3.45,3.14,0.78,0.81,4.41,3.87,0.85,48.81,46.42,7034,13156,8684.78
511,0,58.63,58.69,37.51,37.52,8.29,2.61,2.8,0.93,3.52,3.15,0.79,0.73,4.48,4.33,2.01,115.14,117.51,8137,16242,10561.3
512,0,60.58,60.64,37.31,37.33,8.42,2.8,3.05,0.92,3.64,3.3,0.69,0.76,5.27,4.32,2.42,138.62,134.61,8427,16249,10724.23
513,0,120.19,120.21,37.7,37.76,7.99,2.77,2.94,0.94,3.45,3.09,0.78,0.79,4.43,3.91,1.65,94.32,92.63,7418,13328,9062.92
514,0,76.83,76.9,36.53,36.56,6.33,2.04,2.16,0.95,2.68,2.36,0.72,0.76,3.73,3.11,0.1,5.57,2.24,8694,16895,10648.95
515,0,79.5,79.5,36.66,36.71,6.43,2.2,2.3,0.96,2.64,2.36,0.79,0.81,3.34,2.9,2.97,170.07,173.08,7164,14444,9382.19
516,0,31.72,31.75,37.83,37.85,8.23,2.84,3.0,0.95,3.41,3.11,0.76,0.81,4.5,3.83,2.11,120.96,121.93,7114,11250,8321.72
517,0,60.45,60.44,39.45,39.52,14.3,4.77,5.85,0.82,6.32,5.46,0.5,0.91,12.76,6.03,1.98,113.66,112.82,8649,16106,10810.47
518,0,55.38,55.51,41.6,41.65,25.77,9.16,11.97,0.76,11.83,10.28,0.7,1.01,16.83,10.16,2.19,125.61,124.94,8073,16732,10655.92
519,0,72.73,72.73,37.12,37.14,8.99,2.91,3.22,0.9,3.97,3.62,0.65,0.74,6.11,4.86,3.08,176.25,179.49,8544,15937,10856.18
520,0,63.51,63.51,39.91,39.95,13.88,4.8,5.33,0.9,6.21,5.71,0.73,0.76,8.54,7.55,1.68,96.01,95.47,8074,16091,10392.43
521,0,76.7,76.74,37.31,37.36,9.39,3.11,3.41,0.91,4.1,3.71,0.65,0.76,6.3,4.9,3.11,178.18,179.45,8227,15958,10493.06
522,0,65.78,65.79,38.55,38.57,10.31,3.52,3.92,0.9,4.61,4.09,0.69,0.8,6.67,5.1,2.44,139.57,140.3,8658,15554,10747.96
523,0,57.4,57.44,39.07,39.11,10.83,3.62,3.87,0.93,4.78,4.3,0.76,0.75,6.31,5.72,2.11,121.1,121.29,7983,16872,10498.27
524,0,70.0,70.03,39.13,39.18,13.07,4.5,5.14,0.88,5.8,5.21,0.55,0.82,10.51,6.37,2.4,137.73,138.9,8530,16551,10720.0
525,0,6.57,6.6,38.8,38.84,8.21,2.94,3.11,0.95,3.45,3.09,0.79,0.84,4.34,3.69,0.95,54.21,54.99,7311,11582,8473.28
526,0,77.74,77.76,38.02,38.03,13.25,4.51,5.25,0.86,6.0,5.34,0.72,0.83,8.35,6.44,0.08,4.35,3.34,7568,15728,10266.15
527,0,72.02,72.05,37.96,38.01,11.67,3.74,4.25,0.88,5.21,4.75,0.58,0.76,8.91,6.23,3.08,176.42,179.11,8820,16200,11020.79
528,0,84.37,84.41,38.8,38.84,10.26,3.53,3.81,0.93,4.37,3.99,0.76,0.79,5.77,5.07,0.53,30.38,27.73,7153,13320,8754.55
529,0,121.09,121.11,39.45,39.47,8.23,2.88,2.99,0.96,3.59,3.25,0.79,0.78,4.54,4.15,1.66,95.19,91.98,7096,12306,8793.34
530,0,50.64,50.64,39.13,39.14,7.38,2.16,2.35,0.92,3.12,2.8,0.7,0.69,4.45,4.03,1.98,113.36,111.0,8888,16121,10934.38
531,0,52.39,52.42,39.26,39.29,7.77,2.36,2.55,0.93,3.3,2.92,0.74,0.71,4.45,4.1,1.83,104.86,107.4,8826,16363,10803.28
532,0,55.84,55.87,41.02,41.03,17.41,6.15,6.76,0.91,7.88,7.25,0.7,0.77,11.21,9.38,2.16,123.56,123.71,8410,15651,10735.15
533,0,42.9,42.94,38.87,38.89,7.49,2.55,2.66,0.96,3.12,2.82,0.76,0.8,4.12,3.54,2.59,148.63,146.1,7074,11253,8307.8
534,0,65.45,65.52,39.39,39.39,10.15,3.49,3.78,0.92,4.45,4.03,0.74,0.78,6.0,5.18,2.48,142.13,140.26,8515,16765,10702.86
535,0,68.12,68.12,39.78,39.82,11.72,3.79,4.44,0.85,5.21,4.7,0.51,0.78,10.26,6.02,2.28,130.45,130.17,7985,15989,10804.02
536,0,56.75,56.75,39.91,39.97,11.44,4.09,4.45,0.92,5.13,4.69,0.65,0.79,7.89,5.9,2.26,129.34,131.78,7865,15401,10275.41
538,0,77.94,77.95,39.0,39.02,10.64,3.42,3.81,0.9,4.65,4.27,0.66,0.73,7.02,5.82,0.21,12.09,11.32,8256,16344,10568.37
539,0,80.02,80.05,39.59,39.6,7.89,2.64,2.81,0.94,3.36,3.06,0.74,0.78,4.57,3.93,0.83,47.35,45.56,7597,14641,9726.58
540,0,69.55,69.61,39.91,39.93,10.05,3.32,3.72,0.89,4.47,3.96,0.65,0.78,6.88,5.1,2.43,139.13,138.44,8706,16569,10874.93
541,0,71.5,71.53,38.74,38.8,6.89,2.16,2.29,0.94,2.94,2.65,0.73,0.72,4.05,3.68,3.03,173.66,176.02,8275,15295,10489.92
542,0,74.42,74.44,38.8,38.87,6.98,2.21,2.35,0.94,2.95,2.68,0.73,0.73,4.06,3.65,3.01,172.41,179.73,8459,15806,10648.1
543,0,62.53,62.57,40.04,40.05,7.51,2.26,2.51,0.9,3.15,2.86,0.68,0.72,4.65,3.99,1.82,104.32,102.88,8481,16239,10640.04
544,0,61.88,61.87,41.08,41.13,11.64,3.76,4.47,0.84,5.06,4.43,0.52,0.86,9.66,5.18,1.79,102.61,102.34,8421,16518,10651.28
545,0,47.26,47.28,42.32,42.32,15.79,5.56,6.17,0.9,7.05,6.48,0.73,0.78,9.7,8.3,1.36,77.76,78.26,7411,14642,9338.9
546,0,60.06,60.11,40.5,40.51,7.56,2.29,2.47,0.93,3.19,2.83,0.68,0.72,4.7,3.95,1.92,110.28,110.59,8575,14946,10678.9
547,0,52.2,52.23,40.95,40.95,9.13,2.83,3.17,0.89,3.88,3.46,0.64,0.75,6.05,4.64,1.97,112.69,111.83,8649,16135,10766.62
548,0,59.34,59.36,41.02,41.04,9.87,3.28,3.65,0.9,4.22,3.8,0.79,0.78,5.37,4.88,2.0,114.59,113.87,8437,16222,10577.68
549,0,73.45,73.51,39.65,39.66,9.53,3.17,3.35,0.95,4.3,3.93,0.72,0.72,6.01,5.48,0.06,3.47,0.34,8222,15706,10721.87
550,0,75.27,75.27,40.43,40.48,9.49,3.08,3.35,0.92,4.01,3.67,0.68,0.75,5.91,4.89,0.3,16.97,16.85,8680,16008,10779.34
551,0,80.47,80.51,40.76,40.79,10.33,3.51,3.77,0.93,4.45,4.03,0.79,0.77,5.66,5.22,0.44,25.07,25.15,7579,14192,9382.23
552,0,78.84,80.42,44.01,45.21,33.28,12.99,28.28,0.46,14.54,14.56,0.87,5.08,16.62,2.86,0.74,42.46,34.89,7251,16869,9340.16
553,0,86.97,87.01,41.27,41.28,11.44,4.24,4.54,0.93,4.96,4.54,0.76,0.85,6.54,5.34,2.54,145.68,146.44,7229,12857,8688.0
554,0,65.98,65.97,41.08,41.13,7.91,2.6,2.77,0.94,3.45,3.07,0.65,0.75,5.3,4.07,2.2,125.79,128.52,8226,16180,10610.99
556,0,54.21,54.24,41.47,41.52,8.54,2.74,2.93,0.94,3.7,3.29,0.76,0.73,4.88,4.51,2.11,120.62,122.59,8680,15930,10909.91
557,0,68.64,68.67,41.99,41.99,10.11,3.28,3.63,0.9,4.4,3.95,0.67,0.76,6.58,5.22,2.11,121.11,121.53,8372,16302,10807.58
558,0,75.98,76.03,41.02,41.07,9.89,3.08,3.42,0.9,4.26,3.88,0.7,0.72,6.09,5.39,0.37,21.48,20.47,8597,14752,10843.22
559,0,4.75,4.79,41.66,41.7,8.12,2.96,3.11,0.95,3.38,3.04,0.87,0.86,3.87,3.54,1.05,59.98,58.62,7204,11679,8415.75
560,0,49.98,50.05,43.55,43.58,14.27,4.62,5.37,0.86,6.46,5.88,0.46,0.76,14.2,7.77,1.66,95.19,94.05,8594,15116,10794.69
561,0,89.44,89.5,41.08,41.11,10.7,3.93,4.27,0.92,4.58,4.14,0.85,0.85,5.35,4.86,2.94,168.53,167.59,7108,12944,8564.48
562,0,50.7,50.72,42.19,42.25,8.04,2.53,2.74,0.92,3.47,3.16,0.66,0.71,5.24,4.46,1.7,97.52,94.47,8070,16682,10610.45
563,0,76.89,76.92,41.54,41.56,9.61,3.07,3.49,0.88,4.12,3.68,0.62,0.78,6.67,4.74,0.37,21.3,21.72,7925,15292,10424.17
564,0,51.68,51.73,42.05,42.08,7.45,2.31,2.48,0.93,3.13,2.76,0.7,0.73,4.47,3.77,1.93,110.7,108.24,8475,16515,10694.15
565,0,65.13,65.15,42.58,42.57,9.6,3.13,3.39,0.92,4.13,3.72,0.76,0.75,5.45,4.97,2.06,118.18,119.25,8556,15923,10763.43
566,0,71.37,71.41,41.73,41.75,9.82,3.25,3.57,0.91,4.2,3.77,0.74,0.78,5.66,4.84,0.28,16.19,18.61,8447,15585,10487.47
567,0,53.89,53.92,42.51,42.52,8.77,2.81,3.03,0.93,3.79,3.37,0.67,0.74,5.66,4.56,2.11,120.96,121.89,8709,15445,10892.98
568,0,57.85,57.91,42.51,42.57,8.87,2.95,3.13,0.94,3.88,3.48,0.76,0.75,5.11,4.66,2.18,124.76,127.65,8983,15274,10817.82
569,0,68.12,68.15,42.77,42.79,10.05,3.41,3.63,0.94,4.4,3.94,0.7,0.77,6.26,5.11,2.17,124.16,124.17,8583,15822,10910.3
570,0,65.98,66.02,42.45,42.49,7.71,2.31,2.47,0.94,3.27,2.94,0.67,0.69,4.88,4.29,2.11,121.16,123.48,8527,15589,10829.99
571,0,126.1,126.13,42.12,42.14,7.86,2.76,2.89,0.95,3.29,2.96,0.87,0.82,3.77,3.61,2.62,150.4,148.82,7031,11579,8404.84
572,0,94.38,94.42,42.05,42.09,12.55,4.78,5.48,0.87,5.52,5.04,0.79,0.9,6.97,5.62,3.0,171.87,171.61,7138,11581,8292.16
573,0,49.2,49.25,44.27,44.32,12.34,4.3,4.67,0.92,5.52,5.07,0.73,0.76,7.59,6.68,1.71,98.13,96.84,8388,16206,10561.03
574,0,62.98,63.04,43.23,43.25,7.7,2.44,2.64,0.93,3.32,2.98,0.72,0.72,4.64,4.11,1.63,93.37,94.49,8308,16489,10705.86
575,0,72.02,72.06,42.38,42.42,9.58,3.05,3.31,0.92,4.12,3.77,0.74,0.73,5.55,5.17,0.27,15.57,16.74,8580,16631,10674.12
576,0,76.7,76.77,43.36,43.4,10.52,3.81,4.08,0.93,4.7,4.21,0.74,0.81,6.35,5.2,0.86,49.48,47.65,8093,15980,9991.58
577,0,60.32,60.33,43.94,43.95,12.28,4.24,4.66,0.91,5.57,5.05,0.69,0.77,8.06,6.56,2.3,131.69,134.91,8240,16502,10823.86
578,0,47.77,47.77,44.2,44.24,10.41,3.38,3.81,0.89,4.5,4.09,0.68,0.77,6.63,5.34,1.26,72.35,73.75,8047,15364,10123.11
579,0,62.08,62.1,44.4,44.41,12.63,4.37,4.84,0.9,5.59,5.06,0.7,0.79,7.95,6.41,2.15,123.14,124.14,8167,16602,10764.72
580,0,72.87,72.92,42.97,42.98,9.91,3.16,3.52,0.9,4.26,3.77,0.74,0.76,5.75,4.94,0.28,15.95,17.49,8122,16014,10519.04
582,0,74.81,74.81,43.29,43.35,9.92,3.26,3.55,0.92,4.22,3.84,0.79,0.76,5.37,5.07,0.43,24.59,24.49,8252,15951,10592.26
583,0,131.56,131.57,44.01,44.06,7.84,2.42,2.6,0.93,3.3,2.95,0.7,0.72,4.71,4.08,1.19,67.99,68.59,7645,14298,9840.73
584,0,67.92,67.99,43.94,43.95,7.88,2.42,2.59,0.93,3.39,3.03,0.7,0.7,4.82,4.31,2.14,122.47,123.97,8699,14601,11069.58
585,0,65.52,65.53,44.66,44.67,10.76,3.63,4.03,0.9,4.69,4.2,0.74,0.79,6.33,5.33,2.21,126.55,124.61,8262,15846,10535.58
586,0,54.21,54.23,44.59,44.6,10.16,3.38,3.63,0.93,4.5,4.06,0.65,0.74,6.92,5.5,2.22,127.37,126.54,8691,15969,10907.67
587,0,128.9,128.94,43.75,43.79,8.01,2.75,2.92,0.94,3.31,2.98,0.87,0.81,3.8,3.66,2.65,151.93,152.28,7171,12816,8751.01
588,0,56.29,56.33,44.52,44.55,8.29,2.62,2.79,0.94,3.7,3.31,0.65,0.7,5.69,4.73,2.26,129.29,131.0,8898,15365,11103.68
589,0,64.16,64.19,46.02,46.08,13.52,4.75,5.24,0.91,6.07,5.44,0.79,0.79,7.68,6.89,1.74,99.87,98.93,7827,15766,10262.07
590,0,43.68,43.74,46.28,46.3,14.13,5.1,5.73,0.89,6.28,5.78,0.73,0.82,8.65,7.02,1.76,100.73,100.3,7174,13815,8811.9
591,0,69.81,69.83,44.66,44.7,7.66,2.34,2.53,0.93,3.26,2.93,0.73,0.7,4.48,4.16,1.07,61.39,58.41,8574,14830,10778.62
592,0,51.68,51.7,45.37,45.43,9.6,3.05,3.37,0.91,4.24,3.86,0.72,0.72,5.93,5.4,1.65,94.4,93.62,8434,16279,10945.17
593,0,53.23,53.28,44.66,44.69,7.14,2.29,2.43,0.95,3.07,2.72,0.7,0.74,4.36,3.66,2.13,122.01,126.7,8578,15989,10692.2
594,0,71.44,71.48,45.37,45.38,9.92,3.41,3.71,0.92,4.31,3.87,0.76,0.8,5.68,4.86,0.98,56.07,55.38,7957,16454,10475.91
595,0,73.97,74.03,45.44,45.47,10.2,3.48,3.76,0.92,4.5,3.99,0.74,0.78,6.07,5.1,0.92,52.63,52.94,8315,15849,10587.02
596,0,67.73,67.76,44.98,45.01,7.17,2.21,2.37,0.93,2.98,2.69,0.65,0.73,4.58,3.69,2.2,126.12,125.35,8778,15447,10935.45
597,0,70.33,70.35,45.44,45.47,8.51,2.64,2.85,0.93,3.61,3.27,0.73,0.72,4.96,4.53,1.08,62.05,62.42,8738,16593,10806.74
598,0,60.58,60.61,45.3,45.35,8.84,2.97,3.16,0.94,3.93,3.58,0.65,0.75,6.04,4.8,2.46,141.04,138.36,9201,16141,10831.46
599,0,84.63,84.64,44.79,44.84,9.08,3.21,3.44,0.93,3.83,3.46,0.76,0.83,5.03,4.18,0.36,20.9,20.51,7163,12240,8418.66
600,0,50.96,50.97,45.63,45.69,7.94,2.41,2.61,0.92,3.47,3.08,0.66,0.69,5.23,4.45,1.68,96.46,94.36,8737,14789,10934.55
601,0,56.03,56.04,45.5,45.53,8.37,2.76,3.05,0.91,3.63,3.22,0.64,0.78,5.65,4.14,2.32,132.83,131.46,8385,14656,10770.83
602,0,60.0,60.06,45.89,45.92,10.93,3.72,4.08,0.91,4.88,4.45,0.55,0.77,8.85,5.79,2.41,138.24,137.75,8318,16163,10683.06
603,0,67.34,67.34,45.89,45.94,8.99,2.93,3.16,0.93,3.85,3.46,0.76,0.75,5.07,4.6,2.1,120.47,120.58,8366,16254,10712.97
604,0,47.58,47.62,47.12,47.15,13.61,4.41,4.93,0.89,5.96,5.44,0.7,0.74,8.51,7.4,1.25,71.57,70.05,8433,15851,10613.64
605,0,52.52,52.58,46.22,46.27,7.89,2.64,2.7,0.98,3.47,3.09,0.79,0.74,4.38,4.2,1.68,96.46,92.18,8319,15945,10591.52
606,0,126.3,126.3,45.18,45.2,8.03,2.74,2.96,0.93,3.34,3.02,0.79,0.8,4.23,3.76,0.24,13.5,11.77,7146,11872,8482.96
607,0,71.56,71.59,48.88,48.86,18.96,6.49,7.3,0.89,8.47,7.87,0.7,0.75,12.1,10.44,1.23,70.73,71.76,7974,16274,10351.97
609,0,73.78,73.8,47.06,47.06,10.49,3.57,3.93,0.91,4.62,4.22,0.74,0.77,6.23,5.5,0.89,50.71,52.26,8346,16279,10602.94
610,0,123.05,123.06,46.34,46.38,8.63,2.92,3.12,0.94,3.64,3.28,0.81,0.79,4.47,4.15,0.5,28.86,27.0,7157,11411,8362.72
611,0,66.37,66.41,47.0,47.04,10.33,3.75,4.09,0.92,4.47,4.03,0.76,0.84,5.9,4.78,2.57,147.46,145.03,7694,16119,10397.09
612,0,81.64,81.7,46.8,46.85,8.28,2.89,3.08,0.94,3.54,3.19,0.79,0.81,4.46,3.95,0.63,36.03,38.47,7256,12851,8730.72
613,0,55.19,55.2,47.0,47.02,6.98,2.21,2.29,0.96,3.0,2.71,0.74,0.72,4.05,3.76,2.46,141.15,135.48,9180,15864,11009.79
614,0,47.71,47.76,49.14,49.22,15.43,4.94,5.88,0.84,6.83,6.19,0.7,0.78,9.75,7.94,1.26,72.26,72.56,8678,16554,10886.24
615,0,58.89,58.91,47.12,47.15,8.37,2.74,2.99,0.92,3.63,3.25,0.74,0.76,4.89,4.26,2.51,143.75,142.36,8887,15726,10741.6
616,0,70.72,70.79,47.97,48.02,10.39,3.37,3.65,0.92,4.54,4.04,0.79,0.74,5.77,5.46,1.13,64.54,63.21,8363,16209,10849.94
617,0,62.73,62.77,47.45,47.51,7.29,2.3,2.46,0.94,3.11,2.73,0.74,0.73,4.19,3.75,1.85,105.78,102.17,8689,16315,10798.77
618,0,68.58,68.59,48.95,48.96,12.85,4.28,4.91,0.87,5.65,5.19,0.66,0.77,8.53,6.77,1.42,81.4,81.21,8022,16159,10411.19
619,0,60.97,60.98,47.84,47.87,10.56,3.58,3.83,0.94,4.79,4.26,0.55,0.75,8.68,5.67,2.41,138.3,137.9,8232,15624,10699.85
