r,g(r)
0.1625,0.00352810682222661
0.48878078817733994,0.02581433508919458
0.8150615763546799,1.0021954714648604
1.1413423645320198,1.2454025030720506
1.4676231527093597,1.20654140718338
1.7939039408866997,1.3288917537180942
2.1201847290640394,1.3571218605964703
2.4464655172413794,1.4090999566322737
2.7727463054187194,1.37710157008821
3.0990270935960593,1.409625613581605
3.4253078817733993,1.392567976677749
3.7515886699507393,1.391510422885859
4.077869458128079,1.3422109387856882
4.404150246305419,1.3255767756394323
4.730431034482759,1.2934533725039492
5.056711822660099,1.263466472371393
5.382992610837439,1.2476562693333049
5.709273399014779,1.2340905659449133
6.035554187192119,1.2452621527994467
6.361834975369459,1.2135442139948756
6.688115763546799,1.2201203431661785
7.014396551724139,1.2057659256528956
7.340677339901479,1.211162676151504
7.666958128078819,1.1811345422035728
7.993238916256159,1.178826156424588
8.319519704433498,1.1779557661391922
8.645800492610839,1.1667746589015224
8.972081280788178,1.1717494760218152
9.298362068965519,1.1560974803525383
9.624642857142858,1.1420718218743633
9.950923645320199,1.1497020832562355
10.277204433497538,1.1531573391209107
10.603485221674879,1.1364846308069994
10.929766009852218,1.139493242368429
11.256046798029558,1.1238718236012102
11.582327586206898,1.1236107314902362
11.908608374384238,1.124924741214924
12.234889162561577,1.113204002878703
12.561169950738918,1.1061110595985857
12.887450738916257,1.1012293781753228
13.213731527093598,1.1137958239218555
13.540012315270937,1.0969045329798441
13.866293103448278,1.096988641416926
14.192573891625617,1.0945876338960874
14.518854679802958,1.091999386475815
14.845135467980297,1.0867553211174419
15.171416256157638,1.0834691765624194
15.497697044334977,1.0812758586735793
15.823977832512318,1.0775392760087528
16.15025862068966,1.0770308610528896
16.476539408866998,1.0794996558340644
16.80282019704434,1.078147300142532
17.129100985221676,1.0651492707873715
17.455381773399015,1.0739801414738028
17.781662561576358,1.06890342172181
18.107943349753697,1.065211848488386
18.434224137931036,1.0621512295630575
18.760504926108375,1.060943917826584
19.086785714285718,1.0619547107272365
19.413066502463057,1.060377343430786
19.739347290640396,1.0496341354750085
20.065628078817735,1.0557233066768432
20.391908866995077,1.0496649093634811
20.718189655172417,1.0489480905216177
21.044470443349756,1.0546870112395412
21.370751231527095,1.0426034180238875
21.697032019704437,1.0485492658490907
22.023312807881776,1.0410825747850077
22.349593596059115,1.0412371608518594
22.675874384236455,1.0409403484546664
23.002155172413797,1.0384842265000347
23.328435960591136,1.039992444636641
23.654716748768475,1.0337856629476598
23.980997536945814,1.0370171084187907
24.307278325123157,1.0320794276206309
24.633559113300496,1.0326103824356356
24.959839901477835,1.0262937375755947
25.286120689655174,1.028623912912096
25.612401477832517,1.0228962208307082
25.938682266009856,1.0230283409251126
26.264963054187195,1.023524797229265
26.591243842364534,1.02918333986271
26.917524630541877,1.0211631512099018
27.243805418719216,1.020486308188239
27.570086206896555,1.0182558976320188
27.896366995073894,1.017894799075223
28.222647783251237,1.0128121965081365
28.548928571428576,1.012215261808265
28.875209359605915,1.0107886894351392
29.201490147783254,1.0167470867059996
29.527770935960593,1.012577105837424
29.854051724137936,1.009924514832614
30.180332512315275,1.0136904924594423
30.506613300492614,1.0131087790223208
30.832894088669953,1.0038603848076664
31.159174876847295,1.0084196489185193
31.485455665024634,1.004524356709024
31.811736453201974,1.002776788976744
32.138017241379316,1.0072427668942228
32.46429802955666,1.0081012681614516
32.790578817733994,0.9995302249249256
33.11685960591133,1.0011944889677413
33.44314039408868,1.004128076180431
33.769421182266015,1.006170572059699
34.09570197044335,0.9988384954768655
34.42198275862069,1.0017947516132655
34.74826354679803,0.9976507457290402
35.07454433497538,1.0015302678129845
35.400825123152714,0.999403936880867
35.72710591133005,0.9928440094288834
36.0533866995074,0.993866458287373
36.379667487684735,0.998746090673364
36.70594827586207,1.001119397213034
37.03222906403941,0.9934569307003807
37.35850985221675,0.996192672050628
37.6847906403941,0.9932898360156787
38.011071428571434,0.9952158994992558
38.33735221674877,0.9947927892119856
38.66363300492612,0.9906639772876606
38.989913793103455,0.9949512900611267
39.31619458128079,0.9941606293112017
39.64247536945813,0.994713173499281
39.96875615763547,0.9957981746126318
40.29503694581282,0.9937854554657801
40.62131773399015,0.9888824738379599
40.94759852216749,0.9972121775887343
41.27387931034484,0.9923534043663104
41.600160098522174,0.9921462204841002
41.92644088669951,0.9915038453323167
42.25272167487685,0.9935595697262902
42.57900246305419,0.9943667214077904
42.90528325123153,0.9898653797145761
43.23156403940887,0.9951334110386381
43.55784482758621,0.9954002111994721
43.88412561576356,0.9947281680201893
44.210406403940894,0.9923614365053989
44.53668719211823,0.9911915718183023
44.86296798029557,0.9907403717481508
45.18924876847291,0.9944878333759942
45.51552955665025,0.990275947336783
45.84181034482759,0.9901828716736033
46.16809113300493,0.9936517118530034
46.49437192118228,0.9949461727035811
46.820652709359614,0.993316711677067
