IDENTIFIER,TRACK_ID,TRACK_FRAME_LENGTH,TOTAL_DISPLACEMENT_PIX,TOTAL_DISPLACEMENT_MIC,END_TO_END_DISTANCE_PIX,END_TO_END_DISTANCE_MIC,PERSISTENCE,SINUOSITY,MAX_DISTANCE_PIX,MAX_DISTANCE_MIC,MEAN_DIRECTIONAL_CHANGE_RAD,MEAN_DIRECTIONAL_CHANGE_DEG,SPEED_PIX_FR,SPEED_MIC_SEC,AVERAGE_ANGULAR_VELOCITY_RAD_FR,AVERAGE_ANGULAR_VELOCITY_DEG_SEC
241004_177+2618_0p5pagarose_2xTrpNC_OD0p5_5s_1h_5005_SC30pc_corrected_spots.csv,0,60,28.5930982397352,1.858551385582788,10.773642811136838,0.7002867827238946,0.37679172508017844,2.6539860974579725,11.576982828254442,0.7525038838365388,0.8399484512290584,48.12550126397511,0.4846287837243254,0.00630017418841623,0.001539244539994441,0.017638443156047463
241004_177+2618_0p5pagarose_2xTrpNC_OD0p5_5s_1h_5005_SC30pc_corrected_spots.csv,1,60,54.542291829694946,3.5452489689301716,15.43593210736303,1.003335586978597,0.2830084983513492,3.533462796437019,24.709545924536215,1.606120485094854,0.6186366252630399,35.445267679788465,0.9244456242321176,0.012017793115017529,0.010614225059330878,0.12163005974033103
241004_177+2618_0p5pagarose_2xTrpNC_OD0p5_5s_1h_5005_SC30pc_corrected_spots.csv,2,60,1.0687262218439069,0.06946720441985395,0.07601563922835812,0.004941016549843278,0.07112732678833869,14.059294017555427,0.10399009101968694,0.006759355916279651,1.7896800301357672,102.54111240562544,0.01811400376006622,0.00023548204888086083,0.01501822994919242,0.1720962383691397
241004_177+2618_0p5pagarose_2xTrpNC_OD0p5_5s_1h_5005_SC30pc_corrected_spots.csv,3,60,33.40583836457921,2.171379493697649,7.995299704612517,0.5196944807998136,0.23933839400630255,4.1781846333174055,7.995299704612517,0.5196944807998136,1.122959108809776,64.34081750057234,0.5662006502471053,0.00736060845321237,-0.03249410278622042,-0.3723549897429438
241004_177+2618_0p5pagarose_2xTrpNC_OD0p5_5s_1h_5005_SC30pc_corrected_spots.csv,4,60,22.35431261400617,1.453030319910401,4.09482025651764,0.2661633166736466,0.18317808859629248,5.459168220735763,6.876637925593928,0.4469814651636054,1.2269055038035959,70.29650722931801,0.37888665447468084,0.00492552650817085,-0.0022858815875697884,-0.026194273486882635
241004_177+2618_0p5pagarose_2xTrpNC_OD0p5_5s_1h_5005_SC30pc_corrected_spots.csv,5,60,15.869462462221215,1.031515060044379,5.445098346449138,0.353931392519194,0.34311800789798136,2.9144491894384283,7.539797732979217,0.4900868526436491,0.7519714234562723,43.08478887848924,0.2689739400376477,0.00349666122048942,-0.008666994010418448,-0.09931643557242811
241004_177+2618_0p5pagarose_2xTrpNC_OD0p5_5s_1h_5005_SC30pc_corrected_spots.csv,6,60,8.828155155477512,0.5738300851060383,1.0454952442353493,0.06795719087529771,0.11842737534881928,8.443993604135633,2.1502572502925648,0.1397667212690167,1.3642391445613506,78.16514522990319,0.1496297483979239,0.0019451867291730106,0.03230235207883509,0.37015768849257835
241004_177+2618_0p5pagarose_2xTrpNC_OD0p5_5s_1h_5005_SC30pc_corrected_spots.csv,7,60,48.02644792610273,3.1217191151966777,15.413158846245818,1.001855325005978,0.320930643672872,3.115938037438739,18.13722411474042,1.1789195674581274,0.9048474425097648,51.843939559015915,0.8140075919678428,0.010582098695581956,-0.0004671621766632333,-0.005353284214189645
241004_177+2618_0p5pagarose_2xTrpNC_OD0p5_5s_1h_5005_SC30pc_corrected_spots.csv,8,60,24.284188940381707,1.578472281124811,0.7384837625422875,0.04800144456524869,0.0304100649338252,32.883849547052336,4.129778054078016,0.268435573515071,1.4694327396274756,84.19229425900035,0.411596422718334,0.005350753495338342,-0.045714385563528,-0.5238482711647867
241004_177+2618_0p5pagarose_2xTrpNC_OD0p5_5s_1h_5005_SC30pc_corrected_spots.csv,9,60,1.9087242904221562,0.12406707887744016,0.7245866469502515,0.04709813205176635,0.3796182877674771,2.63422504189924,0.7683804779425641,0.04994473106626667,1.7137192004605684,98.18887745692444,0.03235125915969756,0.0004205663690760683,0.004428580746929701,0.05074779720639312
241004_177+2618_0p5pagarose_2xTrpNC_OD0p5_5s_1h_5005_SC30pc_corrected_spots.csv,10,60,21.690561527576545,1.4098864992924756,4.264734623927911,0.2772077505553142,0.1966170686040512,5.086028426218717,7.810667280773335,0.5076933732502668,1.1491311943771996,65.84036754464097,0.3676366360606194,0.004779276268788052,0.026396796902017294,0.3024850110299195
241004_177+2618_0p5pagarose_2xTrpNC_OD0p5_5s_1h_5005_SC30pc_corrected_spots.csv,11,60,63.477850712024534,4.126060296281595,40.92234913231197,2.659952693600278,0.6446713093353065,1.5511780740344379,41.64095767787469,2.706662249061855,0.8971585344780905,51.40339757973673,1.0758957747800768,0.013986645072140999,-0.010126791398475004,-0.11604448142840049
241004_177+2618_0p5pagarose_2xTrpNC_OD0p5_5s_1h_5005_SC30pc_corrected_spots.csv,12,60,35.17965720231577,2.286677718150525,17.342856423760818,1.1272856675444531,0.4929796877787425,2.0284811419021724,19.630197315735053,1.2759628255227784,1.061475543707225,60.81806871077834,0.5962653763104367,0.007751449892035678,0.04724481310165932,0.5413856789218912
