SPOT_ID,TRACK_ID,PREV_TRACK_ID,POSITION_X,POSITION_Y,FRAME,ELLIPSE_MAJOR,ELLIPSE_MINOR,ELLIPSE_THETA,ELLIPSE_ASPECTRATIO,AREA,ANGLE,ANGULAR_VELOCITY,TOTAL_DISPLACEMENT_VECTOR,TOTAL_DISPLACEMENT,FRAME_GAP,STEP_SPEED,MSD_LAG_TIME,MSD
65724,0,,30.536461029885427,113.59999867629948,0,1.9992102805799612,0.49351121740517506,0.0931835883330738,4.050992581468721,2.959612647980638,,,"[0.0, 0.0]",0.0,0,0.0,0,0.0
69191,0,,29.697176226142847,113.43738037696039,1,1.9874089655857412,0.46815652623831633,-0.05533967388384322,4.245180520187911,2.8751126437556414,,,"[-0.8392848037425793, -0.162618299339087]",0.8548939659824233,1,0.8548939659824233,1,1.6115325812810475
68344,0,,30.15524484932629,113.8430872142224,2,1.9984075161608519,0.47835947442423815,0.08685174110646218,4.1776271256384545,2.892012644600622,2.6081267455603787,,"[0.45806862318344344, 0.4057068372620023]",0.611902689441967,1,0.611902689441967,2,3.43715326695296
77016,0,,32.611840437935655,113.820694669408,3,1.9733558480924485,0.4968218627051411,0.06432195831060647,3.971958555422139,2.911025145551252,0.733967603833536,-1.8741591417268428,"[2.456595588609364, -0.022392544814394455]",2.456697643593581,1,2.456697643593581,3,5.634166988177879
61830,0,,33.74104403532955,114.06191720001893,4,2.007070111484092,0.4734959176208222,0.25953546413971085,4.238832979952666,2.8856751442837583,0.219573524523041,-0.514394079310495,"[1.1292035973938965, 0.24122253061092636]",1.1546813732115264,1,1.1546813732115264,4,8.300517781057897
74314,0,,35.385999221818395,114.34274332926978,5,1.975989443427157,0.4513503000772027,0.11787302879297266,4.377950880035235,2.752587637629375,0.041369017869783045,-0.17820450665325793,"[1.6449551864888434, 0.2808261292508547]",1.6687542900099352,1,1.6687542900099352,5,11.06489923234603
67372,0,,36.39343149717365,114.09439708068467,6,1.9939128031212894,0.45730433110562585,-0.0031224984949120363,4.360144147991342,2.7694876384743967,0.4107846072722287,0.3694155894024457,"[1.0074322753552565, -0.2483462485851078]",1.0375912724255951,1,1.0375912724255951,6,13.51922971998802
66247,0,,37.779439875784014,114.3327865733351,7,1.9742591278922865,0.4581783144556315,0.22050302494091722,4.3089318407352675,2.767375138368767,0.4120256924888787,0.0012410852166500064,"[1.386008378610363, 0.23838949265042686]",1.406360115967548,1,1.406360115967548,7,15.90517201282297
72778,0,,37.745825622185876,114.43515493804301,8,1.9934554765258892,0.48476108657939715,0.31165088674545194,4.112243188891749,2.847650142382504,1.717738745033569,1.3057130525446903,"[-0.03361425359813808, 0.10236836470791388]",0.10774599824556089,1,0.10774599824556089,8,18.18988743053702
65024,0,,37.46085717061403,114.14461735741997,9,1.9981993882924172,0.4670878351685586,-0.004035626206230552,4.277994924811785,2.7673751383687613,2.0485981263767448,0.3308593813431757,"[-0.28496845157184936, -0.29053758062303814]",0.40696327124882636,1,0.40696327124882636,9,21.265685286822247
79831,0,,37.517621895412006,114.1081649357106,10,1.9792721150751331,0.46599634738012835,2.985239674840782,4.2473983459371984,2.765262638263137,1.7756690134425075,-0.2729291129342373,"[0.05676472479797923, -0.03645242170937024]",0.06746119647521888,1,0.06746119647521888,10,24.50023628690539
58325,0,,38.93908035834308,114.65898527156212,11,1.7594003281788373,0.4777830028824911,2.768692920148673,3.682425531181056,2.541337627066875,0.9405363112782006,-0.8351327021643069,"[1.4214584629310707, 0.5508203358515118]",1.524449803773786,1,1.524449803773786,11,27.92642274267113
60995,0,,38.432350109231436,113.99578508834745,12,1.9823388429140532,0.49080441498224076,-0.024484393991762148,4.0389588650823,2.8941251447062646,2.592927986895046,1.6523916756168455,"[-0.5067302491116408, -0.6632001832146699]",0.8346316722846775,1,0.8346316722846775,12,31.1064878784377
66679,0,,39.00391838581225,113.85972258855404,13,1.9822993346906426,0.4930305654655915,0.06588337738695627,4.020641869979533,2.8392001419599886,1.9895390476218837,-0.6033889392731624,"[0.5715682765808126, -0.136062499793411]",0.5875400400343727,1,0.5875400400343727,13,34.08401933946309
158315,0,,39.49813473837411,113.95427145607843,14,1.9706431410919498,0.47636064712844656,2.913724706191555,4.136872247888652,2.866662643333139,0.42272813813437293,-1.566810909487511,"[0.4942163525618639, 0.09454886752439506]",0.5031791842770309,1,0.5031791842770309,14,37.07063222631336
153184,0,,39.5679397183942,113.67372699715698,15,2.0260581063792147,0.4648426244884027,2.925196936475367,4.358589336786955,2.792725139636257,1.5159555264730837,1.0932273883387107,"[0.06980498002008773, -0.2805444589214545]",0.289098475726069,1,0.289098475726069,15,40.19928564896585
146473,0,,39.17455507810867,114.32344781437395,16,1.9597842973296276,0.5186457291095872,-1.0800815982718153,3.7786569662767535,2.9807376490368798,2.8410303091519133,1.3250747826788296,"[-0.3933846402855323, 0.6497208172169735]",0.7595318397129047,1,0.7595318397129047,16,43.18692866359799
145927,0,,38.65194092141069,116.17445913333259,17,1.9818297367616433,0.5172062757399433,1.97287033286769,3.8317975433038405,3.137062656853134,0.26925272793827,-2.5717775812136434,"[-0.5226141566979763, 1.8510113189586406]",1.9233742380759247,1,1.9233742380759247,17,46.079170549391364
147740,0,,38.13759772762232,117.46678370127226,18,2.0143290872348474,0.490314567802377,-0.9874054634194614,4.108238301511633,2.9469376473468767,0.10360265179465708,-0.1656500761436129,"[-0.5143431937883705, 1.2923245679396729]",1.3909175783981176,1,1.3909175783981176,18,49.28820944060955
