Cell ID,Area [microns²],Mean Area [microns²],Normalized Area
28,13.37962673203777,14.032969531496674,0.9534422990093088
29,14.57759035967172,14.032969531496674,1.0388100912606315
37,8.855906811706836,14.032969531496674,0.6310786032728112
38,12.23072494853307,14.032969531496674,0.8715706907993701
40,6.799817189130319,14.032969531496674,0.4845601049634069
41,12.56590522985434,14.032969531496674,0.8954558906189071
42,25.681610976601075,14.032969531496674,1.8300909810257406
43,14.993538611334928,14.032969531496674,1.0684508776052195
45,10.278903457112204,14.032969531496674,0.7324824182110169
46,8.329946928485036,14.032969531496674,0.5935983050336326
47,24.191100287895484,14.032969531496674,1.7238760644066904
48,9.08454690673576,14.032969531496674,0.6473716690074546
49,4.760647914520299,14.032969531496674,0.33924736342048883
50,12.985278151173498,14.032969531496674,0.9253407215078991
52,14.405928596663342,14.032969531496674,1.0265773444693633
53,14.487247236548608,14.032969531496674,1.0323721721216823
54,14.164971372990179,14.032969531496674,1.0094065508513526
55,39.74195825542312,14.032969531496674,2.8320419399631147
56,16.39138670173367,14.032969531496674,1.1680625875331363
57,8.228658088980138,14.032969531496674,0.5863803858841927
58,7.309230805842757,14.032969531496674,0.5208613037630673
59,18.21752959399361,14.032969531496674,1.2981949082911346
60,11.189476076398586,14.032969531496674,0.7973705103031876
61,25.21271431078911,14.032969531496674,1.7966770507268444
62,13.171118937250476,14.032969531496674,0.938583876184453
63,4.1624231734408585,14.032969531496674,0.2966174168694941
64,11.96867456125832,14.032969531496674,0.852896782423343
65,15.141232916973818,14.032969531496674,1.078975685295238
66,10.113538090585848,14.032969531496674,0.7206983573851741
67,15.287672566226574,14.032969531496674,1.0894110852242462
68,7.061703191982161,14.032969531496674,0.5032222991813908
69,29.744006079151145,14.032969531496674,2.119580322068783
70,31.302360949266838,14.032969531496674,2.230629866259555
71,8.89239777720518,14.032969531496674,0.6336789770152639
72,26.838996562620913,14.032969531496674,1.912567151405938
73,31.4694468132436,14.032969531496674,2.242536531032235
74,3.7203618377579946,14.032969531496674,0.265115792449184
75,24.957832496603086,14.032969531496674,1.778513980279499
76,17.35167871931446,14.032969531496674,1.2364937214727802
77,4.857594636926648,14.032969531496674,0.3461558600283347
78,17.479025030035228,14.032969531496674,1.2455685156875715
80,16.07364285215483,14.032969531496674,1.1454199209994658
81,24.953985151704202,14.032969531496674,1.7782398155782753
83,9.076424969439504,14.032969531496674,0.6467928936258059
84,4.069515328036081,14.032969531496674,0.2899967336850656
85,4.575701983403315,14.032969531496674,0.32606797678376326
86,3.7858097136511093,14.032969531496674,0.26977965748118726
87,5.798002161420937,14.032969531496674,0.4131700099830942
88,4.174622105345426,14.032969531496674,0.2974867219639852
89,15.602444537610797,14.032969531496674,1.1118419734747855
