r,g(r)
0.1625,0.0
0.48878078817733994,0.02001938086771365
0.8150615763546799,0.27200329917698585
1.1413423645320198,0.7900528665071785
1.4676231527093597,0.9981261596587625
1.7939039408866997,1.1511554983986376
2.1201847290640394,1.480639043646095
2.4464655172413794,1.456730178748777
2.7727463054187194,1.2038750903723747
3.0990270935960593,1.065696478614538
3.4253078817733993,1.095678090184429
3.7515886699507393,1.0716635898146805
4.077869458128079,1.0230153445854366
4.404150246305419,1.014217875182356
4.730431034482759,0.9807821108596461
5.056711822660099,1.0198458551559353
5.382992610837439,1.00846433210154
5.709273399014779,1.0118826547330508
6.035554187192119,1.0299871289641584
6.361834975369459,0.9954448405245551
6.688115763546799,1.013702522969735
7.014396551724139,0.9965137656020367
7.340677339901479,1.0061993576429296
7.666958128078819,1.0162982233161764
7.993238916256159,1.0106243742166208
8.319519704433498,1.0258669428066358
8.645800492610839,1.0013006782327563
8.972081280788178,1.009034120203685
9.298362068965519,1.0306744089335587
9.624642857142858,1.0068991181477704
9.950923645320199,1.0191750457703628
10.277204433497538,1.031996897631834
10.603485221674879,1.038506510180693
10.929766009852218,1.0192490422046692
11.256046798029558,1.019768853173166
11.582327586206898,1.0151445252409554
11.908608374384238,1.0185038889345335
12.234889162561577,0.9896095729202513
12.561169950738918,0.9956021720826698
12.887450738916257,0.9975775002981653
13.213731527093598,1.0192992419291145
13.540012315270937,0.9995377170182598
13.866293103448278,1.0100147034157778
14.192573891625617,1.0110178734373834
14.518854679802958,1.0283375009391493
14.845135467980297,1.0096562462351601
15.171416256157638,0.9926683315014138
15.497697044334977,0.996095165394238
15.823977832512318,0.9972729561732222
16.15025862068966,1.0113683536339717
16.476539408866998,1.0249212802762624
16.80282019704434,1.0213516797678652
17.129100985221676,1.0046039005037106
17.455381773399015,1.0068578810295277
17.781662561576358,1.0009856042045455
18.107943349753697,1.0157353913439244
18.434224137931036,1.0029018470159106
18.760504926108375,0.9992547550716456
19.086785714285718,1.0141800017756772
19.413066502463057,0.9973816839643455
19.739347290640396,1.0070653098832574
20.065628078817735,1.0215795091272395
20.391908866995077,1.0085407855391622
20.718189655172417,1.0212221957461343
21.044470443349756,1.0290131061279861
21.370751231527095,1.0100609157111473
21.697032019704437,1.0227577563888957
22.023312807881776,1.0124655402196376
22.349593596059115,1.0074964268007693
22.675874384236455,1.0105286254158474
23.002155172413797,1.0290070425392766
23.328435960591136,1.0223075721377175
23.654716748768475,1.0289161092728292
23.980997536945814,1.0232707770902885
24.307278325123157,1.00143222484008
24.633559113300496,1.0076225426565208
24.959839901477835,1.0112698701277727
25.286120689655174,1.0174291061679537
25.612401477832517,1.0097318732631528
25.938682266009856,1.0141678658771849
26.264963054187195,1.0149411097465568
26.591243842364534,1.0266702087695017
26.917524630541877,1.0080908803583741
27.243805418719216,1.0180199365357443
27.570086206896555,1.0065556196084826
27.896366995073894,1.0203604134469082
28.222647783251237,1.0151696159792407
28.548928571428576,1.0112995340939412
28.875209359605915,1.010946205692314
29.201490147783254,1.0203434561155502
29.527770935960593,1.0091707281289362
29.854051724137936,0.9990759285690474
30.180332512315275,1.0008369135517696
30.506613300492614,1.00623048298768
30.832894088669953,1.0088923940834162
31.159174876847295,1.010427353484782
