IDs,Frame,Center_position_x_PIX,Ellipse_center_x_PIX,Center_position_y_PIX,Ellipse_center_y_PIX,Perimeter_PIX,Surface_area_PIX^2,Convex_hull_area_PIX^2,Solidity,Length_PIX,Ellipse_major_axis_PIX,Width_PIX,Ellipse_minor_axis_PIX,Aspect_ratio,Ellipse_aspect_ratio,Angle_to_x+_axis_RAD,Angle_to_x+_axis_DEG,Ellipse_Angle_DEG,Min_intensity,Max_intensity,Mean_intensity
764,0,1411,1411.54,1901,1901.69,102.95,550,565.0,0.97,44.05,39.01,12.81,12.25,3.44,3.19,2.45,140.53,136.62,1548,2323,1849.87
765,0,250,250.7,1899,1899.35,113.15,593,628.0,0.94,47.54,41.41,11.7,12.47,4.06,3.32,0.39,22.25,22.73,1591,2268,1840.5
766,0,461,461.9,1898,1898.6,96.91,479,504.0,0.95,40.31,34.83,12.53,11.84,3.22,2.94,0.52,29.74,27.08,1629,2336,1884.92
767,0,1468,1469.01,1905,1905.49,114.95,588,627.0,0.94,49.41,43.18,11.4,11.99,4.33,3.6,0.63,35.94,35.85,1541,2282,1837.03
768,0,23,23.63,1907,1907.78,112.23,615,655.0,0.94,46.65,40.4,13.89,13.45,3.36,3.0,2.6,149.04,149.86,1537,2295,1808.63
769,0,1010,1010.48,1903,1903.89,100.18,514,547.0,0.94,41.48,35.93,12.37,12.35,3.35,2.91,0.27,15.38,13.63,1588,2399,1886.66
770,0,1319,1319.07,1918,1918.21,105.36,512,547.0,0.94,44.28,38.56,12.17,11.51,3.64,3.35,1.68,96.48,95.4,1587,2229,1836.69
771,0,136,136.93,1910,1910.66,98.23,512,537.0,0.95,41.05,35.7,13.04,12.39,3.15,2.88,0.59,34.08,36.35,1565,2455,1882.32
772,0,1259,1258.99,1909,1909.26,101.7,504,536.0,0.94,43.01,37.68,12.0,11.73,3.58,3.21,0.02,1.33,179.9,1644,2565,1980.08
773,0,1823,1823.08,1917,1917.57,98.12,423,449.0,0.94,41.87,36.73,11.4,10.04,3.67,3.66,0.7,40.16,39.1,1566,2172,1823.68
774,0,1726,1726.59,1929,1929.1,115.74,482,549.0,0.88,50.0,43.71,9.49,10.18,5.27,4.29,1.29,73.74,71.9,1574,2215,1849.49
775,0,148,148.25,1921,1921.83,119.54,645,678.0,0.95,50.8,44.16,13.6,12.74,3.74,3.47,0.63,36.19,36.46,1558,2489,1932.89
776,0,427,427.52,1919,1919.5,97.98,495,526.0,0.94,40.31,34.86,12.53,12.37,3.22,2.82,0.52,29.74,33.14,1527,2307,1846.13
777,0,1218,1218.02,1916,1916.95,102.91,507,538.0,0.94,42.72,37.41,11.7,11.73,3.65,3.19,0.36,20.56,22.07,1586,2610,1988.15
778,0,600,600.19,1926,1926.64,88.08,421,442.0,0.95,36.36,31.27,11.66,11.61,3.12,2.69,0.55,31.5,30.46,1562,2167,1813.71
779,0,1240,1240.57,1927,1927.52,172.57,940,1040.0,0.9,75.93,67.48,10.2,12.71,7.45,5.31,0.23,12.94,11.48,1623,2653,1999.33
780,0,244,243.96,1936,1936.37,116.61,635,669.0,0.95,49.82,43.79,12.81,12.65,3.89,3.46,2.24,128.48,131.97,1507,2337,1867.17
781,0,461,461.9,1938,1938.55,113.44,590,623.0,0.95,48.27,43.17,11.4,11.97,4.23,3.61,0.87,50.04,47.94,1548,2284,1845.1
782,0,1480,1480.51,1937,1937.95,85.15,398,418.0,0.95,35.0,30.4,12.21,11.27,2.87,2.7,0.93,53.13,51.55,1590,2301,1845.5
783,0,2027,2027.41,1942,1942.97,120.51,542,586.0,0.92,53.15,46.84,10.63,10.23,5.0,4.58,0.85,48.81,49.02,1578,2292,1853.42
784,0,2003,2002.98,1935,1935.53,81.15,364,381.0,0.96,33.62,28.83,11.66,10.81,2.88,2.67,0.53,30.38,35.75,1589,2173,1836.46
785,0,1700,1699.95,1951,1951.5,120.81,575,616.0,0.93,51.88,45.75,11.66,10.96,4.45,4.17,1.09,62.45,64.82,1609,2225,1847.13
786,0,1836,1836.3,1936,1936.18,94.53,458,486.0,0.94,39.32,33.45,13.15,11.85,2.99,2.82,3.01,172.69,177.71,1595,2244,1850.21
787,0,642,642.7,1961,1961.27,138.95,694,756.0,0.92,59.51,53.07,9.85,11.62,6.04,4.57,2.0,114.84,115.41,1559,2251,1833.34
788,0,809,809.23,1957,1957.78,121.3,619,664.0,0.93,51.0,44.78,12.53,12.17,4.07,3.68,2.06,118.07,117.46,1551,2238,1828.65
789,0,1413,1413.38,1958,1958.15,118.08,602,644.0,0.93,49.65,44.2,11.7,12.04,4.24,3.67,1.24,71.2,72.31,1626,2384,1895.42
790,0,125,125.76,1953,1953.14,83.46,405,424.0,0.96,33.53,28.96,13.6,11.99,2.46,2.42,1.87,107.35,99.87,1559,2327,1867.75
791,0,1978,1978.49,1953,1953.63,68.84,238,264.0,0.9,28.43,24.82,7.21,8.65,3.94,2.87,0.89,50.71,46.7,1563,2055,1789.5
792,0,215,215.97,1957,1957.5,139.98,718,805.0,0.89,59.48,52.62,10.2,12.45,5.83,4.23,0.29,16.61,17.61,1555,2378,1861.54
793,0,1047,1047.16,1960,1960.19,127.64,690,753.0,0.92,54.23,47.36,10.77,13.03,5.04,3.63,0.4,22.78,22.91,1591,2250,1853.24
794,0,596,596.55,1960,1960.63,98.33,484,510.0,0.95,40.85,35.02,11.7,11.89,3.49,2.95,0.38,21.54,24.32,1574,2301,1835.68
795,0,1879,1879.64,1962,1962.89,72.43,315,332.0,0.95,29.21,24.93,11.4,10.88,2.56,2.29,0.91,51.95,51.87,1546,2161,1799.71
796,0,713,713.27,1976,1976.18,113.36,581,620.0,0.94,48.27,42.48,12.17,12.03,3.97,3.53,1.8,103.17,99.74,1574,2240,1814.66
797,0,854,853.97,1978,1978.59,113.3,617,649.0,0.95,47.2,41.44,13.6,13.0,3.47,3.19,2.21,126.38,124.19,1587,2238,1831.81
798,0,363,363.44,1966,1966.8,150.53,819,872.0,0.94,67.19,59.79,12.0,12.15,5.6,4.92,3.07,175.73,178.08,1561,2376,1868.64
799,0,1422,1422.67,1980,1980.08,109.3,529,559.0,0.95,46.87,41.19,10.82,11.27,4.33,3.65,0.98,56.31,56.27,1636,2476,1942.82
800,0,429,429.17,1973,1973.34,146.77,792,855.0,0.93,63.95,57.03,11.18,12.29,5.72,4.64,2.97,170.1,171.05,1564,2495,1895.63
801,0,2022,2022.09,1980,1980.95,78.91,342,360.0,0.95,32.65,27.76,11.18,10.6,2.92,2.62,2.05,117.35,125.86,1564,2193,1845.76
802,0,1478,1478.93,1977,1977.54,130.43,666,721.0,0.92,55.73,49.1,12.17,11.86,4.58,4.14,2.98,170.71,168.49,1551,2284,1845.49
803,0,127,127.91,1986,1986.07,80.63,385,403.0,0.96,32.56,28.7,12.17,11.52,2.68,2.49,1.76,100.62,92.95,1568,2191,1810.98
804,0,988,988.07,1982,1982.74,93.15,471,494.0,0.95,38.01,32.87,12.21,12.36,3.11,2.66,0.62,35.36,33.37,1574,2250,1844.8
805,0,1263,1263.02,1988,1988.38,88.28,417,440.0,0.95,36.22,31.61,12.17,11.35,2.98,2.79,1.68,96.34,98.04,1580,2379,1881.09
806,0,1861,1861.77,1986,1986.71,75.84,324,342.0,0.95,30.89,26.61,11.18,10.45,2.76,2.55,1.06,60.95,59.27,1544,2118,1822.93
807,0,1240,1240.63,1992,1992.72,114.85,617,650.0,0.95,48.92,43.74,11.4,12.39,4.29,3.53,2.28,130.86,133.92,1582,2465,1877.84
808,0,395,395.21,1982,1982.77,98.77,469,499.0,0.94,41.98,36.24,11.18,11.23,3.75,3.23,2.93,167.62,168.2,1628,2545,1989.71
809,0,593,593.66,1989,1989.11,97.4,482,508.0,0.95,40.5,35.47,11.66,11.81,3.47,3.0,0.57,32.91,35.44,1593,2374,1865.6
810,0,1392,1392.81,2002,2002.75,124.77,650,708.0,0.92,52.77,46.89,11.18,12.49,4.72,3.76,1.4,80.18,81.4,1607,2311,1878.23
811,0,356,356.99,1993,1993.26,116.33,604,637.0,0.95,48.76,43.16,12.65,12.24,3.86,3.53,2.87,164.54,162.39,1591,2471,1896.69
812,0,233,232.92,1994,1994.57,140.91,755,832.0,0.91,59.84,53.22,8.25,13.06,7.26,4.07,0.17,9.62,8.92,1572,2320,1844.45
813,0,434,434.19,1995,1995.75,99.5,505,531.0,0.95,41.23,35.9,13.0,12.12,3.17,2.96,2.74,157.17,157.33,1571,2523,1901.12
814,0,928,928.37,1991,1991.9,110.53,583,611.0,0.95,47.27,41.44,12.17,12.25,3.89,3.38,3.04,173.93,175.7,1553,2316,1823.03
815,0,287,287.05,2001,2001.59,95.05,503,519.0,0.97,39.7,34.51,12.81,12.54,3.1,2.75,2.28,130.91,136.04,1534,2234,1829.81
816,0,1620,1620.61,2002,2002.46,163.05,845,957.0,0.88,71.17,62.76,9.49,12.62,7.5,4.97,0.3,17.16,16.92,1529,2208,1830.44
818,0,1166,1166.81,2013,2013.24,81.11,372,396.0,0.94,32.98,28.61,11.18,11.2,2.95,2.55,1.33,75.96,79.38,1584,2284,1854.8
819,0,1559,1559.03,2018,2018.39,105.46,482,519.0,0.93,45.18,40.36,10.0,10.52,4.52,3.83,1.48,84.92,88.75,1535,2189,1807.32
820,0,564,564.27,2015,2015.91,90.08,449,471.0,0.95,36.77,31.65,12.65,12.15,2.91,2.61,1.96,112.38,115.29,1580,2219,1817.24
821,0,750,750.65,2017,2017.85,91.64,436,456.0,0.96,38.95,33.87,12.04,11.1,3.23,3.05,2.3,131.88,132.83,1573,2253,1837.21
822,0,1195,1195.39,2012,2012.51,81.25,398,420.0,0.95,32.25,27.61,12.53,12.29,2.57,2.25,0.52,29.74,29.24,1592,2252,1858.8
823,0,1835,1836.06,2012,2012.18,105.84,474,515.0,0.92,44.91,38.2,11.18,10.95,4.02,3.49,2.94,168.44,166.51,1566,2216,1834.28
826,0,1272,1272.55,2022,2022.31,86.67,402,428.0,0.94,34.93,30.06,12.08,11.54,2.89,2.61,1.98,113.63,115.11,1629,2262,1886.46
829,0,205,205.28,2024,2024.52,113.5,605,644.0,0.94,47.17,40.97,12.65,12.8,3.73,3.2,0.37,21.12,17.58,1513,2329,1835.5
830,0,338,339.01,2028,2029.02,94.33,477,501.0,0.95,39.2,33.74,12.81,12.27,3.06,2.75,2.48,142.25,145.62,1569,2371,1858.16
834,0,1745,1745.38,2030,2030.39,98.77,474,500.0,0.95,42.3,36.23,11.18,11.29,3.78,3.21,0.12,6.79,6.16,1568,2142,1822.19
