IDs,Frame,Center_position_x_MICRON,Ellipse_center_x_MICRON,Center_position_y_MICRON,Ellipse_center_y_MICRON,Perimeter_MICRON,Surface_area_MICRON^2,Convex_hull_area_MICRON^2,Solidity,Length_MICRON,Ellipse_major_axis_MICRON,Width_MICRON,Ellipse_minor_axis_MICRON,Aspect_ratio,Ellipse_aspect_ratio,Angle_to_x+_axis_RAD,Angle_to_x+_axis_DEG,Ellipse_Angle_DEG,Min_intensity,Max_intensity,Mean_intensity
537,0,113.81,113.88,88.66,88.72,8.38,2.87,3.05,0.94,3.57,3.15,0.76,0.79,4.71,3.96,2.56,146.89,147.06,1550,2258,1842.58
538,0,37.57,37.63,88.86,88.9,6.22,2.1,2.19,0.96,2.57,2.24,0.88,0.81,2.91,2.78,1.85,106.14,100.83,1590,2266,1844.96
539,0,56.29,56.34,88.92,88.97,6.44,2.13,2.29,0.93,2.6,2.27,0.8,0.81,3.24,2.79,1.34,77.01,74.93,1614,2370,1869.61
540,0,88.59,88.61,88.86,88.87,7.53,2.56,2.69,0.95,3.25,2.85,0.83,0.78,3.9,3.64,2.5,143.13,142.82,1561,2260,1839.29
542,0,120.77,120.78,89.12,89.12,6.96,2.32,2.46,0.94,2.86,2.51,0.82,0.8,3.48,3.13,2.77,158.68,156.71,1530,2221,1841.21
543,0,75.98,76.01,89.31,89.35,6.45,2.11,2.22,0.95,2.66,2.31,0.76,0.79,3.49,2.93,0.38,21.54,21.66,1555,2223,1812.84
544,0,126.23,126.27,89.38,89.39,6.77,2.18,2.33,0.93,2.78,2.43,0.82,0.78,3.38,3.12,0.36,20.56,20.23,1594,2250,1852.08
545,0,83.14,83.19,89.38,89.41,7.39,2.59,2.7,0.96,3.2,2.79,0.85,0.8,3.74,3.48,0.1,5.83,3.58,1566,2318,1839.86
546,0,73.91,73.94,91.39,91.41,10.28,3.62,4.03,0.9,4.43,3.98,0.52,0.84,8.45,4.75,2.09,119.95,119.68,1554,2229,1816.62
547,0,85.15,85.22,91.52,91.53,9.57,3.37,3.72,0.91,4.13,3.67,0.66,0.84,6.23,4.38,1.7,97.24,97.31,1553,2311,1842.47
548,0,100.95,100.98,90.81,90.83,7.06,2.43,2.51,0.97,3.05,2.68,0.83,0.79,3.66,3.41,2.27,129.81,133.52,1584,2217,1826.29
549,0,54.34,54.37,90.67,90.71,6.11,1.93,2.02,0.95,2.52,2.2,0.79,0.76,3.18,2.9,0.6,34.51,33.74,1575,2489,1898.83
550,0,60.52,60.55,91.39,91.42,9.53,3.41,3.57,0.96,4.19,3.78,0.78,0.8,5.35,4.71,2.3,131.86,134.76,1593,2390,1853.4
551,0,19.7,19.76,91.45,91.51,7.58,2.48,2.64,0.94,3.19,2.79,0.82,0.78,3.88,3.6,1.86,106.59,105.65,1531,2294,1856.64
552,0,2.54,2.55,91.26,91.26,6.15,1.97,2.09,0.94,2.48,2.17,0.87,0.79,2.84,2.75,1.98,113.2,115.19,1610,2273,1860.07
553,0,17.36,17.39,90.67,90.7,7.7,2.66,2.86,0.93,3.26,2.82,0.85,0.83,3.85,3.38,3.06,175.43,174.26,1597,2333,1870.89
554,0,89.89,89.93,91.72,91.77,7.94,2.83,3.01,0.94,3.38,3.01,0.85,0.83,3.95,3.63,1.38,78.91,81.12,1598,2304,1846.13
555,0,55.51,55.51,91.45,91.49,6.58,2.17,2.3,0.94,2.68,2.34,0.87,0.81,3.07,2.9,1.17,67.17,71.5,1612,2523,1910.35
556,0,79.89,79.93,91.72,91.74,6.97,2.38,2.5,0.95,2.96,2.56,0.83,0.8,3.56,3.2,2.23,127.87,126.73,1523,2231,1816.59
559,0,23.14,23.18,91.72,91.71,7.91,2.72,2.92,0.93,3.29,2.89,0.82,0.82,4.0,3.51,2.82,161.57,161.71,1583,2246,1827.69
560,0,121.62,121.63,92.17,92.24,9.26,3.23,3.64,0.89,3.95,3.46,0.65,0.89,6.08,3.89,0.63,36.3,36.21,1602,2372,1880.27
561,0,52.39,52.42,92.3,92.35,6.14,2.03,2.11,0.96,2.59,2.27,0.74,0.77,3.49,2.94,0.68,38.88,44.25,1619,2364,1859.32
562,0,31.59,31.61,92.62,92.68,5.88,1.88,2.0,0.94,2.37,2.07,0.85,0.79,2.77,2.63,1.74,99.46,95.42,1555,2260,1837.77
563,0,9.55,9.62,92.62,92.64,7.72,2.51,2.69,0.93,3.31,2.9,0.7,0.77,4.73,3.77,0.45,25.56,24.5,1550,2227,1840.33
564,0,36.53,36.54,93.53,93.55,8.44,2.96,3.21,0.92,3.55,3.13,0.84,0.84,4.2,3.72,1.12,63.9,65.97,1598,2647,1932.06
565,0,91.26,91.29,93.8,93.83,7.18,2.28,2.44,0.93,3.03,2.67,0.74,0.75,4.08,3.56,1.31,75.07,75.59,1553,2313,1857.92
566,0,95.23,95.29,94.06,94.1,8.56,3.0,3.16,0.95,3.62,3.19,0.76,0.82,4.76,3.92,1.94,111.04,111.23,1602,2303,1846.06
567,0,59.87,59.88,94.38,94.38,7.44,2.48,2.61,0.95,3.12,2.77,0.7,0.79,4.45,3.52,1.98,113.36,117.5,1557,2216,1812.62
568,0,54.8,54.81,94.25,94.26,7.56,2.59,2.75,0.94,3.17,2.8,0.7,0.81,4.51,3.44,2.53,145.01,145.31,1592,2287,1840.68
569,0,34.19,34.25,94.12,94.14,8.87,3.1,3.39,0.91,3.72,3.29,0.76,0.85,4.89,3.89,0.34,19.38,20.82,1582,2508,1912.52
570,0,45.57,45.61,94.45,94.46,6.35,2.15,2.24,0.96,2.67,2.32,0.85,0.8,3.15,2.89,0.98,55.92,52.88,1568,2254,1827.6
571,0,12.8,12.86,94.58,94.58,6.74,2.25,2.4,0.94,2.78,2.44,0.85,0.8,3.28,3.05,1.0,57.43,56.93,1567,2243,1826.7
572,0,36.98,36.99,94.9,94.91,8.89,3.21,3.37,0.95,3.91,3.4,0.74,0.83,5.31,4.11,0.77,44.33,45.44,1627,2644,1966.91
573,0,120.25,120.28,94.25,94.25,7.32,2.48,2.64,0.94,3.06,2.67,0.87,0.8,3.5,3.33,0.42,23.84,24.77,1637,2387,1887.89
574,0,102.57,102.6,95.23,95.23,7.25,2.42,2.59,0.93,3.04,2.64,0.82,0.81,3.7,3.27,1.92,109.98,109.83,1553,2269,1844.26
575,0,31.92,31.95,95.09,95.12,5.94,1.9,2.02,0.94,2.44,2.1,0.85,0.78,2.85,2.71,1.73,99.21,95.98,1582,2352,1874.09
576,0,93.92,93.94,95.62,95.66,8.38,2.71,2.9,0.94,3.61,3.16,0.79,0.75,4.57,4.21,1.81,103.54,104.46,1580,2351,1867.64
577,0,39.33,39.33,94.7,94.71,6.43,2.2,2.31,0.95,2.68,2.34,0.85,0.81,3.14,2.89,0.12,6.95,3.2,1576,2446,1877.83
578,0,100.56,100.62,95.36,95.39,5.03,1.51,1.55,0.97,2.11,1.8,0.79,0.72,2.66,2.51,1.42,81.12,86.13,1578,2243,1848.24
579,0,20.87,20.87,95.29,95.31,5.43,1.73,1.8,0.96,2.22,1.92,0.74,0.78,3.0,2.47,0.91,52.13,51.51,1605,2487,1861.06
580,0,80.86,80.87,95.36,95.39,10.36,3.48,3.89,0.9,4.46,3.95,0.64,0.82,6.96,4.81,0.4,23.2,23.21,1563,2272,1836.87
581,0,21.78,21.79,96.27,96.29,6.78,2.29,2.41,0.95,2.9,2.52,0.85,0.8,3.39,3.16,1.41,80.96,85.9,1586,2460,1879.18
582,0,52.0,52.01,95.75,95.81,8.29,2.9,3.09,0.94,3.52,3.09,0.81,0.83,4.32,3.73,2.66,152.49,151.42,1595,2496,1864.19
583,0,6.7,6.7,95.81,95.82,5.96,1.97,2.07,0.95,2.48,2.13,0.85,0.8,2.92,2.67,0.08,4.51,1.62,1558,2212,1830.44
584,0,88.86,88.91,96.46,96.47,7.92,2.73,2.93,0.93,3.41,2.99,0.7,0.8,4.85,3.71,0.61,34.9,35.87,1589,2336,1828.77
585,0,109.07,109.12,95.88,95.94,5.45,1.77,1.85,0.95,2.14,1.91,0.87,0.81,2.47,2.36,2.9,165.96,177.42,1602,2252,1842.23
586,0,106.86,106.92,95.94,95.96,5.71,1.91,1.95,0.98,2.31,2.04,0.85,0.81,2.7,2.52,2.97,170.27,179.55,1563,2263,1852.18
587,0,2.99,3.05,96.33,96.39,6.01,1.96,2.06,0.95,2.43,2.11,0.84,0.81,2.87,2.61,0.36,20.38,20.23,1553,2229,1825.21
588,0,34.32,34.34,96.98,97.01,8.04,2.72,2.92,0.93,3.38,2.99,0.79,0.8,4.3,3.73,2.75,157.38,156.88,1592,2454,1893.59
589,0,67.53,67.54,96.66,96.67,5.49,1.73,1.81,0.96,2.24,1.94,0.82,0.77,2.73,2.54,2.85,163.14,165.25,1561,2275,1827.4
590,0,19.5,19.51,97.11,97.15,5.52,1.8,1.86,0.97,2.27,1.94,0.85,0.79,2.68,2.44,1.03,59.04,55.92,1566,2298,1839.38
591,0,68.97,68.99,98.02,98.03,8.41,2.82,3.13,0.9,3.61,3.2,0.66,0.81,5.45,3.96,1.43,81.72,84.47,1588,2210,1843.21
592,0,52.52,52.57,97.56,97.6,8.15,2.91,3.06,0.95,3.46,3.1,0.74,0.83,4.67,3.73,2.45,140.33,135.97,1601,2564,1898.55
593,0,77.87,77.92,97.7,97.74,6.64,2.02,2.15,0.94,2.82,2.45,0.74,0.71,3.81,3.43,1.83,104.68,104.0,1584,2195,1820.62
594,0,9.88,9.89,97.24,97.3,9.7,3.47,3.77,0.92,4.2,3.71,0.76,0.84,5.52,4.41,2.76,158.2,159.41,1581,2370,1880.59
595,0,100.36,100.38,97.44,97.46,5.07,1.54,1.62,0.95,2.02,1.75,0.85,0.75,2.37,2.35,1.67,95.53,88.96,1589,2359,1876.71
596,0,12.54,12.55,97.76,97.79,8.24,2.88,3.07,0.94,3.59,3.16,0.74,0.81,4.88,3.91,2.41,137.94,137.34,1652,2336,1888.25
597,0,101.73,101.75,98.15,98.21,7.07,2.46,2.56,0.96,3.02,2.63,0.74,0.81,4.07,3.25,0.92,52.88,52.75,1597,2404,1867.68
598,0,45.76,45.8,98.61,98.62,7.12,2.48,2.64,0.94,3.0,2.61,0.83,0.82,3.6,3.17,2.28,130.6,130.21,1599,2460,1869.56
599,0,127.34,127.37,98.73,98.75,7.4,2.48,2.62,0.95,3.16,2.74,0.76,0.79,4.16,3.49,1.01,57.62,57.23,1566,2256,1834.12
600,0,94.7,94.74,98.73,98.76,6.67,2.21,2.33,0.95,2.74,2.41,0.76,0.8,3.62,3.02,2.12,121.43,118.3,1552,2246,1833.81
601,0,26.26,26.28,98.73,98.75,5.72,1.9,1.98,0.96,2.3,2.0,0.92,0.82,2.5,2.45,1.43,81.87,89.72,1597,2312,1840.82
602,0,37.44,37.46,98.34,98.38,8.74,3.24,3.5,0.92,3.74,3.32,0.79,0.87,4.73,3.81,0.14,7.99,8.98,1580,2559,1877.6
603,0,49.2,49.21,98.87,98.91,5.7,1.85,1.96,0.95,2.29,1.99,0.82,0.81,2.78,2.47,1.83,104.83,100.87,1555,2348,1862.53
604,0,33.73,33.79,99.0,99.02,8.39,2.97,3.19,0.93,3.6,3.13,0.76,0.85,4.73,3.68,0.35,20.07,18.69,1578,2437,1874.62
605,0,109.53,109.57,99.39,99.4,7.17,2.39,2.55,0.94,3.03,2.64,0.79,0.8,3.82,3.31,0.62,35.39,36.53,1554,2188,1824.51
606,0,42.32,42.37,99.84,99.85,7.95,2.86,3.02,0.95,3.4,2.98,0.83,0.83,4.11,3.57,2.38,136.55,136.39,1568,2696,1960.07
608,0,59.61,59.61,100.1,100.15,6.39,2.24,2.32,0.97,2.68,2.32,0.92,0.82,2.91,2.81,1.67,95.57,92.7,1522,2230,1818.95
609,0,78.0,78.05,100.3,100.35,7.39,2.42,2.62,0.92,3.06,2.7,0.7,0.8,4.36,3.38,1.15,66.16,61.74,1592,2330,1847.05
610,0,15.28,15.33,99.52,99.56,6.52,2.18,2.28,0.96,2.74,2.42,0.79,0.79,3.47,3.06,0.09,5.44,1.54,1544,2273,1840.53
611,0,44.33,44.38,99.84,99.89,7.18,2.4,2.54,0.94,3.0,2.63,0.82,0.79,3.65,3.31,2.83,162.35,165.46,1660,2543,1962.67
612,0,112.12,112.13,100.49,100.54,6.31,2.06,2.15,0.96,2.68,2.32,0.74,0.77,3.62,3.04,0.89,50.91,50.63,1502,2256,1826.51
613,0,41.47,41.48,100.56,100.62,9.77,3.31,3.72,0.89,4.16,3.69,0.7,0.83,5.94,4.46,2.71,155.04,151.51,1630,2750,2005.65
614,0,52.39,52.41,100.75,100.78,7.69,2.71,2.83,0.96,3.37,2.97,0.83,0.81,4.05,3.68,0.88,50.48,47.75,1586,2386,1879.57
615,0,28.34,28.37,100.81,100.84,7.25,2.48,2.63,0.94,3.07,2.69,0.79,0.8,3.87,3.35,0.94,53.62,53.12,1515,2297,1845.64
616,0,47.77,47.84,100.36,100.41,5.66,1.84,1.94,0.95,2.25,1.92,0.94,0.82,2.4,2.34,0.58,33.23,27.29,1591,2734,1991.37
617,0,6.24,6.24,100.36,100.36,5.99,1.91,2.01,0.95,2.48,2.13,0.79,0.77,3.13,2.76,2.9,166.33,166.03,1575,2240,1806.1
618,0,26.2,26.2,100.88,100.92,5.54,1.73,1.85,0.94,2.19,1.97,0.79,0.77,2.77,2.54,1.36,78.02,86.54,1540,2313,1867.07
619,0,39.78,39.82,100.69,100.74,7.58,2.51,2.69,0.94,3.18,2.77,0.84,0.79,3.76,3.52,2.74,157.11,157.26,1598,2490,1953.52
620,0,49.08,49.09,101.14,101.16,5.72,1.91,2.02,0.95,2.31,1.98,0.92,0.82,2.51,2.4,1.4,80.27,82.47,1676,2634,1991.4
621,0,80.8,80.8,101.14,101.18,6.28,2.02,2.14,0.94,2.54,2.22,0.84,0.78,3.0,2.83,1.97,112.62,117.79,1570,2206,1823.15
622,0,56.29,56.34,102.31,102.36,9.81,3.47,3.82,0.91,4.19,3.72,0.73,0.84,5.77,4.44,2.09,119.74,117.16,1564,2397,1857.91
623,0,23.4,23.42,101.66,101.67,8.57,3.0,3.18,0.95,3.66,3.24,0.7,0.81,5.23,3.98,0.44,25.2,24.81,1609,2323,1847.87
624,0,45.76,45.79,101.47,101.48,5.69,1.82,1.91,0.95,2.33,2.01,0.81,0.78,2.86,2.58,0.53,30.14,30.68,1647,2548,1966.17
625,0,50.18,50.2,102.05,102.06,7.75,2.73,2.88,0.95,3.33,2.89,0.83,0.82,4.0,3.53,0.9,51.34,49.0,1642,2641,1967.54
626,0,13.59,13.63,102.18,102.19,7.52,2.5,2.72,0.92,3.17,2.76,0.81,0.82,3.89,3.37,2.06,118.14,117.3,1545,2431,1853.27
627,0,130.84,130.85,101.53,101.55,5.54,1.76,1.86,0.95,2.22,1.91,0.85,0.79,2.62,2.43,0.56,31.83,29.55,1578,2270,1854.65
628,0,68.06,68.09,102.12,102.15,6.28,2.01,2.13,0.95,2.58,2.24,0.76,0.78,3.4,2.89,2.16,123.69,121.75,1583,2208,1816.53
629,0,46.67,46.69,101.98,102.01,8.09,2.8,2.97,0.94,3.43,3.03,0.81,0.81,4.22,3.77,0.51,29.48,27.0,1651,2703,2014.41
630,0,34.65,34.66,102.96,102.98,9.3,3.44,3.71,0.93,3.95,3.48,0.85,0.88,4.66,3.95,1.0,57.09,58.85,1576,2326,1851.24
631,0,37.96,37.97,102.18,102.2,7.84,2.69,2.87,0.94,3.31,2.91,0.74,0.81,4.47,3.61,0.28,15.95,15.05,1562,2376,1885.98
632,0,64.35,64.38,103.09,103.15,7.58,2.59,2.74,0.95,3.25,2.84,0.83,0.79,3.9,3.58,2.21,126.87,127.29,1568,2420,1856.63
633,0,14.82,14.82,103.48,103.5,8.69,2.97,3.39,0.88,3.72,3.22,0.61,0.9,6.06,3.6,0.93,53.53,52.93,1596,2412,1881.83
634,0,129.09,129.14,102.96,103.0,5.52,1.74,1.84,0.95,2.2,1.91,0.85,0.8,2.6,2.39,0.97,55.84,56.84,1635,2314,1868.88
635,0,93.34,93.35,102.57,102.6,6.79,2.25,2.35,0.96,2.8,2.47,0.78,0.79,3.59,3.13,3.07,176.01,179.08,1586,2285,1838.34
636,0,86.19,86.22,103.28,103.34,5.91,1.92,2.02,0.95,2.36,2.06,0.85,0.81,2.79,2.56,1.02,58.5,61.14,1494,2225,1778.75
637,0,81.45,81.51,103.61,103.62,5.96,1.91,2.03,0.94,2.5,2.17,0.79,0.76,3.16,2.85,1.73,98.97,93.8,1618,2218,1838.89
638,0,95.55,95.61,103.67,103.68,6.2,1.97,2.07,0.95,2.56,2.27,0.79,0.75,3.23,3.02,1.7,97.31,97.14,1581,2256,1856.11
639,0,122.46,122.52,103.55,103.58,6.18,1.86,1.97,0.95,2.6,2.26,0.76,0.71,3.43,3.2,2.12,121.7,120.64,1536,2264,1841.45
640,0,116.35,116.41,104.59,104.63,11.13,3.71,4.14,0.89,4.89,4.35,0.67,0.78,7.3,5.59,1.07,61.39,60.52,1567,2267,1841.04
641,0,5.33,5.33,104.0,104.0,7.17,2.41,2.56,0.94,2.97,2.6,0.79,0.81,3.78,3.22,1.17,66.8,68.06,1569,2224,1835.63
642,0,55.71,55.71,104.33,104.38,8.67,3.09,3.3,0.93,3.66,3.24,0.82,0.84,4.45,3.86,1.92,109.72,110.16,1591,2454,1865.5
643,0,41.66,41.72,103.28,103.34,7.31,2.49,2.64,0.94,3.07,2.7,0.8,0.8,3.82,3.37,0.23,13.45,13.54,1619,2321,1844.08
644,0,49.2,49.25,104.52,104.57,8.69,3.03,3.25,0.93,3.77,3.31,0.74,0.81,5.09,4.08,0.94,54.12,53.38,1649,2545,1957.4
645,0,70.46,70.45,105.04,105.07,8.19,2.82,3.07,0.92,3.52,3.11,0.72,0.83,4.92,3.76,1.52,86.82,88.67,1576,2461,1903.02
646,0,126.17,126.18,104.52,104.58,5.66,1.77,1.89,0.94,2.24,1.97,0.79,0.78,2.84,2.54,1.75,100.01,101.14,1599,2302,1843.54
647,0,47.45,47.46,105.37,105.4,7.25,2.4,2.56,0.94,3.0,2.63,0.88,0.79,3.39,3.32,1.26,72.35,71.87,1533,2501,1898.91
648,0,63.51,63.52,104.65,104.69,8.1,2.76,3.0,0.92,3.42,3.02,0.7,0.83,4.88,3.64,2.77,158.81,159.09,1573,2487,1898.49
650,0,83.85,83.86,106.02,106.06,8.96,3.02,3.26,0.93,3.79,3.36,0.7,0.8,5.41,4.23,1.18,67.83,66.72,1536,2275,1847.08
651,0,24.12,24.16,105.82,105.84,7.87,2.66,2.85,0.93,3.3,2.91,0.84,0.8,3.9,3.64,1.19,67.99,64.71,1557,2532,1872.87
652,0,60.39,60.41,105.11,105.16,6.74,2.32,2.44,0.95,2.79,2.42,0.87,0.82,3.2,2.94,2.71,155.22,155.19,1523,2348,1818.91
653,0,123.7,123.71,105.82,105.87,6.34,1.93,2.05,0.94,2.59,2.29,0.82,0.73,3.16,3.14,1.96,112.07,114.79,1571,2234,1870.05
654,0,107.12,107.18,105.5,105.54,7.81,2.57,2.78,0.92,3.27,2.9,0.76,0.79,4.3,3.66,0.37,20.96,23.38,1571,2339,1856.84
655,0,95.88,95.88,106.08,106.11,6.07,1.88,1.99,0.94,2.43,2.17,0.79,0.75,3.07,2.91,1.44,82.3,92.44,1600,2234,1848.31
656,0,69.42,69.43,106.28,106.29,6.23,2.07,2.18,0.95,2.55,2.21,0.82,0.81,3.1,2.74,1.91,109.36,110.41,1609,2454,1936.88
657,0,129.81,129.85,106.41,106.41,8.57,2.96,3.19,0.93,3.75,3.29,0.83,0.81,4.5,4.08,0.67,38.66,39.19,1586,2448,1915.27
658,0,108.55,108.64,106.8,106.81,8.49,2.76,3.18,0.87,3.54,3.13,0.62,0.85,5.74,3.67,1.21,69.57,70.22,1599,2315,1872.38
659,0,3.31,3.35,106.86,106.87,7.59,2.51,2.66,0.94,3.25,2.85,0.73,0.76,4.47,3.73,1.37,78.47,79.78,1594,2306,1854.83
660,0,131.69,131.73,106.28,106.3,7.2,2.41,2.55,0.95,2.99,2.66,0.76,0.8,3.95,3.35,0.6,34.38,33.14,1634,2602,1981.77
661,0,30.16,30.17,106.73,106.79,5.99,1.88,1.99,0.94,2.45,2.12,0.76,0.76,3.22,2.79,1.27,73.01,71.69,1531,2222,1814.23
662,0,126.88,126.91,106.73,106.79,6.14,1.91,2.01,0.95,2.51,2.2,0.82,0.75,3.05,2.94,1.94,111.25,110.08,1653,2393,1945.56
663,0,64.35,64.4,106.28,106.28,5.4,1.66,1.76,0.94,2.16,1.84,0.82,0.78,2.63,2.37,2.77,158.84,155.66,1573,2512,1883.34
664,0,71.89,71.91,107.19,107.2,7.83,2.7,2.95,0.91,3.29,2.86,0.73,0.85,4.53,3.37,2.09,119.6,117.32,1591,2500,1908.97
665,0,24.7,24.76,106.86,106.88,5.14,1.56,1.6,0.98,2.13,1.87,0.74,0.72,2.88,2.59,0.92,52.43,46.23,1668,2436,1921.95
666,0,48.95,48.99,107.25,107.3,8.19,2.83,3.05,0.93,3.46,3.06,0.76,0.82,4.57,3.73,0.6,34.29,33.65,1611,2315,1860.68
667,0,126.3,126.35,107.84,107.88,8.14,2.84,3.0,0.95,3.55,3.06,0.85,0.81,4.19,3.8,2.17,124.56,124.22,1631,2468,1924.79
668,0,19.11,19.14,107.19,107.24,6.81,2.27,2.42,0.94,2.84,2.48,0.8,0.8,3.53,3.11,2.86,164.05,167.65,1563,2238,1825.57
669,0,66.04,66.09,107.51,107.52,5.4,1.74,1.79,0.97,2.18,1.89,0.88,0.79,2.47,2.41,2.5,143.47,135.08,1597,2281,1847.14
670,0,46.09,46.12,107.84,107.9,6.68,2.24,2.35,0.96,2.82,2.45,0.83,0.79,3.39,3.11,0.9,51.55,51.85,1626,2290,1849.55
671,0,121.68,121.72,108.03,108.04,5.66,1.67,1.75,0.95,2.4,2.05,0.73,0.69,3.3,2.96,1.35,77.47,79.22,1590,2265,1894.32
672,0,80.99,81.05,108.23,108.27,6.64,2.19,2.3,0.95,2.8,2.44,0.82,0.77,3.4,3.15,1.88,107.59,104.88,1557,2257,1832.2
673,0,69.81,69.82,109.2,109.24,10.66,3.83,4.13,0.93,4.6,4.15,0.67,0.83,6.88,5.02,2.1,120.55,120.37,1603,2542,1914.43
674,0,23.07,23.1,108.23,108.24,5.21,1.64,1.7,0.97,2.13,1.82,0.85,0.77,2.51,2.35,0.55,31.26,34.22,1629,2362,1917.73
675,0,120.58,120.61,108.68,108.71,6.21,1.8,1.94,0.93,2.61,2.3,0.76,0.69,3.43,3.35,1.24,71.11,72.29,1636,2384,1956.33
676,0,93.86,93.87,108.23,108.23,6.87,2.33,2.43,0.96,2.94,2.59,0.79,0.78,3.72,3.33,3.03,173.66,175.63,1612,2267,1838.04
677,0,118.69,118.75,109.85,109.86,8.76,2.94,3.22,0.92,3.82,3.38,0.65,0.79,5.88,4.27,0.95,54.69,53.4,1583,2328,1880.51
678,0,21.78,21.82,109.92,109.92,7.08,2.47,2.59,0.95,3.01,2.65,0.85,0.82,3.52,3.23,1.68,96.2,92.21,1586,2402,1886.43
679,0,3.12,3.12,109.14,109.16,5.63,1.81,1.91,0.94,2.25,1.95,0.82,0.8,2.73,2.44,2.76,157.89,153.2,1614,2370,1849.84
680,0,71.95,71.96,110.05,110.1,7.68,2.69,2.88,0.93,3.2,2.84,0.79,0.82,4.05,3.46,1.8,102.91,101.46,1596,2510,1942.7
681,0,74.56,74.57,109.85,109.88,7.07,2.39,2.54,0.94,2.96,2.6,0.76,0.81,3.9,3.22,2.15,123.34,124.81,1587,2271,1834.6
682,0,19.18,19.22,109.2,109.26,6.68,2.28,2.41,0.95,2.74,2.41,0.87,0.82,3.16,2.92,0.24,13.71,12.13,1576,2344,1840.88
683,0,9.55,9.61,109.66,109.7,5.82,1.83,1.94,0.95,2.38,2.02,0.82,0.77,2.9,2.61,0.3,17.45,17.97,1604,2193,1809.62
684,0,121.36,121.4,110.7,110.72,5.63,1.58,1.66,0.96,2.43,2.12,0.66,0.64,3.66,3.3,1.44,82.3,86.62,1564,2237,1871.56
685,0,4.94,4.96,110.37,110.38,5.64,1.84,1.9,0.97,2.31,2.0,0.83,0.8,2.77,2.52,2.28,130.43,135.9,1590,2317,1851.2
686,0,27.69,27.72,111.8,111.77,14.78,5.6,6.65,0.84,6.58,5.72,0.7,0.99,9.36,5.77,0.61,34.95,35.3,1557,2324,1849.28
687,0,66.89,66.91,111.34,111.38,7.56,2.54,2.71,0.94,3.21,2.8,0.76,0.8,4.22,3.5,1.94,111.37,109.92,1598,2235,1839.75
688,0,23.14,23.2,110.95,110.99,6.88,2.28,2.4,0.95,2.93,2.58,0.79,0.77,3.69,3.33,0.64,36.87,36.78,1536,2406,1873.12
689,0,49.53,49.54,110.5,110.54,6.7,2.29,2.34,0.98,2.8,2.46,0.78,0.81,3.59,3.04,0.05,2.66,178.93,1543,2518,1873.68
690,0,36.4,36.45,110.83,110.85,9.56,3.38,3.6,0.94,4.3,3.79,0.72,0.79,6.01,4.79,3.08,176.53,177.31,1539,2300,1838.24
691,0,89.38,89.42,111.67,111.73,5.92,1.91,2.0,0.95,2.43,2.12,0.79,0.78,3.07,2.72,0.98,55.89,56.57,1558,2534,1910.05
692,0,50.18,50.18,112.32,112.37,9.03,3.16,3.46,0.91,3.99,3.5,0.74,0.83,5.39,4.22,2.49,142.94,140.86,1610,2556,1906.17
693,0,90.09,90.13,112.91,112.92,9.56,3.49,3.77,0.93,4.17,3.75,0.83,0.85,5.01,4.43,0.92,52.59,49.86,1616,2708,2002.28
694,0,1.76,1.76,113.04,113.08,8.13,2.86,3.07,0.93,3.45,3.06,0.85,0.83,4.04,3.7,1.78,101.94,101.16,1580,2296,1820.27
695,0,4.55,4.55,112.91,112.94,7.26,2.48,2.66,0.93,3.08,2.74,0.79,0.79,3.89,3.45,1.7,97.28,91.63,1539,2319,1842.71
696,0,102.64,102.68,112.71,112.77,7.44,2.51,2.65,0.94,3.16,2.73,0.76,0.79,4.16,3.45,2.14,122.38,121.33,1573,2224,1843.73
697,0,98.22,98.28,113.3,113.3,9.31,3.33,3.61,0.92,3.99,3.58,0.74,0.85,5.39,4.22,1.85,106.07,103.14,1577,2281,1856.84
698,0,70.53,70.55,112.12,112.16,5.34,1.66,1.76,0.94,2.11,1.81,0.85,0.79,2.46,2.3,2.99,171.12,164.86,1551,2447,1891.45
699,0,72.54,72.55,112.58,112.59,5.27,1.65,1.72,0.96,2.1,1.81,0.92,0.78,2.28,2.33,3.02,172.87,171.14,1537,2366,1899.12
700,0,49.34,49.35,113.81,113.85,6.9,2.21,2.35,0.94,2.93,2.55,0.73,0.75,4.04,3.4,1.79,102.8,101.12,1579,2406,1873.42
701,0,79.17,79.19,113.75,113.81,8.7,3.08,3.26,0.94,3.74,3.34,0.83,0.81,4.49,4.14,0.7,40.06,43.42,1591,2551,1899.71
702,0,88.08,88.08,113.75,113.81,5.91,1.95,2.04,0.95,2.43,2.07,0.85,0.81,2.87,2.56,0.98,55.89,57.15,1592,2581,1985.89
703,0,91.33,91.34,114.08,114.12,5.79,1.84,1.94,0.95,2.32,2.01,0.82,0.78,2.83,2.56,1.26,72.07,71.17,1665,2572,1984.73
704,0,11.63,11.69,113.75,113.82,9.76,3.63,3.95,0.92,4.26,3.78,0.79,0.87,5.38,4.36,3.02,172.98,175.44,1585,2575,1903.74
705,0,92.11,92.17,114.73,114.76,6.64,2.14,2.26,0.95,2.78,2.44,0.79,0.77,3.51,3.18,1.38,79.22,78.63,1657,2482,1942.02
706,0,7.28,7.35,114.47,114.47,9.98,3.53,3.85,0.92,4.28,3.78,0.82,0.83,5.21,4.55,0.39,22.29,22.01,1526,2451,1864.54
