IDs,Frame,Center_position_x_MICRON,Ellipse_center_x_MICRON,Center_position_y_MICRON,Ellipse_center_y_MICRON,Perimeter_MICRON,Surface_area_MICRON^2,Convex_hull_area_MICRON^2,Solidity,Length_MICRON,Ellipse_major_axis_MICRON,Width_MICRON,Ellipse_minor_axis_MICRON,Aspect_ratio,Ellipse_aspect_ratio,Angle_to_x+_axis_RAD,Angle_to_x+_axis_DEG,Ellipse_Angle_DEG,Min_intensity,Max_intensity,Mean_intensity
370,0,73.32,73.38,63.9,63.92,6.9,2.37,2.5,0.95,2.88,2.53,0.8,0.81,3.59,3.11,1.82,104.35,102.33,1631,2450,1893.69
371,0,49.47,49.47,62.98,63.04,6.0,1.94,2.02,0.96,2.5,2.19,0.79,0.76,3.16,2.87,2.98,171.03,176.56,1597,2247,1836.23
372,0,26.46,26.52,64.74,64.76,9.69,3.27,3.59,0.91,4.2,3.74,0.56,0.8,7.56,4.68,1.95,111.8,109.31,1570,2471,1883.9
373,0,113.81,113.86,64.55,64.57,8.97,3.29,3.44,0.95,3.96,3.52,0.83,0.82,4.76,4.28,2.29,131.01,132.03,1528,2310,1840.69
374,0,119.6,119.61,64.94,65.0,8.72,2.97,3.24,0.92,3.75,3.3,0.74,0.81,5.06,4.06,1.33,75.96,76.72,1645,2551,1939.61
375,0,7.93,7.99,64.03,64.04,7.93,2.66,2.85,0.93,3.33,2.95,0.76,0.79,4.38,3.73,2.78,159.44,157.71,1649,2483,1899.8
376,0,33.48,33.52,64.74,64.8,8.36,2.84,3.03,0.94,3.58,3.16,0.73,0.79,4.93,3.98,2.08,119.36,121.13,1592,2289,1861.29
377,0,57.91,57.97,63.96,64.02,5.49,1.69,1.8,0.94,2.13,1.88,0.84,0.78,2.52,2.41,0.41,23.43,30.75,1650,2587,1938.54
378,0,60.52,60.53,64.03,64.07,9.5,3.36,3.65,0.92,4.13,3.65,0.8,0.81,5.14,4.48,0.22,12.72,11.75,1633,2675,1994.92
380,0,130.59,130.65,64.87,64.9,8.02,2.88,3.03,0.95,3.46,3.1,0.74,0.82,4.67,3.78,0.88,50.33,47.93,1604,2333,1883.86
381,0,23.07,23.11,65.2,65.22,7.6,2.52,2.67,0.94,3.23,2.84,0.76,0.77,4.26,3.68,2.17,124.33,123.38,1555,2257,1834.4
382,0,29.45,29.47,64.94,64.95,5.92,1.94,2.03,0.96,2.43,2.1,0.82,0.8,2.95,2.63,1.93,110.38,109.44,1591,2261,1853.34
383,0,3.71,3.73,64.48,64.49,7.74,2.67,2.82,0.95,3.33,2.91,0.79,0.8,4.21,3.66,0.22,12.41,11.04,1619,2291,1903.07
384,0,118.5,118.51,65.65,65.67,8.35,2.85,3.14,0.91,3.53,3.13,0.73,0.82,4.86,3.81,1.35,77.24,80.22,1626,2577,1960.33
385,0,81.7,81.74,65.06,65.1,7.84,2.61,2.78,0.94,3.32,2.92,0.79,0.78,4.23,3.75,0.4,23.05,22.0,1593,2363,1850.96
386,0,89.89,89.91,65.06,65.09,8.5,2.9,3.06,0.95,3.68,3.21,0.76,0.79,4.84,4.07,2.78,159.33,159.23,1581,2299,1822.46
387,0,60.52,60.57,64.94,64.99,6.72,2.1,2.25,0.93,2.82,2.5,0.74,0.73,3.81,3.4,0.26,14.68,11.84,1680,2576,2010.64
388,0,13.46,13.49,65.59,65.64,5.9,1.95,2.01,0.97,2.45,2.13,0.83,0.79,2.94,2.71,0.69,39.61,43.56,1635,2242,1847.55
389,0,57.85,57.87,65.2,65.21,6.13,1.96,2.06,0.95,2.6,2.25,0.78,0.75,3.34,2.99,3.09,177.14,177.57,1649,2725,1971.0
390,0,93.47,93.52,65.59,65.59,8.08,2.87,2.93,0.98,3.58,3.14,0.84,0.8,4.24,3.92,0.05,3.12,0.14,1541,2294,1858.11
391,0,97.17,97.23,66.11,66.16,8.73,3.05,3.24,0.94,3.74,3.31,0.87,0.81,4.31,4.1,2.91,166.93,166.05,1590,2554,1900.24
392,0,127.86,127.87,67.02,67.03,8.27,2.94,3.11,0.94,3.5,3.08,0.76,0.84,4.62,3.69,0.55,31.33,31.76,1623,2364,1879.26
393,0,100.56,100.58,67.53,67.56,8.64,3.02,3.22,0.94,3.68,3.29,0.76,0.81,4.85,4.08,2.58,147.99,147.45,1598,2551,1854.84
394,0,28.6,28.6,68.19,68.24,8.51,2.9,3.13,0.93,3.57,3.16,0.79,0.81,4.51,3.89,1.39,79.51,78.48,1603,2270,1853.64
395,0,32.05,32.07,67.53,67.58,6.32,2.17,2.26,0.96,2.64,2.32,0.83,0.81,3.17,2.88,0.66,38.0,43.96,1554,2356,1864.12
396,0,94.77,94.78,67.14,67.2,8.42,2.94,3.16,0.93,3.63,3.22,0.79,0.81,4.6,3.99,0.18,10.3,9.83,1554,2555,1913.48
397,0,97.89,97.95,67.34,67.39,6.87,2.21,2.33,0.95,2.88,2.53,0.76,0.76,3.79,3.32,2.75,157.48,156.29,1670,2622,1976.53
398,0,112.78,112.81,68.38,68.41,9.48,3.33,3.63,0.92,4.07,3.68,0.7,0.82,5.79,4.49,2.16,123.94,125.59,1569,2405,1844.17
399,0,123.11,123.15,68.06,68.1,5.3,1.69,1.77,0.95,2.1,1.8,0.87,0.81,2.4,2.24,1.05,60.26,58.28,1633,2276,1854.47
400,0,10.99,11.04,68.12,68.15,6.93,2.32,2.46,0.94,2.85,2.49,0.87,0.81,3.27,3.09,2.72,155.77,152.51,1601,2356,1869.96
401,0,77.28,77.31,68.06,68.06,8.79,3.22,3.43,0.94,3.79,3.33,0.88,0.85,4.28,3.91,0.28,15.95,13.09,1574,2347,1853.99
402,0,19.37,19.4,68.9,68.93,7.92,2.61,2.78,0.94,3.36,2.98,0.76,0.77,4.43,3.87,2.12,121.53,122.1,1584,2276,1837.32
403,0,72.02,72.04,69.55,69.57,9.3,3.35,3.65,0.92,3.96,3.52,0.82,0.85,4.81,4.16,1.32,75.74,76.63,1538,2286,1847.56
404,0,91.06,91.07,68.58,68.63,6.68,2.34,2.47,0.95,2.8,2.44,0.88,0.83,3.16,2.92,0.62,35.54,41.04,1584,2243,1852.54
405,0,32.7,32.69,70.0,70.02,8.88,2.96,3.25,0.91,3.76,3.37,0.7,0.79,5.37,4.25,1.89,108.12,107.89,1607,2362,1860.17
406,0,13.46,13.5,69.42,69.48,6.66,2.16,2.29,0.95,2.74,2.42,0.83,0.78,3.3,3.12,2.2,126.33,125.17,1607,2229,1855.57
407,0,74.62,74.63,70.39,70.42,8.85,3.11,3.28,0.95,3.81,3.36,0.79,0.8,4.85,4.18,1.13,64.75,64.58,1604,2269,1859.23
408,0,121.88,121.88,69.81,69.84,5.52,1.79,1.86,0.96,2.25,1.94,0.85,0.79,2.66,2.45,0.99,56.77,53.97,1632,2293,1862.59
409,0,9.17,9.19,70.59,70.65,7.54,2.61,2.73,0.96,3.27,2.86,0.83,0.8,3.93,3.58,0.86,49.03,47.18,1590,2349,1876.46
410,0,89.25,89.3,70.72,70.75,6.97,2.33,2.48,0.94,2.87,2.54,0.79,0.8,3.61,3.17,1.0,57.03,57.43,1601,2366,1884.13
411,0,2.08,2.13,70.33,70.35,4.87,1.49,1.56,0.96,1.87,1.65,0.85,0.78,2.21,2.12,0.59,33.69,38.25,1602,2559,1881.14
412,0,111.73,111.78,70.14,70.15,7.69,2.58,2.73,0.94,3.33,2.94,0.72,0.77,4.65,3.85,3.06,175.52,175.56,1565,2397,1853.17
413,0,26.39,26.44,71.5,71.51,9.31,3.2,3.56,0.9,3.99,3.51,0.7,0.86,5.68,4.09,2.1,120.32,118.36,1553,2270,1850.62
414,0,77.87,77.87,71.76,71.79,9.45,3.38,3.62,0.93,4.05,3.61,0.74,0.83,5.47,4.36,1.29,74.18,73.95,1594,2261,1839.97
415,0,40.5,40.53,70.85,70.87,10.02,3.54,4.0,0.88,4.34,3.79,0.74,0.88,5.85,4.31,2.81,160.75,161.94,1563,2331,1847.38
416,0,22.82,22.82,71.24,71.27,6.1,1.97,2.07,0.95,2.48,2.16,0.79,0.79,3.15,2.73,1.98,113.2,112.85,1596,2367,1885.72
417,0,2.6,2.67,72.09,72.13,8.95,3.22,3.47,0.93,3.88,3.37,0.8,0.84,4.82,4.02,1.33,76.43,75.97,1630,2548,1934.59
418,0,23.98,23.99,72.09,72.12,6.65,2.21,2.33,0.95,2.75,2.41,0.85,0.79,3.22,3.04,1.69,96.79,95.14,1638,2464,1924.27
419,0,52.26,52.27,71.83,71.86,6.18,2.06,2.15,0.96,2.61,2.23,0.76,0.8,3.45,2.8,2.18,124.88,124.73,1590,2265,1834.19
420,0,0.78,0.78,71.56,71.61,4.84,1.47,1.52,0.97,1.9,1.62,0.83,0.77,2.28,2.1,0.91,51.95,44.82,1597,2308,1882.17
421,0,5.98,6.0,71.7,71.74,8.97,3.06,3.34,0.92,3.84,3.4,0.7,0.81,5.49,4.2,2.81,161.26,163.0,1587,2493,1912.21
422,0,88.4,88.41,72.61,72.61,6.94,2.32,2.43,0.95,2.96,2.57,0.83,0.78,3.56,3.3,2.23,127.87,127.18,1567,2402,1857.03
423,0,114.53,114.56,72.73,72.79,6.72,2.19,2.33,0.94,2.84,2.48,0.79,0.77,3.6,3.23,1.39,79.46,81.96,1526,2184,1817.95
424,0,5.13,5.14,73.45,73.48,10.83,3.86,4.24,0.91,4.76,4.28,0.65,0.83,7.32,5.18,2.13,122.17,124.46,1607,2586,1908.75
425,0,67.92,67.96,72.34,72.38,7.18,2.36,2.51,0.94,3.04,2.66,0.8,0.78,3.79,3.42,2.86,163.89,165.74,1591,2366,1858.5
426,0,84.11,84.12,73.06,73.1,7.73,2.52,2.68,0.94,3.34,2.97,0.65,0.75,5.14,3.95,0.92,52.91,52.1,1571,2309,1834.34
427,0,126.75,126.77,72.73,72.78,6.93,2.36,2.48,0.95,2.88,2.49,0.81,0.82,3.54,3.05,2.65,151.7,152.63,1568,2687,1907.35
428,0,19.63,19.68,72.73,72.78,7.69,2.63,2.83,0.93,3.24,2.83,0.82,0.82,3.93,3.44,0.39,22.44,20.33,1588,2355,1875.01
429,0,9.04,9.1,73.19,73.2,8.31,2.72,2.93,0.93,3.55,3.13,0.64,0.77,5.55,4.08,0.41,23.75,24.28,1603,2311,1872.73
430,0,41.6,41.61,73.12,73.16,6.38,2.04,2.18,0.94,2.62,2.29,0.79,0.78,3.34,2.95,0.41,23.39,22.96,1606,2343,1885.24
431,0,60.77,60.81,74.36,74.38,9.16,3.22,3.45,0.93,3.95,3.51,0.82,0.81,4.8,4.35,1.27,72.76,75.02,1587,2296,1857.35
432,0,69.42,69.46,73.97,74.03,6.77,2.3,2.43,0.95,2.8,2.45,0.82,0.81,3.4,3.02,1.26,72.41,75.38,1585,2340,1873.64
433,0,97.17,97.2,74.42,74.49,9.32,3.29,3.6,0.92,4.02,3.57,0.76,0.83,5.3,4.28,0.97,55.54,56.58,1583,2305,1839.78
434,0,20.87,20.91,73.97,73.98,7.12,2.46,2.58,0.95,3.05,2.67,0.83,0.81,3.66,3.3,0.88,50.19,47.38,1635,2438,1897.92
435,0,53.76,53.77,73.91,73.93,5.96,1.9,2.0,0.95,2.42,2.08,0.83,0.79,2.9,2.65,2.2,126.25,121.85,1561,2481,1906.97
436,0,43.03,43.06,73.64,73.71,7.68,2.55,2.79,0.91,3.24,2.85,0.79,0.81,4.1,3.51,0.18,10.41,8.44,1595,2375,1913.8
437,0,92.04,92.05,74.49,74.51,6.68,2.3,2.43,0.95,2.75,2.4,0.88,0.83,3.12,2.88,1.91,109.29,105.45,1544,2504,1859.97
438,0,129.41,129.44,74.17,74.21,7.33,2.5,2.71,0.92,3.1,2.74,0.76,0.83,4.09,3.3,2.57,146.98,145.56,1607,2629,1936.56
439,0,125.26,125.26,73.84,73.9,6.76,2.37,2.5,0.95,2.78,2.44,0.85,0.84,3.25,2.91,0.19,10.78,8.62,1623,2566,1915.64
440,0,17.16,17.21,74.62,74.65,6.92,2.34,2.46,0.95,2.98,2.57,0.79,0.79,3.75,3.25,0.94,53.88,53.56,1606,2305,1870.89
441,0,23.07,23.09,74.88,74.91,7.48,2.54,2.72,0.93,3.09,2.74,0.84,0.83,3.66,3.32,1.18,67.75,67.24,1575,2329,1872.66
442,0,12.54,12.56,74.3,74.31,5.3,1.67,1.75,0.96,2.1,1.79,0.82,0.8,2.55,2.24,2.76,158.2,151.43,1584,2213,1831.08
443,0,127.86,127.86,74.69,74.72,7.08,2.52,2.65,0.95,2.96,2.6,0.83,0.85,3.56,3.07,2.48,142.13,141.35,1706,2649,2043.12
444,0,85.22,85.26,75.2,75.21,8.3,3.0,3.19,0.94,3.56,3.14,0.74,0.84,4.81,3.75,0.9,51.67,52.49,1611,2288,1847.72
445,0,100.88,100.88,75.2,75.26,7.05,2.41,2.57,0.94,2.95,2.6,0.85,0.81,3.45,3.21,1.7,97.59,96.25,1551,2320,1843.19
446,0,49.86,49.87,75.59,75.63,8.9,3.08,3.35,0.92,3.82,3.39,0.76,0.82,5.04,4.16,2.13,121.8,121.29,1592,3087,1996.94
447,0,52.65,52.7,75.47,75.51,6.56,2.25,2.3,0.98,2.74,2.42,0.85,0.8,3.21,3.02,1.48,84.56,89.92,1620,2640,1982.28
448,0,93.02,93.04,75.73,75.75,8.32,2.8,3.08,0.91,3.57,3.14,0.7,0.81,5.08,3.85,0.99,56.89,56.22,1587,2511,1932.32
449,0,50.64,50.68,75.27,75.3,5.11,1.58,1.66,0.95,2.04,1.74,0.83,0.78,2.45,2.23,2.22,127.23,128.38,1603,2715,1994.15
450,0,14.11,14.11,75.47,75.5,5.14,1.64,1.69,0.97,2.0,1.77,0.88,0.8,2.26,2.22,2.52,144.25,137.47,1631,2231,1860.7
451,0,53.89,53.89,76.51,76.57,8.76,3.13,3.31,0.95,3.86,3.41,0.74,0.8,5.21,4.24,0.94,53.9,51.69,1621,2601,1969.29
452,0,66.56,66.57,76.64,76.64,7.7,2.67,2.82,0.95,3.29,2.92,0.85,0.8,3.85,3.67,1.41,80.91,82.49,1552,2332,1847.74
453,0,46.09,46.11,76.31,76.34,6.16,2.0,2.12,0.94,2.55,2.22,0.83,0.79,3.06,2.81,0.91,52.25,51.92,1622,2246,1843.71
454,0,68.77,68.81,76.7,76.71,6.65,2.17,2.29,0.95,2.76,2.44,0.82,0.78,3.36,3.15,1.31,74.98,79.72,1559,2306,1856.37
455,0,128.44,128.5,77.55,77.57,9.91,3.39,3.75,0.9,4.31,3.83,0.76,0.81,5.68,4.74,2.07,118.89,118.86,1700,2877,2108.91
456,0,129.81,129.84,77.16,77.18,9.09,3.25,3.62,0.9,3.86,3.32,0.7,0.91,5.49,3.64,2.51,143.9,142.15,1653,2748,2004.53
457,0,51.87,51.89,76.77,76.83,4.91,1.5,1.58,0.95,1.86,1.61,0.88,0.8,2.1,2.0,2.21,126.47,127.26,1765,3097,2148.02
458,0,78.98,79.02,76.64,76.69,9.55,3.31,3.66,0.91,4.15,3.63,0.65,0.84,6.35,4.34,0.16,9.02,8.2,1569,2264,1832.64
459,0,127.01,127.07,77.22,77.23,5.74,1.82,1.9,0.96,2.35,2.05,0.79,0.77,2.98,2.68,1.68,96.34,91.11,1581,2706,2004.95
460,0,90.67,90.7,76.96,77.01,6.88,2.3,2.43,0.95,2.87,2.54,0.85,0.79,3.38,3.2,0.58,32.97,34.14,1583,2520,1903.28
461,0,60.12,60.2,78.2,78.26,8.5,3.09,3.3,0.94,3.71,3.26,0.78,0.86,4.76,3.81,1.62,93.01,90.42,1593,2381,1873.42
462,0,99.65,99.69,77.03,77.03,6.99,2.32,2.46,0.94,2.9,2.57,0.82,0.79,3.53,3.26,2.87,164.41,165.89,1558,2331,1860.19
463,0,43.09,43.1,78.33,78.38,8.67,3.05,3.31,0.92,3.73,3.3,0.79,0.82,4.72,4.04,1.45,83.0,85.12,1604,2288,1856.15
464,0,50.7,50.75,77.74,77.74,9.01,3.21,3.49,0.92,3.86,3.36,0.8,0.84,4.81,3.98,2.92,167.37,165.43,1667,3078,2073.23
465,0,19.57,19.59,78.52,78.58,7.15,2.4,2.54,0.94,3.01,2.62,0.82,0.8,3.66,3.3,1.95,111.57,113.64,1593,2293,1836.32
466,0,90.42,90.48,78.39,78.44,8.35,2.97,3.14,0.94,3.67,3.21,0.74,0.81,4.95,3.94,0.65,37.07,39.09,1635,2539,1925.25
467,0,30.42,30.43,77.94,77.97,9.83,3.41,3.83,0.89,4.24,3.77,0.65,0.84,6.5,4.47,3.05,174.73,173.43,1552,2334,1849.92
468,0,39.91,39.91,78.45,78.48,6.81,2.23,2.36,0.94,2.83,2.48,0.79,0.78,3.57,3.16,0.64,36.61,36.46,1569,2262,1838.64
469,0,83.14,83.14,78.33,78.33,7.67,2.61,2.75,0.95,3.24,2.83,0.82,0.8,3.93,3.55,0.39,22.44,22.52,1582,2214,1826.84
470,0,128.5,128.51,79.56,79.57,9.12,3.31,3.54,0.93,3.87,3.41,0.79,0.85,4.92,4.02,2.0,114.84,115.44,1626,2779,2054.3
471,0,63.77,63.77,78.52,78.58,6.07,1.93,2.03,0.95,2.52,2.19,0.85,0.76,2.95,2.89,2.93,168.11,167.71,1590,2336,1858.14
472,0,103.61,103.62,78.91,78.91,5.72,1.84,1.91,0.96,2.36,2.04,0.83,0.77,2.83,2.63,0.69,39.4,39.78,1574,2254,1824.63
473,0,51.29,51.29,78.78,78.82,9.92,3.43,3.69,0.93,4.35,3.89,0.73,0.78,5.99,4.98,2.9,166.17,168.62,1632,2555,2037.77
474,0,15.67,15.67,78.98,79.01,9.78,3.52,3.83,0.92,4.25,3.8,0.66,0.84,6.4,4.53,0.2,11.48,9.63,1581,2364,1864.68
475,0,127.14,127.2,79.56,79.59,5.65,1.86,1.93,0.96,2.33,2.02,0.8,0.79,2.9,2.55,1.8,102.88,96.78,1670,2673,2012.16
476,0,48.82,48.84,79.3,79.3,8.65,3.07,3.31,0.93,3.69,3.3,0.79,0.82,4.66,4.0,2.98,170.87,171.2,1635,2516,1934.7
477,0,11.63,11.67,81.06,81.06,10.23,3.72,4.09,0.91,4.52,4.05,0.66,0.84,6.82,4.82,1.7,97.43,95.1,1615,2575,1894.86
478,0,66.11,66.11,79.56,79.62,6.43,2.05,2.17,0.95,2.65,2.32,0.73,0.77,3.64,3.03,2.66,152.18,151.87,1617,2450,1880.66
479,0,26.85,26.87,79.69,79.73,6.62,2.19,2.31,0.95,2.74,2.4,0.84,0.79,3.24,3.03,2.75,157.69,159.42,1550,2307,1846.47
480,0,115.38,115.43,80.67,80.73,6.98,2.32,2.47,0.94,2.93,2.58,0.79,0.78,3.71,3.3,1.79,102.8,99.92,1521,2255,1834.23
481,0,64.48,64.49,81.06,81.06,8.16,2.74,3.01,0.91,3.48,3.05,0.66,0.81,5.26,3.75,1.42,81.42,81.33,1623,2532,1906.08
482,0,101.66,101.66,80.28,80.31,5.92,1.91,2.01,0.95,2.43,2.09,0.85,0.79,2.87,2.66,0.6,34.11,33.8,1562,2285,1833.4
483,0,32.95,32.99,80.6,80.61,8.76,3.05,3.3,0.92,3.67,3.27,0.79,0.83,4.67,3.95,2.74,157.07,156.42,1545,2333,1874.1
484,0,58.7,58.7,80.73,80.77,6.16,2.1,2.21,0.95,2.46,2.17,0.83,0.84,2.95,2.59,2.49,142.52,144.12,1609,2295,1848.76
485,0,29.25,29.31,80.86,80.92,6.63,2.24,2.36,0.95,2.71,2.36,0.84,0.83,3.2,2.85,2.72,155.9,152.37,1616,2434,1867.39
486,0,36.27,36.27,81.12,81.18,8.76,3.05,3.29,0.93,3.72,3.32,0.79,0.81,4.74,4.09,2.71,155.22,154.14,1612,2384,1876.27
487,0,66.04,66.1,82.09,82.09,7.92,2.68,2.87,0.93,3.38,2.97,0.81,0.8,4.15,3.71,2.09,120.02,119.0,1589,2488,1887.18
488,0,9.95,9.98,81.84,81.86,7.15,2.53,2.62,0.97,3.06,2.73,0.83,0.81,3.67,3.39,2.24,128.09,132.3,1631,2670,1990.73
490,0,127.59,127.62,82.48,82.53,8.06,2.89,2.98,0.97,3.52,3.16,0.78,0.8,4.51,3.93,1.5,85.76,88.88,1639,2491,1901.81
491,0,8.84,8.86,81.97,81.99,7.12,2.43,2.57,0.95,3.04,2.64,0.83,0.8,3.65,3.31,2.3,131.53,133.93,1625,2769,2005.98
492,0,16.32,16.34,81.58,81.58,7.68,2.78,2.94,0.94,3.23,2.87,0.85,0.85,3.77,3.39,0.16,9.27,8.57,1558,2342,1839.36
493,0,60.84,60.9,81.77,81.77,6.46,2.13,2.25,0.95,2.63,2.3,0.92,0.8,2.86,2.87,2.99,171.47,168.43,1646,2351,1890.51
494,0,40.17,40.2,82.42,82.48,6.01,1.89,2.01,0.94,2.45,2.15,0.79,0.76,3.1,2.81,1.76,100.71,98.72,1607,2505,1939.48
495,0,41.66,41.69,82.16,82.17,5.81,1.93,2.02,0.96,2.36,2.06,0.74,0.81,3.18,2.54,0.69,39.4,43.61,1581,2558,1919.98
496,0,27.17,27.24,81.84,81.84,7.85,2.71,2.89,0.94,3.36,2.95,0.79,0.8,4.24,3.68,2.99,171.09,171.79,1611,2434,1912.08
497,0,25.48,25.49,83.2,83.23,6.83,2.31,2.44,0.95,2.84,2.48,0.82,0.81,3.45,3.07,1.85,105.95,105.12,1650,2652,1972.91
498,0,6.76,6.81,82.36,82.4,8.15,2.88,3.1,0.93,3.53,3.08,0.79,0.83,4.47,3.72,3.03,173.66,174.7,1575,2544,1916.38
499,0,113.1,113.16,82.94,82.96,5.6,1.74,1.83,0.95,2.26,1.96,0.82,0.76,2.75,2.58,1.25,71.57,70.36,1578,2243,1851.31
500,0,24.38,24.42,83.92,83.94,8.0,2.78,2.97,0.94,3.4,2.97,0.85,0.81,3.97,3.66,1.47,84.51,86.96,1574,2572,1904.67
501,0,37.96,38.0,82.68,82.68,6.44,2.12,2.29,0.92,2.61,2.31,0.85,0.8,3.08,2.88,0.07,4.29,179.99,1608,2394,1919.89
502,0,53.76,53.78,83.2,83.25,8.61,3.01,3.24,0.93,3.61,3.23,0.79,0.83,4.6,3.88,0.41,23.33,24.75,1575,2315,1840.58
503,0,62.4,62.42,83.85,83.85,7.52,2.61,2.75,0.95,3.23,2.85,0.83,0.8,3.88,3.58,2.44,139.9,135.14,1580,2423,1871.15
504,0,93.47,93.53,83.46,83.48,7.39,2.48,2.64,0.94,3.06,2.67,0.81,0.81,3.75,3.3,0.51,29.29,26.63,1565,2263,1810.98
505,0,105.3,105.32,84.24,84.28,11.79,4.03,4.54,0.89,5.14,4.6,0.38,0.82,13.56,5.6,2.54,145.3,144.66,1565,2268,1822.85
506,0,114.73,114.74,84.17,84.23,6.66,2.17,2.29,0.95,2.79,2.46,0.79,0.76,3.53,3.23,1.78,102.09,100.66,1606,2301,1859.07
507,0,118.17,118.19,84.17,84.2,11.35,3.88,4.45,0.87,4.96,4.33,0.52,0.87,9.47,4.99,2.59,148.39,148.11,1569,2262,1859.02
508,0,44.07,44.07,83.46,83.5,5.68,1.78,1.88,0.95,2.32,2.03,0.85,0.76,2.71,2.68,0.2,11.31,7.16,1559,2344,1861.28
509,0,0.52,0.54,84.24,84.26,5.79,1.88,2.0,0.94,2.32,2.03,0.79,0.81,2.93,2.52,1.37,78.69,80.72,1637,2494,1926.82
510,0,10.01,10.04,83.59,83.63,7.31,2.48,2.62,0.95,3.12,2.75,0.85,0.78,3.65,3.5,0.21,12.01,8.51,1692,2706,2026.97
511,0,59.73,59.75,83.72,83.75,7.35,2.47,2.62,0.94,3.11,2.72,0.82,0.79,3.78,3.45,0.28,15.78,12.56,1576,2324,1868.83
512,0,27.23,27.26,84.44,84.47,7.07,2.42,2.56,0.95,2.91,2.54,0.79,0.84,3.71,3.03,1.98,113.7,116.47,1608,2610,1926.21
513,0,41.8,41.85,83.59,83.65,5.39,1.74,1.81,0.96,2.18,1.86,0.85,0.8,2.55,2.34,2.96,169.7,175.49,1668,2730,2027.78
514,0,75.92,75.94,84.24,84.25,7.25,2.46,2.59,0.95,3.11,2.72,0.74,0.79,4.19,3.45,0.65,37.35,37.28,1596,2403,1846.92
515,0,71.89,71.95,83.66,83.72,4.92,1.57,1.63,0.96,1.96,1.67,0.85,0.81,2.29,2.07,3.04,174.29,176.89,1605,2192,1831.45
516,0,73.97,73.98,83.85,83.88,5.11,1.61,1.66,0.97,2.03,1.77,0.85,0.78,2.38,2.27,3.01,172.65,177.03,1596,2314,1861.55
517,0,128.18,128.23,85.09,85.14,8.18,2.8,2.97,0.94,3.52,3.14,0.65,0.79,5.42,3.99,0.92,52.5,51.26,1608,2371,1868.02
518,0,41.27,41.3,84.56,84.62,7.81,2.68,2.87,0.93,3.26,2.88,0.79,0.82,4.15,3.52,2.69,153.95,156.19,1684,2674,2014.81
519,0,9.69,9.75,84.7,84.71,7.51,2.55,2.7,0.95,3.17,2.77,0.82,0.8,3.85,3.47,0.33,19.18,18.23,1642,2553,1963.23
520,0,112.45,112.5,85.15,85.15,5.68,1.74,1.84,0.95,2.29,1.99,0.8,0.75,2.84,2.64,1.31,75.17,77.34,1613,2262,1854.43
521,0,3.25,3.3,85.34,85.38,8.86,3.23,3.46,0.94,3.8,3.36,0.76,0.85,5.02,3.93,0.58,33.15,33.21,1576,2362,1884.88
522,0,39.0,39.05,85.02,85.04,5.68,1.87,1.96,0.95,2.28,1.97,0.91,0.82,2.52,2.41,0.35,19.98,16.6,1656,2461,1932.37
523,0,26.32,26.36,85.8,85.8,6.6,2.19,2.32,0.94,2.66,2.34,0.82,0.82,3.23,2.87,1.95,111.54,112.55,1670,2547,1947.59
524,0,37.18,37.24,86.32,86.33,6.79,2.29,2.4,0.95,2.8,2.47,0.82,0.81,3.4,3.07,1.26,72.41,73.39,1558,2398,1869.79
525,0,7.28,7.3,86.97,87.02,9.55,3.39,3.81,0.89,4.08,3.6,0.74,0.88,5.51,4.08,1.81,103.82,103.47,1589,2332,1845.58
526,0,32.11,32.12,86.32,86.38,8.28,2.92,3.09,0.94,3.6,3.19,0.74,0.81,4.86,3.96,2.46,140.86,139.53,1567,2303,1835.91
527,0,86.06,86.08,86.52,86.56,8.09,2.74,2.88,0.95,3.55,3.14,0.74,0.77,4.8,4.09,2.27,129.81,130.18,1556,2250,1824.29
528,0,40.37,40.38,86.32,86.34,7.34,2.54,2.68,0.95,3.09,2.78,0.74,0.81,4.17,3.41,0.86,49.27,44.52,1498,2695,1922.68
529,0,14.88,14.93,87.56,87.61,10.44,3.93,4.14,0.95,4.65,4.19,0.74,0.84,6.32,4.97,2.41,137.83,136.09,1551,2260,1842.5
530,0,123.7,123.73,86.71,86.72,9.47,3.25,3.6,0.9,4.08,3.62,0.6,0.82,6.81,4.43,2.9,166.18,166.26,1590,2391,1850.42
531,0,1.5,1.51,87.1,87.14,5.92,1.91,2.02,0.94,2.45,2.13,0.79,0.77,3.1,2.75,0.19,10.71,7.44,1598,2496,1909.84
532,0,25.09,25.11,87.69,87.74,7.29,2.55,2.69,0.95,3.07,2.66,0.85,0.83,3.62,3.19,0.56,32.01,30.83,1582,2415,1886.14
533,0,100.69,100.74,88.01,88.02,6.55,2.16,2.28,0.95,2.76,2.41,0.69,0.79,4.0,3.07,0.72,41.19,45.25,1566,2232,1823.72
534,0,58.76,58.79,88.59,88.63,9.22,3.18,3.44,0.92,3.98,3.53,0.7,0.81,5.67,4.36,2.55,146.31,146.94,1582,2421,1862.73
535,0,26.26,26.32,88.98,89.01,6.98,2.23,2.38,0.94,2.98,2.64,0.73,0.74,4.1,3.56,1.37,78.69,83.93,1583,2423,1894.7
536,0,1.89,1.91,88.79,88.84,6.2,2.04,2.18,0.94,2.52,2.19,0.92,0.8,2.75,2.73,1.78,101.89,99.55,1608,2483,1894.87
