SPOT_ID,TRACK_ID,PREV_TRACK_ID,POSITION_X,POSITION_Y,FRAME,ELLIPSE_MAJOR,ELLIPSE_MINOR,ELLIPSE_THETA,ELLIPSE_ASPECTRATIO,AREA,ANGLE,ANGULAR_VELOCITY,TOTAL_DISPLACEMENT_VECTOR,TOTAL_DISPLACEMENT,FRAME_GAP,STEP_SPEED,MSD_LAG_TIME,MSD
7859,0,,33.009291546593175,90.83326969261222,0,2.064947847253227,0.464086356504507,0.4118482332349478,4.4494905275957475,2.9321499999999956,,,"[0.0, 0.0]",0.0,0,0.0,0,0.0
9017,0,,33.01826512455309,90.86228173190437,1,2.0603992504486404,0.48376116576327094,0.4392963023494938,4.259124948977196,2.9680624999999905,,,"[0.008973577959913825, 0.029012039292155123]",0.030368133385050254,1,0.030368133385050254,1,0.028295626803654734
8522,0,,33.383153524490936,91.05638769414196,2,2.049756539738544,0.4858687890910233,0.43054120433393633,4.218745031088094,2.9469374999999944,0.7819371990083082,,"[0.36488839993784694, 0.19410596223758603]",0.41330457169668633,1,0.41330457169668633,2,0.08961470053096357
8437,0,,33.48726738609062,91.14097362110302,3,2.015996463144499,0.4848598229460981,0.4364148183665004,4.157895473571993,2.9363749999999964,0.19339109182484282,-0.5885461071834653,"[0.10411386159968572, 0.08458592696105427]",0.13414348741947676,1,0.13414348741947676,3,0.1646728976988835
8438,0,,33.48096528768757,91.11729671898073,4,2.056716134720949,0.48174191565389607,0.4425255624187523,4.269331913809595,2.961725000000005,2.513214105818377,2.319823013993534,"[-0.006302098403054401, -0.02367690212228979]",0.02450126809759592,1,0.02450126809759592,4,0.25265774592665075
8322,0,,33.585294403890806,91.1831703162969,5,2.050095868352304,0.47480385633301214,0.42475808725781894,4.317774257744092,2.894124999999997,2.394125308544527,-0.11908879727384969,"[0.10432911620323893, 0.06587359731616971]",0.12338515028609323,1,0.12338515028609323,5,0.35352482843217853
8577,0,,33.79348765432071,91.27075617283894,6,2.0819995868111105,0.4734616380030197,0.3894729807647281,4.397398690192999,2.9659499999999936,0.1649710370426433,-2.229154271501884,"[0.20819325042990044, 0.08758585654204865]",0.2258665796233953,1,0.2258665796233953,6,0.4620404363421153
8377,0,,33.78753666903542,91.27627691034569,7,2.0580042615882634,0.48528788303811576,0.38644393038088554,4.240790535927357,2.9765124999999957,1.9954633725097068,1.8304923354670635,"[-0.005950985285288368, 0.005520737506742535]",0.008117436078225222,1,0.008117436078225222,7,0.5686877274850142
8638,0,,33.99868333333196,91.35561190475718,8,2.0666942555465546,0.46930123945834934,0.2571750799682595,4.403769011843776,2.9575000000000062,2.0342679124014884,0.038804539891781564,"[0.2111466642965425, 0.0793349944114965]",0.22555920549121686,1,0.22555920549121686,8,0.6670965320532939
9154,0,,34.16238197425054,91.38752026705173,9,2.0651718780181585,0.47458250439865546,0.3298437137019312,4.351555017045861,2.9532749999999974,0.16690655794519843,-1.86736135445629,"[0.16369864091858233, 0.03190836229454419]",0.16677946103435773,1,0.16677946103435773,9,0.7525536254206131
8072,0,,34.00050623052832,91.36447819314277,10,2.0571590964464774,0.47194761519188627,0.31149775861657225,4.358871684540815,2.938487499999999,3.09047947170862,2.9235729137634214,"[-0.16187574372222002, -0.023042073908953853]",0.16350747253764136,1,0.16350747253764136,10,0.8168176750274703
8929,0,,33.960506038643736,91.45247222221252,11,2.1001021926689685,0.45444985378462194,0.19846323951192313,4.62119676170976,2.915250000000003,1.2855358031285018,-1.8049436685801181,"[-0.040000191884587366, 0.08799402906974763]",0.09665901149262493,1,0.09665901149262493,11,0.8632094663852741
8746,0,,33.991294890333194,91.43921607615799,12,2.0442643083529477,0.4813672452079238,0.23989551403794374,4.2467873099050175,2.9215874999999905,2.4040134922018432,1.1184776890733414,"[0.030788851689457886, -0.013256146054530404]",0.03352131853872213,1,0.03352131853872213,12,0.8829309614474677
8102,0,,34.022952483285586,91.37790950334349,13,2.0688477120912214,0.4612843556470716,0.3280820514288996,4.48497263513115,2.9490499999999993,0.6875670979682489,-1.7164463942335944,"[0.03165759295239212, -0.06130657281450169]",0.06899781925393834,1,0.06899781925393834,13,0.8873299412787261
16670,0,,33.96703818181912,91.3779218181821,14,2.078648056534223,0.465207284013801,0.3505984719125601,4.468219066992418,2.904687499999996,2.047683497355759,1.36011639938751,"[-0.05591430146646559, 1.231483861374727e-05]",0.05591430282260565,1,0.05591430282260565,14,0.8945991378130305
11795,0,,33.65865264797414,91.33491433021554,15,2.0778838365166368,0.4820191946154735,0.2628057432062221,4.310790648439322,2.9384875000000172,0.1387866594158906,-1.9088968379398683,"[-0.3083855338449837, -0.04300748796656251]",0.31137000739642473,1,0.31137000739642473,15,0.9257000585300725
17357,0,,33.650759629100634,91.36961602472532,16,2.031950113772114,0.5046215026182385,0.2597801153887125,4.026681588535767,2.9617249999999995,1.485714335163223,1.3469276757473323,"[-0.00789301887350291, 0.03470169450977778]",0.03558802254674196,1,0.03558802254674196,16,0.9925446749513184
11212,0,,33.66090553976888,91.35799242423165,17,2.0979860233405025,0.4636569035474498,0.3018625148482337,4.524867433847663,2.9744000000000064,2.647617802399091,1.1619034672358681,"[0.010145910668249769, -0.011623600493663844]",0.015428791000088336,1,0.015428791000088336,17,1.083430818081665
17928,0,,33.67947916666688,91.35306393678219,18,2.062307142904315,0.45894433311734184,0.31745980141473695,4.493588860540585,2.940600000000001,0.5938015629483309,-2.05381623945076,"[0.018573626897996576, -0.004928487449461727]",0.019216388960610776,1,0.019216388960610776,18,1.1925315715464087
