IDs,Frame,Center_position_x_PIX,Ellipse_center_x_PIX,Center_position_y_PIX,Ellipse_center_y_PIX,Perimeter_PIX,Surface_area_PIX^2,Convex_hull_area_PIX^2,Solidity,Length_PIX,Ellipse_major_axis_PIX,Width_PIX,Ellipse_minor_axis_PIX,Aspect_ratio,Ellipse_aspect_ratio,Angle_to_x+_axis_RAD,Angle_to_x+_axis_DEG,Ellipse_Angle_DEG,Min_intensity,Max_intensity,Mean_intensity
239,0,775,775.26,62,62.97,103.36,450,491.0,0.92,44.18,38.69,11.05,10.2,4.0,3.79,1.48,84.81,88.13,5154,7778,6181.27
240,0,1686,1686.24,52,53.16,297.05,1746,2021.0,0.86,135.79,120.64,13.15,13.72,10.32,8.8,0.16,9.32,7.13,4841,8063,6074.15
241,0,1374,1374.88,63,63.9,128.75,681,724.0,0.94,56.08,49.46,12.81,11.99,4.38,4.13,0.87,50.06,48.65,5093,8307,6128.96
242,0,410,410.72,86,87.55,198.91,973,1144.0,0.85,89.11,79.34,9.22,12.04,9.66,6.59,1.41,80.96,81.65,5139,7837,6151.74
243,0,1001,1001.69,56,56.48,148.57,779,855.0,0.91,63.57,57.2,12.65,12.33,5.03,4.64,2.8,160.71,163.91,4946,8166,6115.66
244,0,1513,1513.69,60,60.8,87.36,387,414.0,0.93,35.11,30.9,11.7,10.85,3.0,2.85,1.92,109.98,107.32,4857,7451,5977.49
246,0,624,624.15,70,70.8,120.36,511,582.0,0.88,52.61,46.52,9.22,10.23,5.71,4.55,1.72,98.75,95.98,5426,7560,6293.68
247,0,835,835.18,62,62.98,121.1,572,620.0,0.92,52.01,46.68,10.0,10.9,5.2,4.28,0.66,37.97,39.92,5252,8130,6218.31
248,0,488,488.06,60,60.2,83.33,343,367.0,0.93,33.62,30.3,8.94,10.1,3.76,3.0,1.04,59.62,57.86,5133,7585,6024.23
249,0,1541,1541.7,78,78.1,158.71,757,844.0,0.9,68.95,61.11,9.49,11.36,7.27,5.38,1.23,70.51,69.92,5112,7714,6005.73
250,0,1331,1331.57,67,67.38,103.6,489,529.0,0.92,42.45,37.31,11.4,11.56,3.72,3.23,1.83,105.02,106.69,4847,7518,5810.82
251,0,1410,1410.87,58,58.03,126.08,651,712.0,0.91,53.76,47.42,11.7,12.25,4.59,3.87,0.32,18.43,15.18,5140,8389,6238.06
252,0,1590,1590.07,64,64.42,130.85,698,736.0,0.95,56.08,50.35,13.04,12.23,4.3,4.12,2.6,148.86,146.35,5002,7898,6013.47
253,0,822,822.0,54,54.39,70.63,309,325.0,0.95,27.66,24.22,11.18,11.06,2.47,2.19,0.22,12.53,9.98,5466,8024,6282.65
254,0,1094,1094.6,67,68.19,191.14,1042,1174.0,0.89,82.76,74.32,10.77,13.05,7.68,5.7,0.44,25.02,26.64,4725,8099,5997.97
