IDENTIFIER,TRACK_ID,TRACK_FRAME_LENGTH,TOTAL_DISPLACEMENT_PIX,TOTAL_DISPLACEMENT_MIC,END_TO_END_DISTANCE_PIX,END_TO_END_DISTANCE_MIC,PERSISTENCE,SINUOSITY,MAX_DISTANCE_PIX,MAX_DISTANCE_MIC,MEAN_DIRECTIONAL_CHANGE_RAD,MEAN_DIRECTIONAL_CHANGE_DEG,SPEED_PIX_FR,SPEED_MIC_SEC,AVERAGE_ANGULAR_VELOCITY_RAD_FR,AVERAGE_ANGULAR_VELOCITY_DEG_SEC
240913_232+2621_0p55agarose_2xTrpNC_OD0p5_mix10pc_5s_2h_6001_SC70pc_corrected_spots.csv,0,60,34.605248838770095,2.2493411745200564,6.347406625324635,0.4125814306461013,0.18342323313142309,5.451872060741063,10.536672460019465,0.6848837099012652,1.077145374889604,61.71588390321116,0.5865296413350863,0.007624885337356123,-0.04817101183460185,-0.5519991345994855
240913_232+2621_0p55agarose_2xTrpNC_OD0p5_mix10pc_5s_2h_6001_SC70pc_corrected_spots.csv,2,60,27.92419443380254,1.8150726381971651,18.0236968693506,1.1715402965077892,0.6454509157668922,1.5493044870993025,18.09728525360964,1.1763235414846267,0.5567590827208125,31.899945645477636,0.473291431081399,0.0061527886040581865,0.015422465007543703,0.1767284309240903
240913_232+2621_0p55agarose_2xTrpNC_OD0p5_mix10pc_5s_2h_6001_SC70pc_corrected_spots.csv,3,8,10.36259866553447,0.6735689132597406,0.6718439049727198,0.043669853823226794,0.06483353516403582,15.424116508067813,3.388990560395864,0.22028438642573117,1.8208529421471618,104.32718869901102,1.4803712379334957,0.019244826093135443,-0.34474215772892763,-3.9504541316201776
240913_232+2621_0p55agarose_2xTrpNC_OD0p5_mix10pc_5s_2h_6001_SC70pc_corrected_spots.csv,4,60,83.02018179896432,5.3963118169326805,47.24723371190717,3.071070191273966,0.5691053992909539,1.7571437579855962,47.24723371190717,3.071070191273966,0.5505472133594792,31.54403174818661,1.4071217254061745,0.018292582430280268,-4.529812062508877e-05,-0.0005190782263384186
240913_232+2621_0p55agarose_2xTrpNC_OD0p5_mix10pc_5s_2h_6001_SC70pc_corrected_spots.csv,5,60,51.80231848553435,3.367150701559733,26.6930684624055,1.7350494500563576,0.5152871385449564,1.9406655536246313,27.421391098936773,1.7823904214308903,0.7819402094650519,44.801873833923025,0.8780053980599042,0.011414070174778756,-0.004853818817354764,-0.05562066655112171
240913_232+2621_0p55agarose_2xTrpNC_OD0p5_mix10pc_5s_2h_6001_SC70pc_corrected_spots.csv,7,60,51.681020930905454,3.3592663605088546,26.826282542398626,1.7437083652559109,0.519074160285336,1.9265069936255315,27.36933994943716,1.7790070967134153,0.9114168237810496,52.220337379872824,0.8759495073034822,0.01138734359494527,-0.035595751405378705,-0.40789726482501376
240913_232+2621_0p55agarose_2xTrpNC_OD0p5_mix10pc_5s_2h_6001_SC70pc_corrected_spots.csv,8,60,41.17636637427615,2.67646381432795,9.579581721545807,0.6226728119004775,0.23264757347628418,4.298347002110206,11.765308187670263,0.764745032198567,1.0762565639837662,61.66495878952145,0.6979045148182397,0.009072758692637116,0.0012658446541843162,0.014505511240791705
240913_232+2621_0p55agarose_2xTrpNC_OD0p5_mix10pc_5s_2h_6001_SC70pc_corrected_spots.csv,9,60,56.295454318347325,3.6592045306925765,41.22264680478828,2.6794720423112386,0.7322553357803413,1.3656438555470978,41.22264680478828,2.6794720423112386,0.31114863321235076,17.82750348433177,0.9541602426838528,0.012404083154890087,-0.00033014109191687753,-0.0037831382421355322
240913_232+2621_0p55agarose_2xTrpNC_OD0p5_mix10pc_5s_2h_6001_SC70pc_corrected_spots.csv,10,60,82.63139838265214,5.371040894872389,45.40303230327366,2.9511970997127883,0.549464648934293,1.819953298068469,45.40303230327366,2.9511970997127883,0.7417527712919114,42.49930323715913,1.4005321759771545,0.01820691828770301,0.010706656370578316,0.1226892445461987
240913_232+2621_0p55agarose_2xTrpNC_OD0p5_mix10pc_5s_2h_6001_SC70pc_corrected_spots.csv,11,60,46.97342041787228,3.0532723271616984,12.782224092420547,0.8308445660073356,0.2721161026536022,3.6749019637142823,14.09389023820019,0.9161028654830125,1.2030984254857982,68.9324621191708,0.7961596680995303,0.010350075685293895,0.05055414574514851,0.5793078376172516
240913_232+2621_0p55agarose_2xTrpNC_OD0p5_mix10pc_5s_2h_6001_SC70pc_corrected_spots.csv,12,60,76.86435489845574,4.996183068399623,28.027666289564277,1.821798308821678,0.3646380214416835,2.7424457714153374,28.027666289564277,1.821798308821678,1.2202358244681586,69.91436275269184,1.3027856762450125,0.016936213791185165,-0.0006692713147842683,-0.007669284337262031
240913_232+2621_0p55agarose_2xTrpNC_OD0p5_mix10pc_5s_2h_6001_SC70pc_corrected_spots.csv,13,22,15.644224241476694,1.0168745756959852,8.852523798832697,0.5754140469241253,0.565865309918179,1.7672049911393128,10.139329269335294,0.6590564025067941,0.9000811269898243,51.570849795895626,0.7449630591179378,0.009684519768533193,-0.02610277769039448,-0.29911579904556923
240913_232+2621_0p55agarose_2xTrpNC_OD0p5_mix10pc_5s_2h_6001_SC70pc_corrected_spots.csv,14,60,32.232963633939235,2.0951426362060506,4.974707524681209,0.3233559891042786,0.15433602634798255,6.4793685807699415,7.013018720653481,0.4558462168424763,1.5293465666354258,87.62510368103281,0.5463214175243938,0.00710217842781712,0.003577728010423637,0.04099774304860228
