Cell ID,Area [microns²],Mean Area [microns²],Normalized Area
37,4.7784293671591795,8.655774089853042,0.5520510722155767
41,7.098948983431651,8.655774089853042,0.8201402797415404
42,7.412932804354525,8.655774089853042,0.8564147732372694
44,15.308008393920415,8.655774089853042,1.7685314144075952
46,7.959602423968488,8.655774089853042,0.9195714145658378
49,5.966685942438289,8.655774089853042,0.6893301373741828
53,8.480059729263521,8.655774089853042,0.9796997520076793
55,6.856794196508013,8.655774089853042,0.7921641814272937
56,4.392860428789154,8.655774089853042,0.507506363173087
58,14.782537351845953,8.655774089853042,1.7078238408711672
59,8.61193527248513,8.655774089853042,0.9949353094347387
60,8.806504540149826,8.655774089853042,1.0174138613984256
61,9.019841797464053,8.655774089853042,1.0420606757791657
62,15.359743067280565,8.655774089853042,1.7745083117738052
63,3.1687385097848013,8.655774089853042,0.36608378140314896
64,7.729658726015056,8.655774089853042,0.8930060611304945
65,17.33415852371926,8.655774089853042,2.0026121689150465
67,7.867238740945006,8.655774089853042,0.908900655132345
69,6.4774190520819745,8.655774089853042,0.7483350402681257
70,3.318092906263749,8.655774089853042,0.38333866755527624
71,12.265004884245085,8.655774089853042,1.4169737746070636
72,13.697602962171766,8.655774089853042,1.582481568948194
73,10.81625355285212,8.655774089853042,1.2495997978426627
74,4.788433600808911,8.655774089853042,0.553206859502292
75,10.55084233649139,8.655774089853042,1.2189368884823244
76,12.714164679660236,8.655774089853042,1.4688651237518722
77,4.998973503684547,8.655774089853042,0.5775304960355567
78,5.57038958524475,8.655774089853042,0.6435460915939091
79,11.532754292463483,8.655774089853042,1.3323769974522621
80,5.780218488442892,8.655774089853042,0.6677875864642661
82,7.984496472636462,8.655774089853042,0.9224474194626333
83,2.8838030530595455,8.655774089853042,0.33316524011875026
84,7.861524596765778,8.655774089853042,0.9082405010987586
85,6.099827932515766,8.655774089853042,0.7047120071752392
86,12.378075593053529,8.655774089853042,1.4300368129482552
87,4.840313291590146,8.655774089853042,0.5592005107046787
88,5.0839553320192135,8.655774089853042,0.5873484311448255
89,3.0495095396136063,8.655774089853042,0.35230928025125724
90,8.07007416192939,8.655774089853042,0.932334194279602
91,14.099341334679943,8.655774089853042,1.6288943297640204
92,8.088137697541372,8.655774089853042,0.9344210712503349
93,6.464612682887015,8.655774089853042,0.7468555227735584
94,4.219978126583712,8.655774089853042,0.48753330236872655
95,5.1540540856210235,8.655774089853042,0.5954469273479537
96,3.5707331881652684,8.655774089853042,0.41252615318959795
97,6.52272727747315,8.655774089853042,0.7535694912739911
98,4.578114008113732,8.655774089853042,0.5289086753639454
99,5.897962041728913,8.655774089853042,0.6813904776746604
100,9.757171594979186,8.655774089853042,1.1272442526448658
101,8.827473956228397,8.655774089853042,1.019836454208831
102,9.778278905282612,8.655774089853042,1.1296827763498882
103,8.308356193196833,8.655774089853042,0.9598628738400787
104,9.264753536714554,8.655774089853042,1.0703552842922974
105,5.576925142503357,8.655774089853042,0.6443011433305605
106,6.617597445784351,8.655774089853042,0.7645298244950736
